# profile=agv-01 blind run: 1 segment(s) at 637 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
1.1441,0.0223,running,1,1.1883,1.9533,0.0961,0.1572,15863658,17678784,478.5826,791.6367,480,785,0.1263,0.0079,7.1884,0.2487,,0,22.2805
1.1666,0.0231,running,1,1.1883,1.9533,0.0996,0.1630,15870371,17689821,478.5876,791.6367,480,785,0.1310,0.0085,7.4547,0.2487,,0,23.1182
1.1844,0.0173,running,1,1.1883,1.9533,0.1022,0.1674,15875297,17698213,479.1856,791.6367,480,785,0.1344,0.0089,7.6682,0.2487,,0,17.2933
1.2043,0.0199,running,1,1.1883,1.9533,0.1052,0.1724,15880991,17707776,479.5982,791.6367,480,785,0.1384,0.0095,7.9066,0.2487,,0,19.8513
1.2246,0.0203,running,1,1.1883,1.9533,0.1083,0.1775,15886891,17717423,479.4944,791.6367,480,785,0.1424,0.0100,8.1374,0.2487,,0,20.3323
1.2446,0.0201,running,1,1.1883,1.9533,0.1113,0.1824,15892607,17726900,479.6593,791.6367,480,785,0.1463,0.0106,8.3691,0.2487,,0,20.0590
1.2675,0.0237,running,1,1.1883,1.9533,0.1149,0.1881,15899436,17737808,479.0161,791.6367,480,785,0.1509,0.0113,8.6203,0.2487,,0,23.7011
1.2873,0.0194,running,1,1.1883,1.9533,0.1178,0.1931,15905051,17747232,479.4101,791.6367,480,785,0.1548,0.0119,8.8550,0.2487,,0,19.4201
1.3061,0.0183,running,1,1.1883,1.9533,0.1205,0.1977,15910280,17756138,480.0404,791.6367,480,785,0.1585,0.0125,9.0815,0.2487,,0,18.3478
1.3263,0.0202,running,1,1.1883,1.9533,0.1236,0.2028,15916097,17765774,480.1910,791.6367,480,785,0.1625,0.0131,9.3168,0.2487,,0,20.2058
1.3470,0.0217,running,1,1.1883,1.9533,0.1268,0.2079,15922270,17775559,479.4572,791.6367,477,793,0.1666,0.0138,9.5393,0.2487,,0,21.7234
1.3673,0.0203,running,1,1.1883,1.9533,0.1299,0.2129,15928087,17785153,479.5226,791.6367,477,793,0.1706,0.0145,9.7719,0.2487,,0,20.2908
1.3878,0.0201,running,1,1.1883,1.9533,0.1329,0.2180,15933895,17794945,480.0196,791.6367,477,793,0.1746,0.0152,10.0174,0.2487,,0,20.1167
1.4076,0.0199,running,1,1.1883,1.9533,0.1359,0.2230,15939641,17804365,479.9689,791.6367,477,793,0.1785,0.0159,10.2437,0.2487,,0,19.9481
1.4282,0.0203,running,1,1.1883,1.9533,0.1390,0.2281,15945475,17814077,480.2170,791.6367,477,793,0.1825,0.0166,10.4826,0.2487,,0,20.3144
1.4482,0.0201,running,1,1.1883,1.9533,0.1420,0.2330,15951223,17823553,480.2731,791.6367,477,793,0.1864,0.0173,10.7122,0.2487,,0,20.1070
1.4678,0.0199,running,1,1.1883,1.9533,0.1450,0.2379,15956962,17832926,480.1505,791.6367,477,793,0.1903,0.0181,10.9361,0.2487,,0,19.9101
1.4906,0.0203,running,1,1.1883,1.9533,0.1480,0.2431,15962781,17842834,480.8460,791.6367,477,793,0.1943,0.0189,11.1880,0.2487,,0,20.2731
1.5084,0.0201,running,1,1.1883,1.9533,0.1510,0.2481,15968520,17852262,480.8348,791.6367,477,793,0.1982,0.0197,11.4152,0.2487,,0,20.0574
1.5287,0.0201,running,1,1.1883,1.9533,0.1541,0.2531,15974337,17861864,480.9165,791.6367,477,793,0.2022,0.0205,11.6484,0.2487,,0,20.1146
1.5511,0.0226,running,1,1.1883,1.9533,0.1575,0.2587,15980799,17872516,480.9775,791.6367,477,798,0.2066,0.0214,11.9065,0.2487,,0,22.6447
1.5708,0.0199,running,1,1.1883,1.9533,0.1605,0.2636,15986545,17881938,480.9308,791.6367,477,798,0.2105,0.0222,12.1329,0.2487,,0,19.9024
1.5914,0.0202,running,1,1.1883,1.9533,0.1635,0.2687,15992366,17891703,481.3297,791.6367,477,798,0.2145,0.0231,12.3759,0.2487,,0,20.2064
1.6113,0.0201,running,1,1.1883,1.9533,0.1665,0.2736,15998115,17901051,481.1230,791.6367,477,798,0.2183,0.0239,12.5976,0.2487,,0,20.1011
1.6316,0.0202,running,1,1.1883,1.9533,0.1696,0.2787,16003938,17910738,481.3571,791.6367,477,798,0.2223,0.0248,12.8356,0.2487,,0,20.2287
1.6516,0.0201,running,1,1.1883,1.9533,0.1726,0.2837,16009695,17920259,481.4745,791.6367,477,798,0.2262,0.0257,13.0675,0.2487,,0,20.0541
1.6716,0.0199,running,1,1.1883,1.9533,0.1756,0.2886,16015456,17929793,481.6049,791.6367,477,798,0.2301,0.0266,13.2999,0.2487,,0,19.9286
1.6951,0.0203,running,1,1.1883,1.9533,0.1787,0.2937,16021277,17939440,481.7645,791.6367,477,798,0.2340,0.0276,13.5356,0.2487,,0,20.2839
1.7121,0.0202,running,1,1.1883,1.9533,0.1817,0.2987,16027103,17949044,481.8203,791.6367,477,798,0.2379,0.0285,13.7683,0.2487,,0,20.1829
1.7321,0.0201,running,1,1.1883,1.9533,0.1847,0.3037,16032849,17958511,481.8649,791.6367,477,798,0.2418,0.0295,13.9976,0.2487,,0,20.0898
1.7549,0.0222,running,1,1.1883,1.9533,0.1881,0.3094,16039246,17969402,482.6272,791.6367,477,794,0.2462,0.0306,14.2744,0.2487,,0,22.2264
1.7748,0.0199,running,1,1.1883,1.9533,0.1911,0.3144,16044987,17978886,482.7229,791.6367,477,794,0.2500,0.0316,14.5050,0.2487,,0,19.9479
1.7959,0.0203,running,1,1.1883,1.9533,0.1941,0.3194,16050785,17988450,482.7909,791.6367,477,794,0.2539,0.0326,14.7370,0.2487,,0,20.2662
1.8151,0.0201,running,1,1.1883,1.9533,0.1971,0.3243,16056506,17997928,482.9411,791.6367,477,794,0.2578,0.0336,14.9684,0.2487,,0,20.0799
1.8356,0.0202,running,1,1.1883,1.9533,0.2001,0.3295,16062330,18007738,483.4212,791.6367,477,794,0.2617,0.0347,15.2139,0.2487,,0,20.1610
1.8556,0.0201,running,1,1.1883,1.9533,0.2032,0.3344,16068122,18017262,483.4281,791.6367,477,794,0.2656,0.0357,15.4438,0.2487,,0,20.0716
1.9121,0.0574,running,1,1.1883,1.9533,0.2119,0.3484,16084699,18043860,482.1089,791.6367,477,794,0.2765,0.0388,16.0611,0.2487,,0,57.3703
1.9333,0.0202,running,1,1.1883,1.9533,0.2149,0.3535,16090548,18053639,482.4429,791.6367,477,794,0.2804,0.0399,16.3032,0.2487,,0,20.2142
1.9559,0.0227,running,1,1.1883,1.9533,0.2183,0.3593,16097043,18064692,483.2070,791.6367,479,804,0.2848,0.0412,16.5840,0.2487,,0,22.6529
1.9756,0.0199,running,1,1.1883,1.9533,0.2213,0.3642,16102747,18074174,483.4220,791.6367,479,804,0.2886,0.0424,16.8168,0.2487,,0,19.9346
1.9978,0.0202,running,1,1.1883,1.9533,0.2243,0.3698,16108534,18084728,485.5343,791.6367,479,804,0.2927,0.0436,17.1104,0.2487,,0,20.1773
2.0162,0.0201,running,1,1.1883,1.9533,0.2273,0.3744,16114280,18093483,484.1350,791.6367,479,804,0.2963,0.0448,17.2958,0.2487,,0,20.1423
2.0364,0.0202,running,1,1.1883,1.9533,0.2304,0.3794,16120160,18103105,484.0473,791.6367,479,804,0.3002,0.0460,17.5263,0.2487,,0,20.2153
2.0564,0.0201,running,1,1.1883,1.9533,0.2335,0.3844,16126061,18112676,483.7861,791.6367,479,804,0.3041,0.0472,17.7524,0.2487,,0,20.0941
2.0763,0.0199,running,1,1.1883,1.9533,0.2365,0.3894,16131812,18122252,484.0350,791.6367,479,804,0.3079,0.0484,17.9880,0.2487,,0,19.8811
2.0972,0.0203,running,1,1.1883,1.9533,0.2398,0.3946,16137991,18132073,483.3542,791.6367,479,804,0.3119,0.0497,18.2123,0.2487,,0,20.2626
2.1193,0.0201,running,1,1.1883,1.9533,0.2428,0.3995,16143833,18141414,482.8232,791.6367,479,804,0.3157,0.0510,18.4279,0.2487,,0,20.1081
2.1366,0.0201,running,1,1.1883,1.9533,0.2459,0.4044,16149672,18150769,482.3307,791.6367,479,804,0.3194,0.0522,18.6445,0.2487,,0,20.1111
2.1581,0.0222,running,1,1.1883,1.9533,0.2492,0.4097,16155927,18161032,482.2928,791.6367,490,790,0.3235,0.0536,18.8914,0.2487,,0,22.2499
2.1781,0.0201,running,1,1.1883,1.9533,0.2522,0.4147,16161775,18170508,482.0157,791.6367,490,790,0.3273,0.0549,19.1149,0.2487,,0,20.1022
2.2013,0.0231,running,1,1.1883,1.9533,0.2558,0.4205,16168545,18181522,481.7841,791.6367,490,790,0.3317,0.0565,19.3763,0.2487,,0,23.1486
2.2199,0.0182,running,1,1.1883,1.9533,0.2585,0.4251,16173861,18190317,481.8992,791.6367,490,790,0.3352,0.0577,19.5906,0.2487,,0,18.1508
2.2398,0.0201,running,1,1.1883,1.9533,0.2616,0.4301,16179701,18199876,481.8171,791.6367,490,790,0.3390,0.0591,19.8197,0.2487,,0,20.0607
2.2629,0.0201,running,1,1.1883,1.9533,0.2647,0.4351,16185548,18209415,481.6710,791.6367,490,790,0.3428,0.0604,20.0471,0.2487,,0,20.1110
2.2796,0.0200,running,1,1.1883,1.9533,0.2677,0.4400,16191377,18218799,481.2706,791.6367,490,790,0.3465,0.0618,20.2661,0.2487,,0,20.0475
2.2998,0.0201,running,1,1.1883,1.9533,0.2708,0.4450,16197234,18228362,481.1399,791.6367,490,790,0.3503,0.0632,20.4944,0.2487,,0,20.0545
2.3238,0.0231,running,1,1.1883,1.9533,0.2743,0.4507,16203860,18239376,481.3883,791.6367,490,790,0.3546,0.0649,20.7647,0.2487,,0,23.0962
2.3406,0.0175,running,1,1.1883,1.9533,0.2769,0.4551,16208935,18247777,481.5078,791.6367,490,790,0.3579,0.0661,20.9696,0.2487,,0,17.4636
2.3643,0.0228,running,1,1.1883,1.9533,0.2803,0.4610,16215489,18258983,482.3855,791.6367,485,789,0.3622,0.0678,21.2562,0.2487,,0,22.8480
2.3842,0.0200,running,1,1.1883,1.9533,0.2834,0.4657,16221273,18267888,481.1638,791.6367,485,789,0.3658,0.0692,21.4485,0.2487,,0,20.0496
2.4040,0.0200,running,1,1.1883,1.9533,0.2864,0.4707,16227052,18277395,481.1795,791.6367,485,789,0.3696,0.0707,21.6781,0.2487,,0,19.9704
2.4243,0.0203,running,1,1.1883,1.9533,0.2895,0.4760,16232893,18287547,482.2965,791.6367,485,789,0.3734,0.0722,21.9437,0.2487,,0,20.2847
2.4443,0.0200,running,1,1.1883,1.9533,0.2925,0.4809,16238669,18297021,482.2553,791.6367,485,789,0.3771,0.0737,22.1715,0.2487,,0,20.0184
2.4643,0.0202,running,1,1.1883,1.9533,0.2955,0.4859,16244503,18306494,482.0187,791.6367,485,789,0.3808,0.0752,22.3956,0.2487,,0,20.1527
2.4843,0.0201,running,1,1.1883,1.9533,0.2986,0.4909,16250270,18316000,482.0724,791.6367,485,789,0.3845,0.0768,22.6260,0.2487,,0,20.0702
2.5046,0.0201,running,1,1.1883,1.9533,0.3016,0.4959,16256122,18325666,482.1672,791.6367,485,789,0.3883,0.0783,22.8609,0.2487,,0,20.1112
2.5246,0.0200,running,1,1.1883,1.9533,0.3046,0.5009,16261886,18335202,482.2917,791.6367,485,789,0.3920,0.0799,23.0933,0.2487,,0,19.9815
2.5449,0.0202,running,1,1.1883,1.9533,0.3077,0.5060,16267755,18344835,482.2629,791.6367,485,789,0.3957,0.0815,23.3252,0.2487,,0,20.2298
2.5688,0.0247,running,1,1.1883,1.9533,0.3114,0.5119,16274886,18356241,481.6229,791.6367,481,796,0.4002,0.0834,23.5885,0.2487,,0,24.7202
2.5869,0.0181,running,1,1.1883,1.9533,0.3141,0.5164,16280057,18364744,481.6293,791.6367,481,796,0.4034,0.0849,23.7938,0.2487,,0,18.1314
2.6068,0.0200,running,1,1.1883,1.9533,0.3172,0.5214,16285850,18374261,481.6186,791.6367,481,796,0.4071,0.0865,24.0232,0.2487,,0,19.9653
2.6276,0.0203,running,1,1.1883,1.9533,0.3203,0.5265,16291773,18384100,481.8276,791.6367,481,796,0.4109,0.0882,24.2644,0.2487,,0,20.2829
2.6473,0.0200,running,1,1.1883,1.9533,0.3233,0.5314,16297554,18393448,481.5142,791.6367,481,796,0.4145,0.0898,24.4841,0.2487,,0,20.0236
2.6686,0.0214,running,1,1.1883,1.9533,0.3265,0.5367,16303696,18403556,481.5386,791.6367,481,796,0.4183,0.0916,24.7284,0.2487,,0,21.4426
2.6886,0.0199,running,1,1.1883,1.9533,0.3296,0.5417,16309494,18413089,481.5437,791.6367,481,796,0.4220,0.0933,24.9585,0.2487,,0,19.8666
2.7089,0.0200,running,1,1.1883,1.9533,0.3325,0.5467,16315185,18422588,481.8366,791.6367,481,796,0.4256,0.0950,25.1931,0.2487,,0,20.0368
2.7292,0.0203,running,1,1.1883,1.9533,0.3356,0.5518,16321080,18432298,481.8773,791.6367,481,796,0.4293,0.0967,25.4281,0.2487,,0,20.3303
2.7513,0.0226,running,1,1.1883,1.9533,0.3390,0.5573,16327590,18442891,481.6586,791.6367,481,796,0.4333,0.0986,25.6796,0.2487,,0,22.5531
2.7735,0.0213,running,1,1.1883,1.9533,0.3422,0.5626,16333691,18453000,481.8217,791.6367,482,787,0.4371,0.1005,25.9265,0.2487,,0,21.3205
2.7965,0.0203,running,1,1.1883,1.9533,0.3453,0.5677,16339553,18462685,481.9217,791.6367,482,787,0.4408,0.1023,26.1620,0.2487,,0,20.2623
2.8138,0.0200,running,1,1.1883,1.9533,0.3483,0.5727,16345324,18472207,481.9945,791.6367,482,787,0.4444,0.1040,26.3931,0.2487,,0,20.0214
2.8341,0.0202,running,1,1.1883,1.9533,0.3514,0.5777,16351168,18481881,482.1322,791.6367,482,787,0.4480,0.1059,26.6290,0.2487,,0,20.1676
2.8541,0.0201,running,1,1.1883,1.9533,0.3544,0.5827,16356937,18491409,482.2238,791.6367,482,787,0.4516,0.1077,26.8606,0.2487,,0,20.0835
2.8740,0.0200,running,1,1.1883,1.9533,0.3574,0.5876,16362688,18500770,482.0368,791.6367,482,787,0.4551,0.1094,27.0830,0.2487,,0,19.9639
2.9238,0.0478,running,1,1.1883,1.9533,0.3647,0.5996,16376537,18523645,482.2612,791.6367,482,787,0.4637,0.1139,27.6390,0.2487,,0,47.8275
2.9409,0.0199,running,1,1.1883,1.9533,0.3677,0.6044,16382258,18532920,481.9998,791.6367,482,787,0.4671,0.1157,27.8579,0.2487,,0,19.8736
2.9634,0.0201,running,1,1.1883,1.9533,0.3707,0.6095,16388121,18542561,482.0072,791.6367,482,787,0.4707,0.1176,28.0907,0.2487,,0,20.1376
2.9858,0.0238,running,1,1.1883,1.9533,0.3743,0.6157,16394992,18554322,482.9537,791.6367,481,794,0.4750,0.1199,28.3919,0.2487,,0,23.8032
3.0055,0.0199,running,1,1.1883,1.9533,0.3773,0.6206,16400752,18563699,482.7692,791.6367,481,794,0.4785,0.1218,28.6147,0.2487,,0,19.9282
3.0258,0.0203,running,1,1.1883,1.9533,0.3804,0.6256,16406588,18573283,482.7510,791.6367,481,794,0.4820,0.1237,28.8456,0.2487,,0,20.2636
3.0461,0.0200,running,1,1.1883,1.9533,0.3834,0.6306,16412336,18582867,483.0262,791.6367,481,794,0.4856,0.1257,29.0819,0.2487,,0,20.0276
3.0685,0.0235,running,1,1.1883,1.9533,0.3870,0.6362,16419132,18593657,482.2537,791.6367,481,794,0.4896,0.1279,29.3279,0.2487,,0,23.4539
3.0864,0.0168,running,1,1.1883,1.9533,0.3895,0.6407,16423941,18602073,483.2903,791.6367,481,794,0.4926,0.1296,29.5501,0.2487,,0,16.7876
3.1064,0.0201,running,1,1.1883,1.9533,0.3925,0.6456,16429738,18611603,483.2926,791.6367,481,794,0.4961,0.1316,29.7801,0.2487,,0,20.1053
3.1286,0.0201,running,1,1.1883,1.9533,0.3957,0.6509,16435849,18621631,483.2582,791.6367,481,794,0.4997,0.1337,30.0214,0.2487,,0,20.1349
3.1469,0.0202,running,1,1.1883,1.9533,0.3988,0.6557,16441635,18630768,482.5003,791.6367,481,794,0.5031,0.1357,30.2278,0.2487,,0,20.1653
3.1698,0.0237,running,1,1.1883,1.9533,0.4023,0.6614,16448348,18641779,482.4526,791.6367,481,794,0.5071,0.1380,30.4926,0.2487,,0,23.7428
3.1921,0.0227,running,1,1.1883,1.9533,0.4056,0.6669,16454766,18652273,482.3398,791.6367,481,795,0.5109,0.1403,30.7437,0.2487,,0,22.7283
3.2121,0.0199,running,1,1.1883,1.9533,0.4086,0.6719,16460536,18661834,482.4950,791.6367,481,795,0.5144,0.1423,30.9772,0.2487,,0,19.9498
3.2333,0.0202,running,1,1.1883,1.9533,0.4117,0.6770,16466390,18671484,482.5507,791.6367,481,795,0.5179,0.1444,31.2110,0.2487,,0,20.2155
3.2533,0.0201,running,1,1.1883,1.9533,0.4147,0.6820,16472152,18681072,482.7873,791.6367,481,795,0.5213,0.1465,31.4467,0.2487,,0,20.1246
3.2732,0.0199,running,1,1.1883,1.9533,0.4177,0.6869,16477912,18690438,482.5804,791.6367,481,795,0.5247,0.1486,31.6689,0.2487,,0,19.8993
3.2935,0.0202,running,1,1.1883,1.9533,0.4208,0.6919,16483782,18700030,482.4652,791.6367,481,795,0.5281,0.1507,31.8981,0.2487,,0,20.2322
3.3136,0.0201,running,1,1.1883,1.9533,0.4239,0.6969,16489581,18709563,482.4669,791.6367,481,795,0.5315,0.1529,32.1282,0.2487,,0,20.0637
3.3367,0.0202,running,1,1.1883,1.9533,0.4269,0.7021,16495419,18719362,482.8781,791.6367,481,795,0.5350,0.1550,32.3722,0.2487,,0,20.2098
3.3538,0.0200,running,1,1.1883,1.9533,0.4299,0.7070,16501186,18728848,482.8912,791.6367,481,795,0.5383,0.1572,32.6013,0.2487,,0,20.0425
3.3740,0.0202,running,1,1.1883,1.9533,0.4330,0.7120,16507034,18738312,482.5897,791.6367,481,795,0.5417,0.1594,32.8240,0.2487,,0,20.1702
3.3974,0.0220,running,1,1.1883,1.9533,0.4363,0.7177,16513386,18749289,483.6764,791.6367,481,797,0.5455,0.1618,33.1089,0.2487,,0,22.0210
3.4162,0.0201,running,1,1.1883,1.9533,0.4393,0.7227,16519141,18758783,483.7458,791.6367,481,797,0.5489,0.1640,33.3392,0.2487,,0,20.0952
3.4364,0.0202,running,1,1.1883,1.9533,0.4424,0.7277,16524973,18768361,483.7288,791.6367,481,797,0.5522,0.1662,33.5700,0.2487,,0,20.1688
3.4564,0.0201,running,1,1.1883,1.9533,0.4454,0.7327,16530728,18777845,483.7779,791.6367,481,797,0.5555,0.1684,33.7997,0.2487,,0,20.0614
3.4764,0.0200,running,1,1.1883,1.9533,0.4484,0.7377,16536497,18787364,483.8512,791.6367,481,797,0.5589,0.1707,34.0307,0.2487,,0,19.9592
