# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0011,0.0200,run,8.0000,-8.0000,0.0000,0.0000,0.0000,-0.0000,0.0137,1.6000,1.6083,1.5643,1.0000,0,0,1,1,,5943,5943,20.0000,right,0,11.3000
0.0199,0.0189,run,8.0000,-8.0000,0.0000,0.0000,0.0000,-0.0000,0.0488,4.5326,4.5189,4.4486,1.0000,0,0,1,1,,5943,5943,18.8642,right,0,11.3000
0.0521,0.0321,run,8.0000,-8.0000,0.0001,0.0000,0.0000,-0.0001,0.2115,13.6523,13.5405,13.3413,1.0000,3,3,1,1,,5943,5943,32.1193,right,0,11.3000
0.0716,0.0197,run,8.0000,-8.0000,0.0004,0.0000,0.0000,-0.0004,0.3579,20.8106,20.7527,20.1529,1.0000,3,3,1,1,,5943,5943,19.7282,right,0,11.3000
0.0921,0.0203,run,8.0000,-8.0000,0.0006,0.0000,0.0000,-0.0006,0.5652,29.8310,29.7230,28.8087,1.0000,3,3,1,1,,5943,5943,20.3119,right,0,11.3000
0.1121,0.0200,run,8.0000,-8.0000,0.0008,0.0000,0.0000,-0.0008,0.8306,40.3343,40.1590,38.8484,1.0000,3,3,1,1,,5943,5943,20.0353,right,0,11.3000
0.1323,0.0202,run,8.0000,-8.0000,0.0011,0.0000,0.0000,-0.0011,1.1653,52.5574,52.2782,50.5061,1.0000,3,3,1,1,,5943,5943,20.2021,right,0,11.3000
0.1527,0.0201,run,8.0000,-8.0000,0.0015,0.0000,0.0000,-0.0015,1.5690,66.3298,65.9153,63.6063,1.0000,3,3,1,1,,5943,5943,20.0933,right,0,11.3000
0.1724,0.0200,run,8.0000,-8.0000,0.0019,0.0000,0.0000,-0.0019,2.0443,81.6296,81.0424,78.1282,1.0000,3,3,1,1,,5943,5943,19.9900,right,0,11.3000
0.1924,0.0201,run,8.0000,-8.0000,0.0023,0.0000,0.0000,-0.0023,2.5986,98.5889,97.7834,94.1971,1.0000,3,3,1,1,,5943,5943,20.0559,right,0,11.3000
