# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0009,0.0200,run,-2.0000,2.0000,-0.0000,-0.0000,0.0000,0.0000,0.0034,1.6000,1.5911,1.6021,1.0000,0,0,1,1,,5943,5943,20.0000,right,0,11.3000
0.0260,0.0253,run,-2.0000,2.0000,-0.0000,-0.0000,0.0000,0.0000,0.0190,6.1798,6.1520,6.1696,1.0000,0,0,1,1,,5943,5943,25.2838,right,0,11.3000
0.0462,0.0201,run,-2.0000,2.0000,-0.0000,-0.0000,0.0000,0.0000,0.0409,11.4444,11.3696,11.4374,1.0000,0,0,1,1,,5943,5943,20.1226,right,0,11.3000
0.0664,0.0202,run,-2.0000,2.0000,-0.0001,-0.0000,0.0000,0.0001,0.0747,18.3635,18.2259,18.3516,1.0000,0,0,1,1,,5943,5943,20.2049,right,0,11.3000
0.0867,0.0202,run,-2.0000,2.0000,-0.0001,-0.0000,0.0000,0.0001,0.1222,26.9320,26.7089,26.9106,1.0000,0,0,1,1,,5943,5943,20.2376,right,0,11.3000
0.1066,0.0200,run,-2.0000,2.0000,-0.0002,-0.0000,0.0000,0.0002,0.1840,36.9926,36.6607,36.9565,1.0000,0,0,1,1,,5943,5943,19.9875,right,0,11.3000
0.1267,0.0200,run,-2.0000,2.0000,-0.0003,-0.0000,0.0000,0.0003,0.2622,48.6901,48.2247,48.6311,1.0000,0,0,1,1,,5943,5943,20.0461,right,0,11.3000
0.1468,0.0201,run,-2.0000,2.0000,-0.0003,-0.0000,0.0000,0.0003,0.3583,62.0642,61.4385,61.9733,1.0000,0,0,1,1,,5943,5943,20.1391,right,0,11.3000
0.1668,0.0200,run,-2.0000,2.0000,-0.0004,-0.0000,0.0000,0.0004,0.4722,76.9759,76.1628,76.8445,1.0000,0,0,1,1,,5943,5943,20.0363,right,0,11.3000
0.1869,0.0201,run,-2.0000,2.0000,-0.0005,-0.0000,0.0000,0.0005,0.6056,93.5277,92.4993,93.3448,1.0000,0,0,1,1,,5943,5943,20.0743,right,0,11.3000
0.2070,0.0201,run,-2.0000,2.0000,-0.0007,-0.0000,0.0000,0.0007,0.7592,111.7170,110.4442,111.4715,1.0000,0,0,1,1,,5943,5943,20.1003,right,0,11.3000
