# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
0.2594,0.0200,run,2.0000,-2.0000,0.0010,0.0000,0.0000,-0.0010,1.2658,164.9292,164.4596,162.8673,1.0000,13,15,1,1,,5943,5943,19.9554,straight
0.2796,0.0201,run,2.0000,-2.0000,0.0012,0.0000,0.0000,-0.0012,1.4821,185.0037,184.4273,182.6158,1.0000,13,15,1,1,,5943,5943,20.0744,straight
0.3137,0.0342,run,2.0000,-2.0000,0.0013,0.0000,0.0000,-0.0013,1.8831,219.2426,218.3755,216.3435,1.0000,180,181,1,1,,823,1847,34.2389,straight
0.3339,0.0201,run,2.0000,-2.0000,0.0016,0.0000,0.0000,-0.0016,2.1284,239.3684,238.4441,236.0360,1.0000,180,181,1,1,,823,1847,20.1258,straight
0.3538,0.0200,run,2.0000,-2.0000,0.0017,0.0000,0.0000,-0.0017,2.3797,259.3391,258.2739,255.6448,1.0000,180,181,1,1,,823,1847,19.9707,straight
0.3739,0.0201,run,2.0000,-2.0000,0.0018,0.0000,0.0000,-0.0018,2.6395,279.4285,278.2132,275.3648,1.0000,180,181,1,1,,823,1847,20.0895,straight
0.3940,0.0201,run,2.0000,-2.0000,0.0020,0.0000,0.0000,-0.0020,2.9050,299.4982,298.1278,295.0587,1.0000,180,181,1,1,,823,1847,20.0697,straight
0.4141,0.0201,run,2.0000,-2.0000,0.0021,0.0000,0.0000,-0.0021,3.1764,319.6251,318.0934,314.8039,1.0000,180,181,1,1,,823,1847,20.1268,straight
0.4342,0.0201,run,2.0000,-2.0000,0.0023,0.0000,0.0000,-0.0023,3.4515,339.7015,338.0054,334.4948,1.0000,180,181,1,1,,823,1847,20.0765,straight
0.4542,0.0200,run,2.0000,-2.0000,0.0024,0.0000,0.0000,-0.0024,3.7295,359.7238,357.8599,354.1287,1.0000,180,181,1,1,,823,1847,20.0223,straight
0.4744,0.0202,run,1.0000,-1.0000,0.0013,0.0000,-0.0134,0.0121,5.0649,379.9272,365.4933,384.2313,1.0000,180,181,1,1,,823,1847,20.2034,straight
0.4943,0.0200,run,1.0000,-1.0000,0.0013,0.0000,-0.0096,0.0082,5.8589,399.8870,387.6694,400.3869,1.0000,180,181,1,1,,823,1847,19.9598,straight
0.5269,0.0326,run,-0.0000,0.0000,-0.0000,0.0000,-0.0172,0.0172,7.7719,432.4788,411.4224,437.9912,1.0000,375,397,1,1,,823,1847,32.5917,straight
0.5470,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0123,0.0123,8.2434,452.5214,434.7949,453.7610,1.0000,375,397,1,1,,823,1847,20.0426,straight
0.5670,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0087,0.0087,8.2441,472.5816,457.5697,471.1053,1.0000,375,397,1,1,,823,1847,20.0602,straight
0.5872,0.0201,run,-1.0000,1.0000,-0.0017,0.0000,-0.0196,0.0213,10.3645,492.7253,465.8733,498.8483,1.0000,375,397,1,1,,823,1847,20.1438,straight
0.6073,0.0202,run,-1.0000,1.0000,-0.0017,0.0000,-0.0140,0.0157,11.4863,512.8798,489.2145,513.5725,1.0000,375,397,1,1,,823,1847,20.1545,straight
0.6276,0.0202,run,-2.0000,2.0000,-0.0036,0.0000,-0.0234,0.0270,14.5598,533.0539,497.6026,539.3855,1.0000,375,397,1,1,,823,1847,20.1741,straight
0.6475,0.0200,run,-2.0000,2.0000,-0.0038,0.0000,-0.0167,0.0205,16.2961,553.0698,520.9386,552.6087,1.0000,375,397,1,1,,823,1847,20.0159,straight
0.6676,0.0200,run,-2.0000,2.0000,-0.0039,0.0000,-0.0119,0.0158,17.1430,573.0975,543.7011,568.2080,1.0000,375,397,1,1,,823,1847,20.0278,straight
0.6876,0.0201,run,-2.0000,2.0000,-0.0041,0.0000,-0.0085,0.0126,17.4029,593.1641,566.0372,585.4852,1.0000,375,397,1,1,,823,1847,20.0666,straight
0.7078,0.0201,run,-2.0000,2.0000,-0.0042,0.0000,-0.0061,0.0103,17.2896,613.3035,588.0680,603.9597,1.0000,375,397,1,1,,823,1847,20.1393,straight
0.7394,0.0317,run,-2.0000,2.0000,-0.0044,0.0000,-0.0037,0.0081,16.6961,644.9869,622.0529,634.5288,1.0000,574,601,1,1,,823,1847,31.6834,straight
0.7594,0.0200,run,-1.0000,1.0000,-0.0023,0.0000,0.0108,-0.0085,17.0655,665.0176,654.5143,641.3897,1.0000,574,601,1,1,,823,1847,20.0306,straight
0.7795,0.0201,run,-1.0000,1.0000,-0.0024,0.0000,0.0077,-0.0053,16.8616,685.0982,672.3562,664.1171,1.0000,574,601,1,1,,823,1847,20.0806,straight
0.7997,0.0202,run,-1.0000,1.0000,-0.0024,0.0000,0.0055,-0.0030,16.3055,705.2567,691.3072,686.5951,1.0000,574,601,1,1,,823,1847,20.1585,straight
0.8199,0.0201,run,-1.0000,1.0000,-0.0025,0.0000,0.0039,-0.0014,15.5564,725.3897,710.9176,708.7490,1.0000,574,601,1,1,,823,1847,20.1330,straight
0.8399,0.0200,run,-1.0000,1.0000,-0.0026,0.0000,0.0028,-0.0002,14.7235,745.4305,730.8717,730.5423,1.0000,574,601,1,1,,823,1847,20.0408,straight
0.8599,0.0200,run,-1.0000,1.0000,-0.0026,0.0000,0.0020,0.0007,13.8728,765.4748,751.0945,752.1095,1.0000,574,601,1,1,,823,1847,20.0443,straight
0.8801,0.0201,run,-1.0000,1.0000,-0.0027,0.0000,0.0014,0.0013,13.0455,785.6121,771.5622,773.5712,1.0000,574,601,1,1,,823,1847,20.1374,straight
0.9001,0.0201,run,-1.0000,1.0000,-0.0028,0.0000,0.0010,0.0018,12.2751,805.6850,792.0357,794.7841,1.0000,574,601,1,1,,823,1847,20.0728,straight
0.9203,0.0202,run,-1.0000,1.0000,-0.0029,0.0000,0.0007,0.0021,11.5716,825.8362,812.6104,815.9188,1.0000,574,601,1,1,,823,1847,20.1512,straight
0.9522,0.0319,run,-1.0000,1.0000,-0.0029,0.0000,0.0004,0.0025,10.6506,857.7424,845.1648,849.0187,1.0000,793,810,1,1,,823,1847,31.9062,straight
0.9722,0.0200,run,-1.0000,1.0000,-0.0030,0.0000,0.0003,0.0027,10.1479,877.7555,865.4956,869.7195,1.0000,793,810,1,1,,823,1847,20.0131,straight
0.9922,0.0201,run,-1.0000,1.0000,-0.0031,0.0000,0.0002,0.0029,9.7163,897.8253,885.8724,890.3456,1.0000,793,810,1,1,,823,1847,20.0698,straight
1.0123,0.0201,run,-1.0000,1.0000,-0.0032,0.0000,0.0002,0.0030,9.3519,917.9396,906.2462,910.9292,1.0000,793,810,1,1,,823,1847,20.1143,straight
1.0326,0.0202,run,-1.0000,1.0000,-0.0033,0.0000,0.0001,0.0031,9.0494,938.1049,926.6232,931.4878,1.0000,793,810,1,1,,823,1847,20.1653,straight
1.0526,0.0201,run,-1.0000,1.0000,-0.0033,0.0000,0.0001,0.0032,8.8046,958.1823,946.8646,951.8906,1.0000,793,810,1,1,,823,1847,20.0774,straight
1.0727,0.0201,run,-1.0000,1.0000,-0.0034,0.0000,0.0001,0.0033,8.6106,978.2506,967.0539,972.2262,1.0000,793,810,1,1,,823,1847,20.0684,straight
1.0927,0.0201,run,-1.0000,1.0000,-0.0035,0.0000,0.0000,0.0034,8.4615,998.3172,987.2015,992.5098,1.0000,793,810,1,1,,823,1847,20.0665,straight
1.1129,0.0202,run,-1.0000,1.0000,-0.0035,0.0000,0.0000,0.0035,8.3517,1018.4935,1007.4233,1012.8602,1.0000,793,810,1,1,,823,1847,20.1763,straight
1.1332,0.0202,run,-1.0000,1.0000,-0.0036,0.0000,0.0000,0.0036,8.2771,1038.6845,1027.6270,1033.1878,1.0000,793,810,1,1,,823,1847,20.1910,straight
1.1638,0.0306,run,-1.0000,1.0000,-0.0037,0.0000,0.0000,0.0037,8.2304,1069.2960,1058.2235,1063.9076,1.0000,1017,1030,1,1,,823,1847,30.6115,straight
1.1837,0.0199,run,-1.0000,1.0000,-0.0038,0.0000,0.0000,0.0038,8.2246,1089.2303,1078.0767,1083.9346,1.0000,1017,1030,1,1,,823,1847,19.9343,straight
1.2039,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0134,-0.0134,11.3077,1109.3842,1108.4457,1087.7072,1.0000,1017,1030,1,1,,823,1847,20.1539,straight
1.2238,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0096,-0.0096,12.7754,1129.4513,1124.0754,1109.2764,1.0000,1017,1030,1,1,,823,1847,20.0671,straight
1.2440,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0068,-0.0068,13.1875,1149.5305,1141.6224,1131.0636,1.0000,1017,1030,1,1,,823,1847,20.0792,straight
1.2640,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0049,-0.0049,12.9266,1169.5814,1160.4231,1152.8865,1.0000,1017,1030,1,1,,823,1847,20.0509,straight
1.2841,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0035,-0.0035,12.2547,1189.6896,1180.1223,1174.7473,1.0000,1017,1030,1,1,,823,1847,20.1081,straight
1.3043,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0025,-0.0025,11.3452,1200.0000,1190.5704,1186.7392,1.0000,1017,1030,1,1,,823,1847,20.1468,straight
1.3242,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0018,-0.0018,10.3304,1200.0000,1191.0383,1188.3009,1.0000,1017,1030,1,1,,823,1847,19.9798,straight
1.3444,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0013,-0.0013,9.2776,1200.0000,1191.6975,1189.7473,1.0000,1017,1030,1,1,,823,1847,20.1812,straight
1.3664,0.0221,run,-0.0000,0.0000,-0.0000,0.0000,0.0009,-0.0009,8.1610,1200.0000,1192.5154,1191.1627,1.0000,1191,1190,1,1,,1847,1847,22.0835,straight
1.3869,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,0.0006,-0.0006,7.1966,1200.0000,1193.2846,1192.3222,1.0000,1191,1190,1,1,,1847,1847,20.2761,straight
1.4071,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0004,-0.0004,6.3128,1200.0000,1194.0300,1193.3444,1.0000,1191,1190,1,1,,1847,1847,20.1934,straight
1.4270,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0003,-0.0003,5.5202,1200.0000,1194.7248,1194.2349,1.0000,1191,1190,1,1,,1847,1847,19.9722,straight
1.4471,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0002,-0.0002,4.8064,1200.0000,1195.3684,1195.0188,1.0000,1191,1190,1,1,,1847,1847,20.0806,straight
1.4667,0.0198,run,-0.0000,0.0000,-0.0000,0.0000,0.0002,-0.0002,4.1796,1200.0000,1195.9455,1195.6952,1.0000,1191,1190,1,1,,1847,1847,19.8316,straight
1.4873,0.0204,run,-1.0000,1.0000,-0.0043,0.0000,-0.0132,0.0175,9.4831,1200.0000,1176.9821,1204.0517,1.0000,1191,1190,1,1,,1847,1847,20.3952,straight
1.5075,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0094,0.0137,12.6627,1200.0000,1176.7459,1197.9286,1.0000,1191,1190,1,1,,1847,1847,20.1711,straight
1.5275,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0067,0.0110,14.4448,1200.0000,1177.0508,1194.0596,1.0000,1191,1190,1,1,,1847,1847,20.0307,straight
1.5476,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0048,0.0091,15.3129,1200.0000,1177.6750,1191.6992,1.0000,1191,1190,1,1,,1847,1847,20.0744,straight
1.5794,0.0318,run,-1.0000,1.0000,-0.0043,0.0000,-0.0029,0.0072,15.4626,1200.0000,1178.9715,1190.1032,1.0000,1179,1193,1,1,,1847,1847,31.8459,straight
1.5996,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0021,0.0064,15.2535,1200.0000,1179.8330,1189.6600,1.0000,1179,1193,1,1,,1847,1847,20.1539,straight
1.6198,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0015,0.0057,14.8659,1200.0000,1180.6867,1189.5815,1.0000,1179,1193,1,1,,1847,1847,20.2228,straight
1.6398,0.0200,run,-1.0000,1.0000,-0.0043,0.0000,-0.0011,0.0053,14.3925,1200.0000,1181.4891,1189.7260,1.0000,1179,1193,1,1,,1847,1847,19.9735,straight
1.6598,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0008,0.0050,13.8803,1200.0000,1182.2370,1190.0023,1.0000,1179,1193,1,1,,1847,1847,20.0698,straight
1.6801,0.0202,run,-1.0000,1.0000,-0.0043,0.0000,-0.0005,0.0048,13.3634,1200.0000,1182.9231,1190.3501,1.0000,1179,1193,1,1,,1847,1847,20.2142,straight
1.7001,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0130,-0.0130,15.9166,1200.0000,1194.1636,1174.0033,1.0000,1179,1193,1,1,,1847,1847,20.0546,straight
1.7202,0.0201,run,-1.0000,1.0000,-0.0043,0.0000,-0.0041,0.0084,16.3371,1200.0000,1177.1849,1190.1409,1.0000,1179,1193,1,1,,1847,1847,20.0844,straight
1.7403,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0105,-0.0105,17.5902,1200.0000,1190.5098,1174.3097,1.0000,1179,1193,1,1,,1847,1847,20.1153,straight
1.7603,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0075,-0.0075,17.6326,1200.0000,1188.1472,1176.5875,1.0000,1179,1193,1,1,,1847,1847,20.0710,straight
1.7836,0.0232,run,-0.0000,0.0000,-0.0000,0.0000,0.0051,-0.0051,16.7581,1200.0000,1187.1925,1179.2913,1.0000,1192,1173,1,1,,1847,1847,23.1519,straight
1.8035,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0036,-0.0036,15.6125,1200.0000,1187.2099,1181.5650,1.0000,1192,1173,1,1,,1847,1847,19.9857,straight
1.8237,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0026,-0.0026,14.2605,1200.0000,1187.7502,1183.7288,1.0000,1192,1173,1,1,,1847,1847,20.1849,straight
1.8438,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0019,-0.0019,12.8545,1200.0000,1188.5806,1185.7103,1.0000,1192,1173,1,1,,1847,1847,20.0530,straight
1.8639,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0013,-0.0013,11.4637,1200.0000,1189.5597,1187.5129,1.0000,1192,1173,1,1,,1847,1847,20.1158,straight
1.8840,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0009,-0.0009,10.1430,1200.0000,1190.5869,1189.1270,1.0000,1192,1173,1,1,,1847,1847,20.1016,straight
1.9038,0.0199,run,-0.0000,0.0000,-0.0000,0.0000,0.0007,-0.0007,8.9276,1200.0000,1191.5942,1190.5506,1.0000,1192,1173,1,1,,1847,1847,19.9447,straight
1.9242,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,0.0005,-0.0005,7.8029,1200.0000,1192.5683,1191.8259,1.0000,1192,1173,1,1,,1847,1847,20.2818,straight
1.9443,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0003,-0.0003,6.8028,1200.0000,1193.4621,1192.9322,1.0000,1192,1173,1,1,,1847,1847,20.0585,straight
1.9642,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0002,-0.0002,5.9139,1200.0000,1194.2753,1193.8969,1.0000,1192,1173,1,1,,1847,1847,20.0201,straight
1.9961,0.0319,run,-0.0000,0.0000,-0.0000,0.0000,0.0001,-0.0001,4.7474,1200.0000,1195.3681,1195.1371,1.0000,1194,1192,1,1,,1847,1847,31.8860,straight
2.0163,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0001,-0.0001,4.1026,1200.0000,1195.9797,1195.8150,1.0000,1194,1192,1,1,,1847,1847,20.1086,straight
2.0364,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0001,-0.0001,3.5403,1200.0000,1196.5185,1196.4009,1.0000,1194,1192,1,1,,1847,1847,20.0924,straight
2.0565,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0001,-0.0001,3.0511,1200.0000,1196.9908,1196.9070,1.0000,1194,1192,1,1,,1847,1847,20.0957,straight
2.0766,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,2.6260,1200.0000,1197.4039,1197.3441,1.0000,1194,1192,1,1,,1847,1847,20.1356,straight
2.0969,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,2.2563,1200.0000,1197.7650,1197.7224,1.0000,1194,1192,1,1,,1847,1847,20.2510,straight
2.1167,0.0199,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,1.9421,1200.0000,1198.0732,1198.0427,1.0000,1194,1192,1,1,,1847,1847,19.9005,straight
2.1371,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,1.6657,1200.0000,1198.3451,1198.3234,1.0000,1194,1192,1,1,,1847,1847,20.3145,straight
2.1572,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,1.4303,1200.0000,1198.5775,1198.5620,1.0000,1194,1192,1,1,,1847,1847,20.0930,straight
2.1772,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,1.2283,1200.0000,1198.7772,1198.7662,1.0000,1194,1192,1,1,,1847,1847,20.0071,straight
2.1996,0.0226,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,1.0352,1200.0000,1198.9685,1198.9610,1.0000,1196,1200,1,1,,1847,1847,22.6349,straight
2.2200,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.8866,1200.0000,1199.1161,1199.1107,1.0000,1196,1200,1,1,,1847,1847,20.3069,straight
2.2403,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.7600,1200.0000,1199.2419,1199.2381,1.0000,1196,1200,1,1,,1847,1847,20.1537,straight
2.2603,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.6518,1200.0000,1199.3496,1199.3469,1.0000,1196,1200,1,1,,1847,1847,20.0537,straight
2.2805,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.5586,1200.0000,1199.4424,1199.4404,1.0000,1196,1200,1,1,,1847,1847,20.1276,straight
2.3006,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.4787,1200.0000,1199.5220,1199.5206,1.0000,1196,1200,1,1,,1847,1847,20.1283,straight
2.3207,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.4102,1200.0000,1199.5903,1199.5893,1.0000,1196,1200,1,1,,1847,1847,20.1097,straight
2.3409,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.3513,1200.0000,1199.6490,1199.6483,1.0000,1196,1200,1,1,,1847,1847,20.1707,straight
2.3609,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.3011,1200.0000,1199.6992,1199.6987,1.0000,1196,1200,1,1,,1847,1847,20.0726,straight
2.3810,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.2581,1200.0000,1199.7421,1199.7417,1.0000,1196,1200,1,1,,1847,1847,20.0388,straight
2.4034,0.0225,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.2175,1200.0000,1199.7827,1199.7824,1.0000,1203,1199,1,1,,1847,1847,22.4579,straight
2.4239,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.1862,1200.0000,1199.8139,1199.8137,1.0000,1203,1199,1,1,,1847,1847,20.1677,straight
2.4436,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0000,0.1596,1200.0000,1199.8405,1199.8403,1.0000,1203,1199,1,1,,1847,1847,20.0334,straight
2.4637,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0134,-0.0177,6.0274,1200.0000,1207.6442,1180.3010,1.0000,1203,1199,1,1,,1847,1847,20.0704,straight
2.4838,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0096,-0.0138,9.7415,1200.0000,1200.9533,1179.5638,1.0000,1203,1199,1,1,,1847,1847,20.1148,straight
2.5039,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0068,-0.0111,11.9789,1200.0000,1196.5935,1179.4488,1.0000,1203,1199,1,1,,1847,1847,20.1083,straight
2.5241,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0049,-0.0091,13.2236,1200.0000,1193.8338,1179.7190,1.0000,1203,1199,1,1,,1847,1847,20.1334,straight
2.5442,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0035,-0.0077,13.8092,1200.0000,1192.1691,1180.2126,1.0000,1203,1199,1,1,,1847,1847,20.1093,straight
2.5642,0.0200,run,1.0000,-1.0000,0.0043,0.0000,0.0025,-0.0067,13.9693,1200.0000,1191.2416,1180.8199,1.0000,1203,1199,1,1,,1847,1847,20.0296,straight
2.5843,0.0201,run,1.0000,-1.0000,0.0043,0.0000,0.0018,-0.0060,13.8630,1200.0000,1190.7986,1181.4754,1.0000,1203,1199,1,1,,1847,1847,20.0970,straight
2.6067,0.0224,run,1.0000,-1.0000,0.0043,0.0000,0.0012,-0.0055,13.5574,1200.0000,1190.6814,1182.2038,1.0000,1193,1179,1,1,,1847,1847,22.3996,straight
2.6270,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,-0.0125,0.0125,15.9259,1200.0000,1174.4016,1193.7467,1.0000,1193,1179,1,1,,1847,1847,20.2913,straight
2.6468,0.0199,run,-0.0000,0.0000,-0.0000,0.0000,-0.0089,0.0089,16.7064,1200.0000,1176.3711,1190.2160,1.0000,1193,1179,1,1,,1847,1847,19.8637,straight
2.6669,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0064,0.0064,16.5034,1200.0000,1178.5562,1188.4371,1.0000,1193,1179,1,1,,1847,1847,20.0588,straight
2.6869,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0046,0.0046,15.7012,1200.0000,1180.7740,1187.8236,1.0000,1193,1179,1,3,,1847,1847,20.0816,straight
2.7072,0.0202,run,-0.0000,0.0000,-0.0000,0.0000,-0.0032,0.0032,14.5568,1200.0000,1182.9334,1187.9529,1.0000,1193,1179,1,3,,1847,1847,20.2228,straight
2.7273,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0023,0.0023,13.2643,1200.0000,1184.9451,1188.5262,1.0000,1193,1179,1,3,,1847,1847,20.0823,straight
2.7474,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0017,0.0017,11.9294,1200.0000,1186.7932,1189.3481,1.0000,1193,1179,1,3,,1847,1847,20.0833,straight
2.7675,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0012,0.0012,10.6199,1200.0000,1188.4695,1190.2907,1.0000,1193,1179,1,3,,1847,1847,20.1409,straight
2.7878,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,-0.0008,0.0008,9.3754,1200.0000,1189.9766,1191.2726,1.0000,1193,1179,1,1,,1847,1847,20.2626,straight
2.8195,0.0318,run,-0.0000,0.0000,-0.0000,0.0000,-0.0005,0.0005,7.6702,1200.0000,1191.9335,1192.7261,1.0000,1186,1192,1,1,,1847,1847,31.7557,straight
2.8396,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0004,0.0004,6.6953,1200.0000,1193.0220,1193.5874,1.0000,1186,1192,1,1,,1847,1847,20.0996,straight
2.8596,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0003,0.0003,5.8270,1200.0000,1193.9712,1194.3749,1.0000,1186,1192,1,1,,1847,1847,20.0286,straight
2.8795,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0002,0.0002,5.0585,1200.0000,1194.7973,1195.0856,1.0000,1186,1192,1,1,,1847,1847,19.9927,straight
2.9000,0.0203,run,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,4.3716,1200.0000,1195.5259,1195.7309,1.0000,1186,1192,1,1,,1847,1847,20.3312,straight
2.9201,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,3.7774,1200.0000,1196.1495,1196.2957,1.0000,1186,1192,1,1,,1847,1847,20.0793,straight
2.9402,0.0201,run,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,3.2592,1200.0000,1196.6886,1196.7930,1.0000,1186,1192,1,1,,1847,1847,20.0754,straight
2.9602,0.0200,run,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,2.8092,1200.0000,1197.1535,1197.2280,1.0000,1186,1192,1,1,,1847,1847,20.0424,straight
