# profile=agv-01 blind run: 1 segment(s) at 637 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
1.3045,0.0232,running,1,1.1883,1.9533,0.1200,0.1970,13640308,14024294,480.7233,791.6367,476,797,0.1578,0.0124,9.0586,0.2487,,0,23.1692
1.3255,0.0202,running,1,1.1883,1.9533,0.1230,0.2020,13646084,14033903,480.9559,791.6367,476,797,0.1618,0.0130,9.2947,0.2487,,0,20.2444
1.3456,0.0200,running,1,1.1883,1.9533,0.1260,0.2069,13651797,14043364,481.0983,791.6367,476,797,0.1657,0.0137,9.5256,0.2487,,0,20.0405
1.3658,0.0202,running,1,1.1883,1.9533,0.1290,0.2120,13657604,14052952,481.1849,791.6367,476,797,0.1697,0.0143,9.7585,0.2487,,0,20.1942
1.3858,0.0201,running,1,1.1883,1.9533,0.1320,0.2169,13663350,14062472,481.3370,791.6367,476,797,0.1736,0.0150,9.9910,0.2487,,0,20.0589
1.4057,0.0199,running,1,1.1883,1.9533,0.1350,0.2219,13669086,14071889,481.3135,791.6367,476,797,0.1775,0.0157,10.2177,0.2487,,0,19.9420
1.4289,0.0203,running,1,1.1883,1.9533,0.1380,0.2270,13674842,14081626,481.8723,791.6367,476,797,0.1815,0.0165,10.4630,0.2487,,0,20.3034
1.4460,0.0199,running,1,1.1883,1.9533,0.1410,0.2319,13680575,14091086,481.9461,791.6367,476,797,0.1854,0.0172,10.6926,0.2487,,0,19.9127
1.4663,0.0202,running,1,1.1883,1.9533,0.1441,0.2369,13686424,14100677,481.8988,791.6367,476,797,0.1894,0.0179,10.9231,0.2487,,0,20.2357
1.4864,0.0202,running,1,1.1883,1.9533,0.1471,0.2419,13692201,14110174,481.9009,791.6367,476,797,0.1933,0.0187,11.1522,0.2487,,0,20.1514
1.5098,0.0242,running,1,1.1883,1.9533,0.1508,0.2480,13699260,14121709,481.7624,791.6367,479,792,0.1981,0.0197,11.4280,0.2487,,0,24.1557
1.5300,0.0202,running,1,1.1883,1.9533,0.1539,0.2530,13705123,14131331,481.7313,791.6367,479,792,0.2021,0.0205,11.6595,0.2487,,0,20.2106
1.5500,0.0200,running,1,1.1883,1.9533,0.1569,0.2580,13710890,14140877,481.8661,791.6367,479,792,0.2060,0.0213,11.8923,0.2487,,0,20.0324
1.5698,0.0201,running,1,1.1883,1.9533,0.1599,0.2629,13716658,14150279,481.7056,791.6367,479,792,0.2099,0.0221,12.1162,0.2487,,0,20.0984
1.5900,0.0201,running,1,1.1883,1.9533,0.1630,0.2680,13722436,14159895,481.9457,791.6367,479,792,0.2138,0.0230,12.3526,0.2487,,0,20.0522
1.6103,0.0201,running,1,1.1883,1.9533,0.1660,0.2730,13728298,14169466,481.8145,791.6367,479,792,0.2177,0.0238,12.5811,0.2487,,0,20.0663
1.6305,0.0202,running,1,1.1883,1.9533,0.1691,0.2780,13734148,14179059,481.7679,791.6367,479,792,0.2217,0.0247,12.8117,0.2487,,0,20.2172
1.6500,0.0199,running,1,1.1883,1.9533,0.1721,0.2828,13739868,14188343,481.5281,791.6367,479,792,0.2255,0.0256,13.0312,0.2487,,0,19.9127
1.6708,0.0204,running,1,1.1883,1.9533,0.1752,0.2880,13745798,14198274,481.9003,791.6367,479,792,0.2296,0.0266,13.2777,0.2487,,0,20.3546
1.6908,0.0201,running,1,1.1883,1.9533,0.1782,0.2930,13751595,14207771,481.8357,791.6367,479,792,0.2335,0.0275,13.5056,0.2487,,0,20.0569
1.7158,0.0244,running,1,1.1883,1.9533,0.1819,0.2991,13758600,14219301,481.8671,791.6367,481,796,0.2382,0.0286,13.7844,0.2487,,0,24.3753
1.7357,0.0200,running,1,1.1883,1.9533,0.1849,0.3040,13764382,14228794,481.8444,791.6367,481,796,0.2421,0.0296,14.0130,0.2487,,0,20.0456
1.7560,0.0201,running,1,1.1883,1.9533,0.1880,0.3090,13770226,14238379,481.8017,791.6367,481,796,0.2460,0.0306,14.2434,0.2487,,0,20.0854
1.7765,0.0201,running,1,1.1883,1.9533,0.1910,0.3140,13775999,14247850,481.7644,791.6367,481,796,0.2498,0.0316,14.4712,0.2487,,0,20.1476
1.8258,0.0495,running,1,1.1883,1.9533,0.1985,0.3264,13790391,14271508,481.7666,791.6367,481,796,0.2595,0.0341,15.0420,0.2487,,0,49.5240
1.8457,0.0200,running,1,1.1883,1.9533,0.2016,0.3314,13796170,14280995,481.7417,791.6367,481,796,0.2633,0.0351,15.2704,0.2487,,0,20.0342
1.8662,0.0203,running,1,1.1883,1.9533,0.2046,0.3364,13802031,14290649,481.7822,791.6367,481,796,0.2672,0.0362,15.5041,0.2487,,0,20.2533
1.8862,0.0201,running,1,1.1883,1.9533,0.2077,0.3414,13807834,14300204,481.8152,791.6367,481,796,0.2711,0.0373,15.7352,0.2487,,0,20.1438
1.9062,0.0199,running,1,1.1883,1.9533,0.2107,0.3464,13813634,14309728,481.7954,791.6367,481,796,0.2750,0.0384,15.9646,0.2487,,0,19.9010
1.9285,0.0225,running,1,1.1883,1.9533,0.2141,0.3522,13820119,14320720,482.4692,791.6367,482,797,0.2794,0.0397,16.2423,0.2487,,0,22.5443
1.9485,0.0200,running,1,1.1883,1.9533,0.2171,0.3572,13825904,14330256,482.5237,791.6367,482,797,0.2832,0.0408,16.4733,0.2487,,0,19.9927
1.9688,0.0201,running,1,1.1883,1.9533,0.2202,0.3622,13831779,14339882,482.4607,791.6367,482,797,0.2871,0.0420,16.7044,0.2487,,0,20.1485
1.9890,0.0201,running,1,1.1883,1.9533,0.2234,0.3672,13837841,14349462,481.6811,791.6367,482,797,0.2910,0.0431,16.9211,0.2487,,0,20.1414
2.0090,0.0200,running,1,1.1883,1.9533,0.2264,0.3722,13843638,14358925,481.5476,791.6367,482,797,0.2949,0.0443,17.1469,0.2487,,0,19.9915
2.0291,0.0201,running,1,1.1883,1.9533,0.2295,0.3772,13849433,14368450,481.5465,791.6367,482,797,0.2987,0.0455,17.3767,0.2487,,0,20.1492
2.0488,0.0200,running,1,1.1883,1.9533,0.2325,0.3821,13855207,14377881,481.4247,791.6367,482,797,0.3025,0.0467,17.6020,0.2487,,0,19.9572
2.0690,0.0202,running,1,1.1883,1.9533,0.2355,0.3871,13860990,14387532,481.7191,791.6367,482,797,0.3063,0.0479,17.8403,0.2487,,0,20.2139
2.0891,0.0202,running,1,1.1883,1.9533,0.2385,0.3921,13866759,14397022,481.7337,791.6367,482,797,0.3101,0.0492,18.0695,0.2487,,0,20.1928
2.1091,0.0199,running,1,1.1883,1.9533,0.2415,0.3971,13872530,14406502,481.7213,791.6367,482,797,0.3139,0.0504,18.2980,0.2487,,0,19.9126
2.1310,0.0225,running,1,1.1883,1.9533,0.2449,0.4026,13878900,14416987,481.7503,791.6367,480,797,0.3181,0.0518,18.5515,0.2487,,0,22.5123
2.1513,0.0203,running,1,1.1883,1.9533,0.2479,0.4076,13884756,14426622,481.7689,791.6367,480,797,0.3220,0.0531,18.7843,0.2487,,0,20.2571
2.1713,0.0201,running,1,1.1883,1.9533,0.2510,0.4126,13890526,14436116,481.7882,791.6367,480,797,0.3257,0.0544,19.0137,0.2487,,0,20.0698
2.1915,0.0201,running,1,1.1883,1.9533,0.2540,0.4176,13896364,14445682,481.7269,791.6367,480,797,0.3295,0.0557,19.2433,0.2487,,0,20.0694
2.2113,0.0199,running,1,1.1883,1.9533,0.2570,0.4225,13902072,14455053,481.7035,791.6367,480,797,0.3333,0.0570,19.4690,0.2487,,0,19.9273
2.2310,0.0201,running,1,1.1883,1.9533,0.2601,0.4274,13907873,14464468,481.4593,791.6367,480,797,0.3370,0.0584,19.6916,0.2487,,0,20.0673
2.2518,0.0203,running,1,1.1883,1.9533,0.2632,0.4326,13913819,14474381,481.7417,791.6367,480,797,0.3409,0.0598,19.9360,0.2487,,0,20.2573
2.2752,0.0202,running,1,1.1883,1.9533,0.2662,0.4376,13919596,14483892,481.7721,791.6367,480,797,0.3447,0.0611,20.1660,0.2487,,0,20.1655
2.2918,0.0200,running,1,1.1883,1.9533,0.2692,0.4426,13925387,14493359,481.6667,791.6367,480,797,0.3484,0.0625,20.3924,0.2487,,0,19.9988
2.3118,0.0200,running,1,1.1883,1.9533,0.2723,0.4475,13931174,14502818,481.5584,791.6367,480,797,0.3522,0.0639,20.6186,0.2487,,0,20.0410
2.3338,0.0220,running,1,1.1883,1.9533,0.2756,0.4530,13937535,14513357,481.7269,791.6367,484,795,0.3563,0.0655,20.8760,0.2487,,0,22.0424
2.3541,0.0201,running,1,1.1883,1.9533,0.2787,0.4581,13943392,14522979,481.7158,791.6367,484,795,0.3601,0.0669,21.1079,0.2487,,0,20.1091
2.3743,0.0203,running,1,1.1883,1.9533,0.2817,0.4631,13949257,14532552,481.5787,791.6367,484,795,0.3639,0.0684,21.3363,0.2487,,0,20.2555
2.3970,0.0200,running,1,1.1883,1.9533,0.2848,0.4680,13955043,14542041,481.5346,791.6367,484,795,0.3676,0.0699,21.5645,0.2487,,0,20.0125
2.4143,0.0201,running,1,1.1883,1.9533,0.2878,0.4730,13960808,14551561,481.6233,791.6367,484,795,0.3713,0.0713,21.7958,0.2487,,0,20.0652
2.4367,0.0201,running,1,1.1883,1.9533,0.2908,0.4781,13966646,14561228,481.7668,791.6367,484,795,0.3751,0.0729,22.0316,0.2487,,0,20.1167
2.4555,0.0201,running,1,1.1883,1.9533,0.2939,0.4831,13972425,14570712,481.7359,791.6367,484,795,0.3788,0.0744,22.2599,0.2487,,0,20.0961
2.4755,0.0201,running,1,1.1883,1.9533,0.2969,0.4881,13978290,14580322,481.6738,791.6367,484,795,0.3825,0.0759,22.4906,0.2487,,0,20.0909
2.4979,0.0202,running,1,1.1883,1.9533,0.3000,0.4930,13984076,14589795,481.5972,791.6367,484,795,0.3862,0.0774,22.7177,0.2487,,0,20.2285
2.5156,0.0200,running,1,1.1883,1.9533,0.3030,0.4980,13989857,14599299,481.6002,791.6367,484,795,0.3899,0.0790,22.9470,0.2487,,0,19.9983
2.5380,0.0224,running,1,1.1883,1.9533,0.3064,0.5038,13996363,14610376,482.3763,791.6367,481,787,0.3941,0.0808,23.2286,0.2487,,0,22.3851
2.5579,0.0200,running,1,1.1883,1.9533,0.3094,0.5088,14002144,14619859,482.3367,791.6367,481,787,0.3978,0.0824,23.4567,0.2487,,0,20.0311
2.5783,0.0201,running,1,1.1883,1.9533,0.3124,0.5138,14007926,14629495,482.6040,791.6367,481,787,0.4015,0.0840,23.6941,0.2487,,0,20.1148
2.6005,0.0201,running,1,1.1883,1.9533,0.3155,0.5194,14013781,14640094,484.5808,791.6367,481,787,0.4054,0.0857,23.9863,0.2487,,0,20.0862
2.6186,0.0202,running,1,1.1883,1.9533,0.3186,0.5239,14019648,14648675,482.4254,791.6367,481,787,0.4089,0.0873,24.1535,0.2487,,0,20.1747
2.6395,0.0201,running,1,1.1883,1.9533,0.3216,0.5291,14025450,14658587,483.1857,791.6367,481,787,0.4126,0.0890,24.4067,0.2487,,0,20.0818
2.6589,0.0201,running,1,1.1883,1.9533,0.3246,0.5339,14031231,14667728,482.4525,791.6367,481,787,0.4162,0.0906,24.6137,0.2487,,0,20.1254
2.6786,0.0199,running,1,1.1883,1.9533,0.3277,0.5388,14037006,14677107,482.2220,791.6367,481,787,0.4198,0.0923,24.8357,0.2487,,0,19.8848
2.6997,0.0203,running,1,1.1883,1.9533,0.3307,0.5441,14042874,14687291,483.3139,791.6367,481,787,0.4236,0.0940,25.1016,0.2487,,0,20.2928
2.7190,0.0200,running,1,1.1883,1.9533,0.3339,0.5489,14048958,14696413,481.5322,791.6367,481,787,0.4272,0.0957,25.2887,0.2487,,0,20.0436
2.7398,0.0221,running,1,1.1883,1.9533,0.3371,0.5540,14055023,14706249,481.2617,791.6367,482,789,0.4310,0.0975,25.5210,0.2487,,0,22.0615
2.7603,0.0202,running,1,1.1883,1.9533,0.3402,0.5591,14060876,14715949,481.4222,791.6367,482,789,0.4346,0.0993,25.7580,0.2487,,0,20.2494
2.7805,0.0201,running,1,1.1883,1.9533,0.3432,0.5642,14066731,14725602,481.4806,791.6367,482,789,0.4383,0.1010,25.9920,0.2487,,0,20.0788
2.8369,0.0540,running,1,1.1883,1.9533,0.3514,0.5776,14082331,14751253,481.4977,791.6367,482,789,0.4480,0.1058,26.6111,0.2487,,0,54.0094
2.8555,0.0200,running,1,1.1883,1.9533,0.3544,0.5825,14088124,14760722,481.3897,791.6367,482,789,0.4515,0.1076,26.8376,0.2487,,0,20.0397
2.8754,0.0201,running,1,1.1883,1.9533,0.3575,0.5875,14093915,14770253,481.4141,791.6367,482,789,0.4551,0.1094,27.0679,0.2487,,0,20.0713
2.8977,0.0202,running,1,1.1883,1.9533,0.3605,0.5926,14099776,14779928,481.4971,791.6367,482,789,0.4587,0.1113,27.3029,0.2487,,0,20.2354
2.9155,0.0200,running,1,1.1883,1.9533,0.3636,0.5976,14105578,14789460,481.4869,791.6367,482,789,0.4623,0.1131,27.5327,0.2487,,0,20.0195
2.9358,0.0202,running,1,1.1883,1.9533,0.3666,0.6026,14111442,14799039,481.3652,791.6367,482,789,0.4659,0.1150,27.7615,0.2487,,0,20.1516
2.9588,0.0229,running,1,1.1883,1.9533,0.3701,0.6085,14118038,14810348,482.3119,791.6367,486,794,0.4700,0.1172,28.0518,0.2487,,0,22.9313
2.9790,0.0201,running,1,1.1883,1.9533,0.3731,0.6136,14123848,14819949,482.4148,791.6367,486,794,0.4736,0.1191,28.2854,0.2487,,0,20.0702
3.0000,0.0202,running,1,1.1883,1.9533,0.3763,0.6187,14129921,14829861,482.2718,791.6367,486,794,0.4773,0.1211,28.5219,0.2487,,0,20.2223
3.0191,0.0201,running,1,1.1883,1.9533,0.3793,0.6235,14135709,14838889,481.2862,791.6367,486,794,0.4807,0.1230,28.7215,0.2487,,0,20.1236
3.0400,0.0200,running,1,1.1883,1.9533,0.3824,0.6287,14141509,14848908,482.2702,791.6367,486,794,0.4843,0.1250,28.9814,0.2487,,0,20.0485
3.0591,0.0201,running,1,1.1883,1.9533,0.3854,0.6335,14147298,14857947,481.3035,791.6367,486,794,0.4877,0.1269,29.1816,0.2487,,0,20.1005
3.0790,0.0201,running,1,1.1883,1.9533,0.3884,0.6384,14153084,14867469,481.3263,791.6367,486,794,0.4912,0.1288,29.4117,0.2487,,0,20.0755
3.1000,0.0201,running,1,1.1883,1.9533,0.3915,0.6436,14158876,14877359,482.0753,791.6367,486,794,0.4948,0.1308,29.6641,0.2487,,0,20.1348
3.1191,0.0201,running,1,1.1883,1.9533,0.3945,0.6483,14164635,14886379,481.1701,791.6367,486,794,0.4981,0.1328,29.8650,0.2487,,0,20.1323
3.1390,0.0202,running,1,1.1883,1.9533,0.3975,0.6533,14170431,14895829,481.0136,791.6367,486,794,0.5016,0.1348,30.0901,0.2487,,0,20.1852
3.1628,0.0237,running,1,1.1883,1.9533,0.4012,0.6592,14177352,14907073,480.7450,791.6367,480,781,0.5057,0.1372,30.3564,0.2487,,0,23.7160
3.1831,0.0202,running,1,1.1883,1.9533,0.4042,0.6642,14183256,14916585,480.3542,791.6367,480,781,0.5092,0.1392,30.5787,0.2487,,0,20.2359
3.2037,0.0209,running,1,1.1883,1.9533,0.4074,0.6693,14189264,14926493,480.4198,791.6367,480,781,0.5127,0.1413,30.8189,0.2487,,0,20.8569
3.2238,0.0199,running,1,1.1883,1.9533,0.4104,0.6744,14195047,14936133,480.6919,791.6367,480,781,0.5162,0.1434,31.0565,0.2487,,0,19.9253
3.2435,0.0199,running,1,1.1883,1.9533,0.4134,0.6793,14200783,14945589,480.7475,791.6367,480,781,0.5196,0.1455,31.2857,0.2487,,0,19.9342
3.2641,0.0203,running,1,1.1883,1.9533,0.4165,0.6844,14206592,14955328,481.1336,791.6367,480,781,0.5231,0.1476,31.5278,0.2487,,0,20.2984
3.2880,0.0232,running,1,1.1883,1.9533,0.4200,0.6904,14213308,14966799,482.0088,791.6367,480,781,0.5271,0.1501,31.8207,0.2487,,0,23.2455
3.3037,0.0169,running,1,1.1883,1.9533,0.4225,0.6943,14218124,14974236,481.0368,791.6367,480,781,0.5299,0.1518,31.9822,0.2487,,0,16.8682
3.3243,0.0203,running,1,1.1883,1.9533,0.4256,0.6995,14223965,14984028,481.4238,791.6367,480,781,0.5333,0.1539,32.2255,0.2487,,0,20.2671
3.3443,0.0200,running,1,1.1883,1.9533,0.4286,0.7044,14229742,14993520,481.4157,791.6367,480,781,0.5367,0.1561,32.4544,0.2487,,0,20.0220
3.3681,0.0227,running,1,1.1883,1.9533,0.4320,0.7103,14236330,15004758,482.2450,791.6367,480,795,0.5406,0.1586,32.7408,0.2487,,0,22.6976
3.3878,0.0200,running,1,1.1883,1.9533,0.4351,0.7152,14242103,15014167,482.0820,791.6367,480,795,0.5440,0.1608,32.9648,0.2487,,0,20.0178
3.4078,0.0199,running,1,1.1883,1.9533,0.4381,0.7202,14247890,15023690,482.1035,791.6367,480,795,0.5473,0.1629,33.1950,0.2487,,0,19.9303
3.4281,0.0203,running,1,1.1883,1.9533,0.4412,0.7253,14253762,15033293,482.0038,791.6367,480,795,0.5507,0.1652,33.4248,0.2487,,0,20.2869
3.4478,0.0199,running,1,1.1883,1.9533,0.4442,0.7302,14259556,15042657,481.6796,791.6367,480,795,0.5540,0.1674,33.6447,0.2487,,0,19.8932
3.4683,0.0203,running,1,1.1883,1.9533,0.4473,0.7353,14265404,15052439,482.0229,791.6367,480,795,0.5574,0.1696,33.8871,0.2487,,0,20.3060
