# profile=agv-01 blind run: 1 segment(s) at 1592 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
0.3903,0.0212,running,1,2.0000,2.0000,0.0175,0.0176,9625076,9861876,323.2804,323.2337,168,173,0.0176,-0.0000,0.0009,0.1016,69,1,21.1753
0.4104,0.0200,running,1,2.0000,2.0000,0.0195,0.0195,9628794,9865614,339.3090,339.1957,168,173,0.0195,-0.0000,0.0021,0.1066,68,1,20.0358
0.4313,0.0200,running,1,2.0000,2.0000,0.0215,0.0216,9632715,9869533,355.3177,355.2111,168,173,0.0216,-0.0000,0.0020,0.1116,67,1,20.0109
0.4672,0.0370,running,1,2.0000,2.0000,0.0256,0.0255,9640445,9877062,384.9162,385.4796,341,347,0.0256,-0.0000,-0.0104,0.1209,67,1,36.9981
0.4851,0.0187,running,1,2.0000,2.0000,0.0277,0.0276,9644524,9881132,399.9065,400.4998,341,347,0.0277,-0.0000,-0.0110,0.1256,66,1,18.7378
0.5446,0.0595,running,1,2.0000,2.0000,0.0350,0.0349,9658486,9895052,447.5267,448.2601,341,347,0.0350,-0.0000,-0.0136,0.1406,65,1,59.5253
0.5683,0.0229,running,1,2.0000,2.0000,0.0380,0.0380,9664126,9900847,465.8605,466.0771,341,347,0.0380,-0.0000,-0.0040,0.1464,65,1,22.9172
0.5858,0.0183,running,1,2.0000,2.0000,0.0404,0.0403,9668806,9905343,480.5067,481.3367,341,347,0.0404,-0.0000,-0.0153,0.1510,64,1,18.3078
0.6061,0.0200,running,1,2.0000,2.0000,0.0432,0.0431,9674139,9910721,496.5370,497.2170,341,347,0.0432,-0.0000,-0.0126,0.1560,64,1,20.0379
0.6298,0.0232,running,1,2.0000,2.0000,0.0467,0.0466,9680663,9917366,515.0768,515.3534,341,347,0.0466,-0.0000,-0.0051,0.1618,64,1,23.1747
0.6476,0.0175,running,1,2.0000,2.0000,0.0493,0.0492,9685792,9922284,529.0777,530.0577,341,347,0.0493,-0.0000,-0.0181,0.1662,64,1,17.5011
0.6786,0.0302,running,1,2.0000,2.0000,0.0542,0.0540,9695033,9931413,553.2047,554.5581,504,510,0.0541,-0.0000,-0.0250,0.1738,63,1,30.1588
0.6981,0.0202,running,1,2.0000,2.0000,0.0576,0.0576,9701587,9938314,569.3749,569.5715,504,510,0.0576,-0.0000,-0.0036,0.1789,62,1,20.2127
0.7178,0.0200,running,1,2.0000,2.0000,0.0610,0.0608,9708136,9944546,585.3379,586.5912,504,510,0.0609,-0.0000,-0.0232,0.1839,63,1,19.9537
0.7392,0.0202,running,1,2.0000,2.0000,0.0647,0.0645,9715138,9951504,601.4635,602.8635,504,510,0.0646,-0.0000,-0.0259,0.1890,62,1,20.1571
0.7581,0.0201,running,1,2.0000,2.0000,0.0684,0.0682,9722222,9958661,617.5039,618.6605,504,510,0.0683,-0.0000,-0.0214,0.1940,62,1,20.0504
0.7781,0.0202,running,1,2.0000,2.0000,0.0723,0.0722,9729569,9966182,633.6326,634.2093,504,510,0.0722,-0.0000,-0.0107,0.1991,61,1,20.1609
0.7994,0.0203,running,1,2.0000,2.0000,0.0762,0.0761,9737121,9973776,649.8707,650.3074,504,510,0.0762,-0.0000,-0.0081,0.2042,60,1,20.2976
0.8210,0.0216,running,1,2.0000,2.0000,0.0805,0.0806,9745360,9982349,667.1516,666.4749,504,510,0.0806,-0.0000,0.0125,0.2096,59,1,21.6011
0.8401,0.0199,running,1,2.0000,2.0000,0.0846,0.0846,9753180,9989898,683.1058,683.3325,504,510,0.0846,-0.0000,-0.0042,0.2146,60,1,19.9428
0.8637,0.0203,running,1,2.0000,2.0000,0.0889,0.0889,9761378,9998161,699.3216,699.3316,504,510,0.0889,-0.0000,-0.0002,0.2197,59,1,20.2697
0.9007,0.0412,running,1,2.0000,2.0000,0.0979,0.0976,9778516,10014699,732.3040,734.3140,684,694,0.0977,-0.0000,-0.0371,0.2301,56,1,41.2280
0.9207,0.0201,running,1,2.0000,2.0000,0.1023,0.1020,9786956,10023170,748.3469,750.2536,684,694,0.1022,-0.0000,-0.0352,0.2351,54,1,20.0536
0.9410,0.0201,running,1,2.0000,2.0000,0.1069,0.1066,9795750,10031990,764.3941,766.2141,684,694,0.1068,-0.0000,-0.0336,0.2401,53,1,20.0590
0.9632,0.0201,running,1,2.0000,2.0000,0.1116,0.1113,9804652,10040908,780.4987,782.2654,684,694,0.1114,-0.0000,-0.0326,0.2452,51,1,20.1307
0.9811,0.0201,running,1,2.0000,2.0000,0.1164,0.1161,9813950,10050172,796.5481,798.4281,684,694,0.1163,-0.0000,-0.0347,0.2502,50,1,20.0617
1.0011,0.0201,running,1,2.0000,2.0000,0.1214,0.1210,9823377,10059528,812.5884,814.7050,684,694,0.1212,-0.0000,-0.0391,0.2553,65,1,20.0504
1.0248,0.0209,running,1,2.0000,2.0000,0.1266,0.1263,9833437,10069537,829.3273,831.6140,684,694,0.1265,-0.0000,-0.0423,0.2605,62,1,20.9237
1.0419,0.0200,running,1,2.0000,2.0000,0.1317,0.1315,9843177,10079427,845.3036,847.0902,684,694,0.1316,-0.0000,-0.0330,0.2656,60,1,19.9703
1.0644,0.0202,running,1,2.0000,2.0000,0.1370,0.1370,9853290,10090002,861.4822,861.7289,684,694,0.1370,-0.0000,-0.0046,0.2706,57,1,20.2233
1.0979,0.0345,running,1,2.0000,2.0000,0.1463,0.1462,9870981,10107494,889.1056,890.0156,852,862,0.1462,-0.0000,-0.0168,0.2793,55,1,34.5292
1.1178,0.0203,running,1,2.0000,2.0000,0.1519,0.1515,9881580,10117725,905.3431,907.4798,852,862,0.1517,-0.0000,-0.0395,0.2844,53,1,20.2969
1.1381,0.0200,running,1,2.0000,2.0000,0.1575,0.1574,9892283,10128977,921.3790,921.6857,852,862,0.1574,-0.0000,-0.0057,0.2895,51,1,20.0448
1.1578,0.0200,running,1,2.0000,2.0000,0.1631,0.1628,9903042,10139348,937.3831,938.9831,852,862,0.1630,-0.0000,-0.0296,0.2945,49,1,20.0051
1.1789,0.0200,running,1,2.0000,2.0000,0.1689,0.1685,9914136,10150248,953.3446,955.5912,852,862,0.1687,-0.0001,-0.0415,0.2995,47,1,19.9519
1.1992,0.0203,running,1,2.0000,2.0000,0.1749,0.1746,9925555,10161745,969.5458,971.5325,852,862,0.1747,-0.0001,-0.0367,0.3046,45,1,20.2516
1.2181,0.0201,running,1,2.0000,2.0000,0.1810,0.1809,9937189,10173846,985.6026,986.0326,852,862,0.1809,-0.0001,-0.0079,0.3096,43,1,20.0710
1.2403,0.0214,running,1,2.0000,2.0000,0.1875,0.1877,9949656,10186827,1002.7391,1001.4558,852,862,0.1876,-0.0001,0.0237,0.3150,,0,21.4206
1.2600,0.0202,running,1,2.0000,2.0000,0.1938,0.1938,9961692,10198442,1018.9302,1019.0502,852,862,0.1938,-0.0001,-0.0022,0.3201,,0,20.2389
1.2796,0.0200,running,1,2.0000,2.0000,0.2001,0.2000,9973766,10210354,1034.9007,1035.5607,852,862,0.2001,-0.0001,-0.0122,0.3251,,0,19.9632
1.3107,0.0315,running,1,2.0000,2.0000,0.2104,0.2100,9993360,10229463,1060.0643,1062.3410,1024,1024,0.2102,-0.0001,-0.0421,0.3330,,0,31.4545
1.3304,0.0201,running,1,2.0000,2.0000,0.2168,0.2165,10005688,10241829,1076.1694,1078.3194,1024,1024,0.2167,-0.0001,-0.0397,0.3381,,0,20.1313
1.3503,0.0200,running,1,2.0000,2.0000,0.2235,0.2232,10018405,10254543,1092.1975,1094.3575,1024,1024,0.2233,-0.0001,-0.0399,0.3431,,0,20.0352
1.3703,0.0200,running,1,2.0000,2.0000,0.2303,0.2299,10031410,10267476,1108.1927,1110.5927,1024,1024,0.2301,-0.0001,-0.0444,0.3481,,0,19.9939
1.3920,0.0202,running,1,2.0000,2.0000,0.2374,0.2370,10044876,10281003,1124.3769,1126.5735,1024,1024,0.2372,-0.0001,-0.0406,0.3532,,0,20.2302
1.4109,0.0200,running,1,2.0000,2.0000,0.2444,0.2440,10058249,10294329,1140.3879,1142.7413,1024,1024,0.2442,-0.0001,-0.0435,0.3583,,0,20.0138
1.4319,0.0201,running,1,2.0000,2.0000,0.2515,0.2511,10071797,10307969,1156.5057,1158.5523,1024,1024,0.2513,-0.0001,-0.0378,0.3633,,0,20.1472
1.4514,0.0202,running,1,2.0000,2.0000,0.2588,0.2585,10085758,10322043,1172.6700,1174.3400,1024,1024,0.2586,-0.0001,-0.0309,0.3684,,0,20.2054
1.4711,0.0200,running,1,2.0000,2.0000,0.2660,0.2657,10099667,10335827,1188.6688,1190.7554,1024,1024,0.2659,-0.0001,-0.0386,0.3734,,0,19.9985
1.4955,0.0203,running,1,2.0000,2.0000,0.2735,0.2733,10113996,10350331,1204.8849,1206.3882,1024,1024,0.2734,-0.0001,-0.0278,0.3785,,0,20.2701
1.5703,0.0785,running,1,2.0000,2.0000,0.3034,0.3031,10170982,10407156,1267.6653,1269.7053,1196,1201,0.3032,-0.0001,-0.0377,0.3982,,0,78.4755
1.5904,0.0202,running,1,2.0000,2.0000,0.3110,0.3107,10185542,10421703,1283.8173,1285.9007,1196,1201,0.3108,-0.0001,-0.0385,0.4033,,0,20.1901
1.6104,0.0201,running,1,2.0000,2.0000,0.3187,0.3184,10200304,10436418,1299.8693,1302.1093,1196,1201,0.3186,-0.0001,-0.0414,0.4084,,0,20.0649
1.6303,0.0203,running,1,2.0000,2.0000,0.3266,0.3262,10215233,10451391,1316.1434,1318.2368,1196,1201,0.3264,-0.0001,-0.0387,0.4135,,0,20.3427
1.6506,0.0199,running,1,2.0000,2.0000,0.3345,0.3343,10230464,10466790,1332.0845,1333.6178,1196,1201,0.3344,-0.0001,-0.0283,0.4185,,0,19.9263
1.6703,0.0199,running,1,2.0000,2.0000,0.3426,0.3423,10245935,10482113,1348.0379,1350.0646,1196,1201,0.3425,-0.0001,-0.0375,0.4235,,0,19.9418
1.6906,0.0202,running,1,2.0000,2.0000,0.3510,0.3506,10261877,10498034,1364.2269,1366.3235,1196,1201,0.3508,-0.0002,-0.0387,0.4286,,0,20.2361
1.7106,0.0200,running,1,2.0000,2.0000,0.3594,0.3590,10277930,10514001,1380.2304,1382.6137,1196,1201,0.3592,-0.0002,-0.0440,0.4336,-11,1,20.0044
1.7384,0.0271,running,1,2.0000,2.0000,0.3708,0.3708,10299815,10536570,1401.8942,1401.9976,1344,1351,0.3708,-0.0002,-0.0019,0.4404,-19,1,27.0798
1.7584,0.0199,running,1,2.0000,2.0000,0.3795,0.3795,10316321,10553067,1417.8405,1417.9738,1344,1351,0.3795,-0.0002,-0.0025,0.4454,-25,1,19.9328
1.7784,0.0200,running,1,2.0000,2.0000,0.3883,0.3883,10333096,10569855,1433.8635,1433.9535,1344,1351,0.3883,-0.0002,-0.0017,0.4505,-31,1,20.0288
1.7986,0.0203,running,1,2.0000,2.0000,0.3973,0.3973,10350355,10587085,1450.1332,1450.3199,1344,1351,0.3973,-0.0002,-0.0034,0.4556,-35,1,20.3371
1.8199,0.0202,running,1,2.0000,2.0000,0.4065,0.4064,10367825,10604567,1466.3291,1466.4758,1344,1351,0.4064,-0.0002,-0.0027,0.4607,-42,1,20.2448
1.8386,0.0197,running,1,2.0000,2.0000,0.4155,0.4155,10385048,10621826,1482.0791,1482.1058,1344,1351,0.4155,-0.0002,-0.0005,0.4656,-48,1,19.6875
1.8599,0.0203,running,1,2.0000,2.0000,0.4248,0.4248,10402924,10639716,1498.3308,1498.3108,1344,1351,0.4248,-0.0002,0.0004,0.4707,-55,1,20.3145
1.8789,0.0199,running,1,2.0000,2.0000,0.4342,0.4342,10420757,10657543,1514.2599,1514.2599,1344,1351,0.4342,-0.0002,0.0000,0.4757,-62,1,19.9114
1.9059,0.0260,running,1,2.0000,2.0000,0.4465,0.4468,10444226,10681697,1535.0487,1532.7654,1344,1351,0.4466,-0.0002,0.0422,0.4822,-72,1,25.9860
1.9246,0.0201,running,1,2.0000,2.0000,0.4560,0.4558,10462442,10698801,1551.1393,1552.5626,1344,1351,0.4559,-0.0002,-0.0263,0.4873,-71,1,20.1132
1.9533,0.0278,running,1,2.0000,2.0000,0.4696,0.4693,10488382,10724681,1573.3737,1574.9970,1530,1541,0.4694,-0.0002,-0.0300,0.4943,-77,1,27.7930
1.9719,0.0199,running,1,2.0000,2.0000,0.4792,0.4789,10506800,10742910,1589.2895,1591.5428,1530,1541,0.4790,-0.0002,-0.0416,0.4993,-87,1,19.8947
1.9921,0.0202,running,1,2.0000,2.0000,0.4892,0.4889,10525915,10762032,1591.5494,1593.7794,1530,1541,0.4891,-0.0002,-0.0412,0.5000,-94,1,20.1905
2.0123,0.0201,running,1,2.0000,2.0000,0.4992,0.4989,10544980,10781113,1591.5494,1593.7261,1530,1541,0.4990,-0.0002,-0.0402,0.5000,,0,20.1010
2.0321,0.0200,running,1,2.0000,2.0000,0.5092,0.5089,10564054,10800280,1591.5494,1593.4161,1530,1541,0.5091,-0.0002,-0.0345,0.5000,,0,19.9692
2.0524,0.0202,running,1,2.0000,2.0000,0.5193,0.5190,10583440,10819598,1591.5494,1593.6428,1530,1541,0.5192,-0.0002,-0.0387,0.5000,,0,20.2083
2.0721,0.0200,running,1,2.0000,2.0000,0.5292,0.5289,10602310,10838449,1591.5494,1593.7061,1530,1541,0.5291,-0.0002,-0.0399,0.5000,,0,19.9701
2.0929,0.0203,running,1,2.0000,2.0000,0.5394,0.5393,10621802,10858260,1591.5494,1592.6428,1530,1541,0.5393,-0.0002,-0.0202,0.5000,,0,20.3013
2.1127,0.0201,running,1,2.0000,2.0000,0.5494,0.5491,10640843,10877119,1591.5494,1593.2494,1530,1541,0.5493,-0.0002,-0.0314,0.5000,,0,20.1479
2.1331,0.0200,running,1,2.0000,2.0000,0.5595,0.5594,10660156,10896723,1591.5494,1592.2794,1530,1541,0.5595,-0.0002,-0.0135,0.5000,,0,20.0432
2.1573,0.0235,running,1,2.0000,2.0000,0.5711,0.5710,10682332,10918884,1591.5494,1592.3294,1587,1593,0.5711,-0.0002,-0.0144,0.5000,,0,23.4868
2.1773,0.0201,running,1,2.0000,2.0000,0.5812,0.5810,10701622,10938042,1591.5494,1592.7694,1587,1593,0.5811,-0.0002,-0.0225,0.5000,,0,20.0584
2.1977,0.0203,running,1,2.0000,2.0000,0.5913,0.5913,10720935,10957579,1591.5494,1592.0228,1587,1593,0.5913,-0.0002,-0.0087,0.5000,,0,20.2917
2.2176,0.0201,running,1,2.0000,2.0000,0.6014,0.6011,10740072,10976438,1591.5494,1592.9494,1587,1593,0.6013,-0.0002,-0.0259,0.5000,,0,20.0799
2.2376,0.0200,running,1,2.0000,2.0000,0.6113,0.6112,10759117,10995577,1591.5494,1592.6361,1587,1593,0.6112,-0.0002,-0.0201,0.5000,,0,19.9730
2.2580,0.0202,running,1,2.0000,2.0000,0.6214,0.6214,10778379,11015154,1591.5494,1591.5861,1587,1593,0.6214,-0.0002,-0.0007,0.5000,,0,20.2347
2.2778,0.0200,running,1,2.0000,2.0000,0.6314,0.6313,10797440,11034061,1591.5494,1592.0994,1587,1593,0.6314,-0.0002,-0.0102,0.5000,,0,19.9697
2.2982,0.0202,running,1,2.0000,2.0000,0.6415,0.6419,10816748,11054328,1591.5494,1588.9028,1587,1593,0.6417,-0.0002,0.0489,0.5000,,0,20.2053
2.3182,0.0203,running,1,2.0000,2.0000,0.6517,0.6519,10836118,11073441,1591.5494,1589.7594,1587,1593,0.6518,-0.0002,0.0331,0.5000,,0,20.2652
2.3413,0.0237,running,1,2.0000,2.0000,0.6636,0.6636,10858960,11095640,1591.5494,1591.9028,1587,1593,0.6636,-0.0002,-0.0065,0.5000,,0,23.6942
2.3655,0.0229,running,1,2.0000,2.0000,0.6748,0.6752,10880392,11117880,1591.5494,1589.2094,1584,1594,0.6750,-0.0002,0.0432,0.5000,,0,22.9399
2.3844,0.0200,running,1,2.0000,2.0000,0.6849,0.6851,10899667,11136713,1591.5494,1590.6828,1584,1594,0.6850,-0.0002,0.0160,0.5000,,0,20.0273
2.4044,0.0201,running,1,2.0000,2.0000,0.6949,0.6950,10918753,11155778,1591.5494,1590.7528,1584,1594,0.6950,-0.0002,0.0147,0.5000,,0,20.0998
2.4252,0.0201,running,1,2.0000,2.0000,0.7049,0.7051,10937878,11174894,1591.5494,1590.7828,1584,1594,0.7050,-0.0002,0.0142,0.5000,,0,20.1135
2.4441,0.0200,running,1,2.0000,2.0000,0.7149,0.7149,10956911,11193764,1591.5494,1591.3261,1584,1594,0.7149,-0.0002,0.0041,0.5000,,0,20.0447
2.4660,0.0202,running,1,2.0000,2.0000,0.7250,0.7253,10976219,11213649,1591.5494,1589.4028,1584,1594,0.7252,-0.0002,0.0397,0.5000,,0,20.1534
2.4849,0.0201,running,1,2.0000,2.0000,0.7351,0.7354,10995493,11232778,1591.5494,1589.8861,1584,1594,0.7352,-0.0002,0.0307,0.5000,,0,20.1010
2.5049,0.0200,running,1,2.0000,2.0000,0.7451,0.7454,11014583,11251858,1591.5494,1589.9194,1584,1594,0.7452,-0.0002,0.0301,0.5000,,0,20.0383
2.5594,0.0539,running,1,2.0000,2.0000,0.7719,0.7726,11065818,11303948,1591.5494,1587.0694,1584,1594,0.7723,-0.0002,0.0828,0.5000,,0,53.8549
2.5904,0.0320,running,1,2.0000,2.0000,0.7879,0.7881,11096368,11333465,1591.5494,1590.5128,1594,1588,0.7880,-0.0002,0.0192,0.5000,,0,31.9831
2.6104,0.0200,running,1,2.0000,2.0000,0.7979,0.7981,11115467,11352520,1591.5494,1590.6594,1594,1588,0.7980,-0.0001,0.0164,0.5000,,0,20.0173
2.6316,0.0211,running,1,2.0000,2.0000,0.8086,0.8086,11135866,11372721,1591.5494,1591.3194,1594,1588,0.8086,-0.0001,0.0043,0.5000,,0,21.1026
2.6514,0.0199,running,1,2.0000,2.0000,0.8184,0.8185,11154670,11391531,1591.5494,1591.2994,1594,1588,0.8185,-0.0001,0.0046,0.5000,,0,19.9459
2.6713,0.0200,running,1,2.0000,2.0000,0.8284,0.8284,11173715,11410533,1591.5494,1591.4428,1594,1588,0.8284,-0.0001,0.0020,0.5000,,0,20.0143
2.6916,0.0202,running,1,2.0000,2.0000,0.8385,0.8385,11193031,11429854,1591.5494,1591.4261,1594,1588,0.8385,-0.0001,0.0023,0.5000,,0,20.2152
2.7119,0.0200,running,1,2.0000,2.0000,0.8485,0.8486,11212127,11449131,1591.5494,1590.8228,1594,1588,0.8486,-0.0001,0.0134,0.5000,,0,20.0377
2.7319,0.0201,running,1,2.0000,2.0000,0.8587,0.8586,11231534,11468175,1591.5494,1592.0328,1594,1588,0.8587,-0.0001,-0.0089,0.5000,,0,20.0939
2.7519,0.0201,running,1,2.0000,2.0000,0.8687,0.8686,11250649,11487270,1591.5494,1592.0994,1594,1588,0.8687,-0.0001,-0.0102,0.5000,,0,20.1002
2.7721,0.0201,running,1,2.0000,2.0000,0.8788,0.8787,11269934,11506591,1591.5494,1591.9794,1594,1588,0.8788,-0.0001,-0.0079,0.5000,,0,20.1421
2.7941,0.0222,running,1,2.0000,2.0000,0.8898,0.8897,11290964,11527612,1591.5494,1592.0094,1594,1587,0.8898,-0.0001,-0.0085,0.5000,,0,22.1564
2.8147,0.0203,running,1,2.0000,2.0000,0.9000,0.9000,11310371,11547188,1591.5494,1591.4461,1594,1587,0.9000,-0.0001,0.0019,0.5000,,0,20.2620
2.8344,0.0199,running,1,2.0000,2.0000,0.9100,0.9099,11329466,11566047,1591.5494,1592.2328,1594,1587,0.9099,-0.0002,-0.0126,0.5000,,0,19.9441
2.8550,0.0203,running,1,2.0000,2.0000,0.9201,0.9201,11348778,11585664,1591.5494,1591.2161,1594,1587,0.9201,-0.0002,0.0062,0.5000,,0,20.2799
2.8746,0.0200,running,1,2.0000,2.0000,0.9301,0.9300,11367867,11604530,1591.5494,1591.9594,1594,1587,0.9300,-0.0002,-0.0076,0.5000,,0,19.9648
2.8954,0.0203,running,1,2.0000,2.0000,0.9402,0.9404,11387264,11624319,1591.5494,1590.6528,1594,1587,0.9403,-0.0002,0.0166,0.5000,,0,20.2880
2.9149,0.0200,running,1,2.0000,2.0000,0.9502,0.9501,11406380,11642982,1591.5494,1592.1628,1594,1587,0.9502,-0.0002,-0.0113,0.5000,,0,20.0048
2.9352,0.0202,running,1,2.0000,2.0000,0.9604,0.9603,11425695,11662303,1591.5494,1592.1428,1594,1587,0.9603,-0.0002,-0.0110,0.5000,,0,20.2381
2.9552,0.0199,running,1,2.0000,2.0000,0.9704,0.9703,11444791,11681439,1591.5494,1592.0094,1594,1587,0.9703,-0.0002,-0.0085,0.5000,,0,19.8959
2.9751,0.0201,running,1,2.0000,2.0000,0.9803,0.9803,11463875,11700580,1591.5494,1591.8194,1594,1587,0.9803,-0.0002,-0.0050,0.5000,,0,20.1256
2.9976,0.0214,running,1,2.0000,2.0000,0.9911,0.9910,11484507,11721105,1591.5494,1592.1761,1584,1594,0.9911,-0.0002,-0.0116,0.5000,,0,21.4381
3.0177,0.0200,running,1,2.0000,2.0000,1.0011,1.0012,11503568,11740415,1591.5494,1591.3461,1584,1594,1.0011,-0.0002,0.0038,0.5000,,0,20.0449
3.0375,0.0200,running,1,2.0000,2.0000,1.0111,1.0110,11522616,11759287,1591.5494,1591.9328,1584,1594,1.0111,-0.0002,-0.0071,0.5000,,0,20.0172
3.0579,0.0202,running,1,2.0000,2.0000,1.0212,1.0213,11541913,11778830,1591.5494,1591.1128,1584,1594,1.0212,-0.0002,0.0081,0.5000,,0,20.2420
3.0778,0.0200,running,1,2.0000,2.0000,1.0312,1.0311,11561083,11797652,1591.5494,1592.2728,1584,1594,1.0312,-0.0002,-0.0134,0.5000,,0,19.9738
3.0982,0.0202,running,1,2.0000,2.0000,1.0414,1.0418,11580490,11817952,1591.5494,1589.2961,1584,1594,1.0416,-0.0002,0.0416,0.5000,,0,20.2136
3.1182,0.0201,running,1,2.0000,2.0000,1.0514,1.0518,11599561,11837101,1591.5494,1589.0361,1584,1594,1.0516,-0.0001,0.0464,0.5000,,0,20.0733
3.1382,0.0202,running,1,2.0000,2.0000,1.0615,1.0618,11618874,11856271,1591.5494,1589.5128,1584,1594,1.0617,-0.0001,0.0376,0.5000,,0,20.1683
3.1584,0.0202,running,1,2.0000,2.0000,1.0716,1.0719,11638218,11875563,1591.5494,1589.6861,1584,1594,1.0718,-0.0001,0.0344,0.5000,,0,20.1569
3.1781,0.0199,running,1,2.0000,2.0000,1.0815,1.0818,11657115,11894413,1591.5494,1589.8428,1584,1594,1.0817,-0.0001,0.0315,0.5000,,0,19.8820
3.2002,0.0217,running,1,2.0000,2.0000,1.0924,1.0928,11677870,11915423,1591.5494,1588.9928,1593,1592,1.0926,-0.0001,0.0472,0.5000,,0,21.7145
3.2202,0.0201,running,1,2.0000,2.0000,1.1024,1.1028,11696959,11934547,1591.5494,1588.8761,1593,1592,1.1026,-0.0001,0.0494,0.5000,,0,20.0767
3.2402,0.0200,running,1,2.0000,2.0000,1.1124,1.1128,11716038,11953632,1591.5494,1588.8561,1593,1592,1.1126,-0.0001,0.0498,0.5000,,0,19.9827
3.2604,0.0202,running,1,2.0000,2.0000,1.1225,1.1229,11735450,11972978,1591.5494,1589.0761,1593,1592,1.1227,-0.0001,0.0457,0.5000,,0,20.2387
3.2804,0.0200,running,1,2.0000,2.0000,1.1326,1.1329,11754589,11992066,1591.5494,1589.2461,1593,1592,1.1327,-0.0001,0.0426,0.5000,,0,19.9995
3.3004,0.0202,running,1,2.0000,2.0000,1.1430,1.1429,11774575,12011187,1591.5494,1592.1294,1593,1592,1.1430,-0.0001,-0.0107,0.5000,,0,20.2201
3.3204,0.0200,running,1,2.0000,2.0000,1.1530,1.1529,11793643,12030315,1591.5494,1591.9294,1593,1592,1.1530,-0.0001,-0.0070,0.5000,,0,20.0332
3.3407,0.0202,running,1,2.0000,2.0000,1.1630,1.1631,11812741,12049632,1591.5494,1591.1994,1593,1592,1.1630,-0.0001,0.0065,0.5000,,0,20.2246
3.3604,0.0200,running,1,2.0000,2.0000,1.1730,1.1729,11831909,12068487,1591.5494,1592.2428,1593,1592,1.1730,-0.0001,-0.0128,0.5000,,0,20.0315
3.3804,0.0200,running,1,2.0000,2.0000,1.1830,1.1829,11851002,12087591,1591.5494,1592.2061,1593,1592,1.1830,-0.0001,-0.0121,0.5000,,0,19.9842
