# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0008,0.0200,run,-10.0000,10.0000,-0.0000,-0.0000,0.0000,0.0000,0.0171,1.6000,1.5554,1.6103,1.0000,0,0,1,1,,5943,5943,20.0000,straight,0,11.3000
0.0198,0.0191,run,-10.0000,10.0000,-0.0001,-0.0000,0.0000,0.0001,0.0619,4.5822,4.4763,4.5642,1.0000,0,0,1,1,,5943,5943,19.0783,straight,0,11.3000
0.0520,0.0322,run,-10.0000,10.0000,-0.0002,-0.0000,0.0000,0.0002,0.2670,13.7561,13.3633,13.6149,1.0000,3,4,1,1,,5943,5943,32.1837,straight,0,11.3000
0.0722,0.0201,run,-10.0000,10.0000,-0.0005,-0.0000,0.0000,0.0005,0.4563,21.1210,20.2870,21.0424,1.0000,3,4,1,1,,5943,5943,20.1435,straight,0,11.3000
0.0921,0.0200,run,-10.0000,10.0000,-0.0007,-0.0000,0.0000,0.0007,0.7131,30.0394,28.7464,29.9063,1.0000,3,4,1,1,,5943,5943,20.0113,straight,0,11.3000
0.1125,0.0203,run,-10.0000,10.0000,-0.0011,-0.0000,0.0000,0.0011,1.0513,40.7160,38.8398,40.4895,1.0000,3,4,1,1,,5943,5943,20.2690,straight,0,11.3000
0.1325,0.0200,run,-10.0000,10.0000,-0.0014,-0.0000,0.0000,0.0014,1.4684,52.8784,50.2919,52.5280,1.0000,3,4,1,1,,5943,5943,20.0400,straight,0,11.3000
0.1526,0.0201,run,-10.0000,10.0000,-0.0019,-0.0000,0.0000,0.0019,1.9747,66.6770,63.2503,66.1543,1.0000,3,4,1,1,,5943,5943,20.0790,straight,0,11.3000
0.1726,0.0201,run,-10.0000,10.0000,-0.0024,-0.0000,0.0000,0.0024,2.5740,82.0848,77.6799,81.3416,1.0000,3,4,1,1,,5943,5943,20.0748,straight,0,11.3000
0.1929,0.0203,run,-10.0000,10.0000,-0.0029,-0.0000,0.0000,0.0029,3.2785,99.2957,93.7632,98.2711,1.0000,3,4,1,1,,5943,5943,20.2806,straight,0,11.3000
0.2127,0.0199,run,-10.0000,10.0000,-0.0035,-0.0000,0.0000,0.0035,4.0673,117.7384,110.9446,116.3977,1.0000,3,4,1,1,,5943,5943,19.8709,straight,0,11.3000
0.2330,0.0202,run,-10.0000,10.0000,-0.0042,-0.0000,0.0000,0.0042,4.9716,137.9339,129.7294,136.1953,1.0000,3,4,1,1,,5943,5943,20.1955,straight,0,11.3000
0.2649,0.0319,run,-10.0000,10.0000,-0.0049,-0.0000,0.0000,0.0049,6.6019,169.8234,159.4340,167.0091,1.0000,120,134,1,1,,823,1847,31.8895,straight,0,11.3000
