# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0007,0.0200,run,-7.0000,7.0000,-0.0000,-0.0000,0.0000,0.0000,0.0120,1.6000,1.5688,1.6072,1.0000,0,0,1,1,,5943,5943,20.0000,straight,0,11.3000
0.0199,0.0192,run,-7.0000,7.0000,-0.0000,-0.0000,0.0000,0.0000,0.0437,4.6071,4.5326,4.5941,1.0000,0,0,1,1,,5943,5943,19.1850,straight,0,11.3000
0.0516,0.0317,run,-7.0000,7.0000,-0.0001,-0.0000,0.0000,0.0001,0.1840,13.6121,13.3395,13.5166,1.0000,4,3,1,1,,5943,5943,31.7410,straight,0,11.3000
0.0719,0.0202,run,-7.0000,7.0000,-0.0003,-0.0000,0.0000,0.0003,0.3161,20.9691,20.3914,20.9147,1.0000,4,3,1,1,,5943,5943,20.1866,straight,0,11.3000
0.0926,0.0209,run,-7.0000,7.0000,-0.0005,-0.0000,0.0000,0.0005,0.5052,30.3230,29.4148,30.2209,1.0000,4,3,1,1,,5943,5943,20.8805,straight,0,11.3000
0.1125,0.0199,run,-7.0000,7.0000,-0.0008,-0.0000,0.0000,0.0008,0.7381,40.8212,39.5002,40.6659,1.0000,4,3,1,1,,5943,5943,19.8992,straight,0,11.3000
0.1325,0.0200,run,-7.0000,7.0000,-0.0010,-0.0000,0.0000,0.0010,1.0303,52.9836,51.1687,52.7380,1.0000,4,3,1,1,,5943,5943,20.0160,straight,0,11.3000
0.1529,0.0202,run,-7.0000,7.0000,-0.0013,-0.0000,0.0000,0.0013,1.3888,66.9265,64.5193,66.5561,1.0000,4,3,1,1,,5943,5943,20.2475,straight,0,11.3000
0.1730,0.0201,run,-7.0000,7.0000,-0.0017,-0.0000,0.0000,0.0017,1.8104,82.3970,79.3002,81.8730,1.0000,4,3,1,1,,5943,5943,20.1155,straight,0,11.3000
0.1933,0.0202,run,-7.0000,7.0000,-0.0020,-0.0000,0.0000,0.0020,2.3037,99.5986,95.7111,98.8786,1.0000,4,3,1,1,,5943,5943,20.2364,straight,0,11.3000
0.2132,0.0200,run,-7.0000,7.0000,-0.0025,-0.0000,0.0000,0.0025,2.8608,118.1884,113.4132,117.2420,1.0000,4,3,1,1,,5943,5943,19.9893,straight,0,11.3000
0.2328,0.0198,run,-7.0000,7.0000,-0.0029,-0.0000,0.0000,0.0029,3.4816,137.9863,132.2330,136.7764,1.0000,4,3,1,1,,5943,5943,19.7979,straight,0,11.3000
0.2631,0.0303,run,-7.0000,7.0000,-0.0034,-0.0000,0.0000,0.0034,4.5622,168.3217,161.1072,166.4118,1.0000,119,132,1,1,,823,1847,30.3354,straight,0,11.3000
0.2838,0.0204,run,-7.0000,7.0000,-0.0042,-0.0000,0.0000,0.0042,5.3388,188.7182,180.1441,186.6148,1.0000,119,132,1,1,,823,1847,20.3965,straight,0,11.3000
0.3039,0.0201,run,-7.0000,7.0000,-0.0047,-0.0000,0.0000,0.0047,6.1461,208.8293,199.0558,206.3106,1.0000,119,132,1,1,,823,1847,20.1111,straight,0,11.3000
0.3239,0.0201,run,-7.0000,7.0000,-0.0052,-0.0000,0.0000,0.0052,6.9878,228.9085,217.9067,225.9347,1.0000,119,132,1,1,,823,1847,20.0791,straight,0,11.3000
0.3440,0.0200,run,-7.0000,7.0000,-0.0057,-0.0000,0.0000,0.0057,7.8575,248.9343,236.6769,245.4767,1.0000,119,132,1,1,,823,1847,20.0258,straight,0,11.3000
0.3641,0.0201,run,-7.0000,7.0000,-0.0062,-0.0000,0.0000,0.0062,8.7548,268.9956,255.4560,265.0256,1.0000,119,132,1,1,,823,1847,20.0614,straight,0,11.3000
0.3843,0.0202,run,-7.0000,7.0000,-0.0067,-0.0000,0.0000,0.0067,9.6829,289.2375,274.3842,284.7251,1.0000,119,132,1,1,,823,1847,20.2419,straight,0,11.3000
0.4043,0.0201,run,-7.0000,7.0000,-0.0072,-0.0000,0.0000,0.0072,10.6215,309.2910,293.1100,304.2290,1.0000,119,132,1,1,,823,1847,20.0535,straight,0,11.3000
0.4244,0.0201,run,-7.0000,7.0000,-0.0077,-0.0000,0.0000,0.0077,11.5766,329.3486,311.8271,323.7170,1.0000,119,132,1,1,,823,1847,20.0577,straight,0,11.3000
0.4444,0.0201,run,-7.0000,7.0000,-0.0082,-0.0000,0.0000,0.0082,12.5454,349.3989,330.5230,343.1840,1.0000,119,132,1,1,,823,1847,20.0502,straight,0,11.3000
0.4761,0.0318,run,-7.0000,7.0000,-0.0087,-0.0000,0.0000,0.0087,14.1084,381.1718,360.3475,373.7793,1.0000,319,342,1,1,,823,1847,31.7729,straight,0,11.3000
0.4964,0.0202,run,-7.0000,7.0000,-0.0095,-0.0000,0.0000,0.0095,15.1126,401.3908,378.9515,393.6048,1.0000,319,342,1,1,,823,1847,20.2190,straight,0,11.3000
0.5165,0.0201,run,-7.0000,7.0000,-0.0100,-0.0000,0.0000,0.0100,16.1184,421.4753,397.6417,413.0722,1.0000,319,342,1,1,,823,1847,20.0845,straight,0,11.3000
0.5366,0.0201,run,-7.0000,7.0000,-0.0105,-0.0000,0.0000,0.0105,17.1308,441.5532,416.3211,432.5237,1.0000,319,342,1,1,,823,1847,20.0779,straight,0,11.3000
0.5566,0.0201,run,-7.0000,7.0000,-0.0110,-0.0000,0.0000,0.0110,18.1479,461.6076,434.9724,451.9469,1.0000,319,342,1,1,,823,1847,20.0544,straight,0,11.3000
0.5766,0.0201,run,-7.0000,7.0000,-0.0115,-0.0000,0.0000,0.0115,19.1708,481.6742,453.6306,471.3760,1.0000,319,342,1,1,,823,1847,20.0666,straight,0,11.3000
0.5969,0.0202,run,-7.0000,7.0000,-0.0120,-0.0000,0.0000,0.0120,20.2064,501.9011,472.4363,490.9531,1.0000,319,342,1,1,,823,1847,20.2270,straight,0,11.3000
0.6169,0.0200,run,-7.0000,7.0000,-0.0125,-0.0000,0.0000,0.0125,21.2349,521.9193,491.0372,510.3316,1.0000,319,342,1,1,,823,1847,20.0182,straight,0,11.3000
0.6374,0.0203,run,-7.0000,7.0000,-0.0130,-0.0000,0.0000,0.0130,22.2813,542.2202,509.9069,529.9708,1.0000,319,342,1,1,,823,1847,20.3008,straight,0,11.3000
0.6582,0.0205,run,-7.0000,7.0000,-0.0135,-0.0000,0.0000,0.0135,23.3390,562.6843,528.9232,549.7675,1.0000,319,342,1,1,,823,1847,20.4642,straight,0,11.3000
0.6902,0.0325,run,-7.0000,7.0000,-0.0140,-0.0000,0.0000,0.0140,25.0248,595.1944,559.3540,580.9850,1.0000,521,547,1,1,,823,1847,32.5100,straight,0,11.3000
0.7107,0.0202,run,-7.0000,7.0000,-0.0148,-0.0000,0.0000,0.0148,26.0718,615.3470,577.8348,600.7156,1.0000,521,547,1,1,,823,1847,20.1526,straight,0,11.3000
0.7305,0.0201,run,-7.0000,7.0000,-0.0153,-0.0000,0.0000,0.0153,27.1178,635.4524,596.5068,620.1623,1.0000,521,547,1,1,,823,1847,20.1054,straight,0,11.3000
0.7505,0.0200,run,-7.0000,7.0000,-0.0158,-0.0000,0.0000,0.0158,28.1590,655.4383,615.0651,639.4935,1.0000,521,547,1,1,,823,1847,19.9859,straight,0,11.3000
0.7706,0.0201,run,-7.0000,7.0000,-0.0163,-0.0000,0.0000,0.0163,29.2072,675.5364,633.7308,658.9275,1.0000,521,547,1,1,,823,1847,20.0980,straight,0,11.3000
0.7907,0.0201,run,-7.0000,7.0000,-0.0168,-0.0000,0.0000,0.0168,30.2583,695.6701,652.4272,678.3966,1.0000,521,547,1,1,,823,1847,20.1338,straight,0,11.3000
