# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
2.9465,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0004,-0.0217,50.5135,1200.0000,1166.3081,1132.6649,1.0000,1167,1121,1,1,,1847,1847,20.0754,straight
2.9665,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0003,-0.0216,49.8320,1200.0000,1166.8903,1133.4457,1.0000,1167,1121,1,1,,1847,1847,20.1046,straight
2.9868,0.0202,run,5.0000,-5.0000,0.0213,-0.0000,0.0002,-0.0215,49.2145,1200.0000,1167.4368,1134.1342,1.0000,1167,1121,1,1,,1847,1847,20.1910,straight
3.0069,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0002,-0.0215,48.6666,1200.0000,1167.9343,1134.7324,1.0000,1167,1121,1,1,,1847,1847,20.0534,straight
3.0331,0.0262,run,5.0000,-5.0000,0.0213,-0.0000,0.0001,-0.0214,48.0558,1200.0000,1168.5020,1135.3863,1.0000,1169,1136,1,1,,1847,1847,26.1695,straight
3.0531,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,0.0001,-0.0214,47.6446,1200.0000,1168.8896,1135.8211,1.0000,1169,1136,1,1,,1847,1847,20.0388,straight
3.0732,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,0.0001,-0.0214,47.2847,1200.0000,1169.2327,1136.1980,1.0000,1169,1136,1,1,,1847,1847,20.0474,straight
3.0933,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,0.0000,-0.0213,46.9695,1200.0000,1169.5358,1136.5252,1.0000,1169,1136,1,1,,1847,1847,20.1486,straight
3.1135,0.0202,run,6.0000,-6.0000,0.0256,-0.0000,0.0134,-0.0390,52.6031,1200.0000,1177.5518,1117.2420,1.0000,1169,1136,1,1,,1847,1847,20.1606,straight
3.1337,0.0202,run,6.0000,-6.0000,0.0256,-0.0000,0.0096,-0.0351,56.1026,1200.0000,1171.0637,1116.7311,1.0000,1169,1136,1,1,,1847,1847,20.2051,straight
3.1536,0.0199,run,6.0000,-6.0000,0.0256,-0.0000,0.0068,-0.0324,58.1325,1200.0000,1166.9279,1116.8071,1.0000,1169,1136,1,1,,1847,1847,19.9049,straight
3.1736,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,0.0049,-0.0304,59.2141,1200.0000,1164.3311,1117.2407,1.0000,1169,1136,1,1,,1847,1847,20.0695,straight
3.1937,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,0.0035,-0.0290,59.6614,1200.0000,1162.8012,1117.8760,1.0000,1169,1136,1,1,,1847,1847,20.1077,straight
3.2137,0.0200,run,6.0000,-6.0000,0.0256,-0.0000,0.0025,-0.0280,59.7024,1200.0000,1161.9902,1118.6049,1.0000,1169,1136,1,1,,1847,1847,20.0277,straight
3.2339,0.0202,run,6.0000,-6.0000,0.0256,-0.0000,0.0018,-0.0273,59.4920,1200.0000,1161.6484,1119.3677,1.0000,1166,1117,1,1,,1847,1847,20.1596,straight
3.2540,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,0.0013,-0.0268,59.1380,1200.0000,1161.6097,1120.1143,1.0000,1166,1117,1,1,,1847,1847,20.0910,straight
3.2741,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,0.0009,-0.0265,58.7108,1200.0000,1161.7569,1120.8214,1.0000,1166,1117,1,1,,1847,1847,20.0770,straight
3.2942,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,0.0006,-0.0262,58.2547,1200.0000,1162.0127,1121.4778,1.0000,1166,1117,1,1,,1847,1847,20.1471,straight
3.3143,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,0.0139,-0.0437,63.6987,1200.0000,1170.0927,1102.5100,1.0000,1166,1117,1,1,,1847,1847,20.1052,straight
3.3347,0.0203,run,7.0000,-7.0000,0.0298,-0.0000,0.0099,-0.0397,67.0142,1200.0000,1163.6788,1102.2928,1.0000,1166,1117,1,1,,1847,1847,20.3104,straight
3.3555,0.0209,run,7.0000,-7.0000,0.0298,-0.0000,0.0070,-0.0368,68.8881,1200.0000,1159.5562,1102.6677,1.0000,1166,1117,1,1,,1847,1847,20.9045,straight
3.3762,0.0207,run,7.0000,-7.0000,0.0298,-0.0000,0.0049,-0.0347,69.7536,1200.0000,1157.1162,1103.3767,1.0000,1166,1117,1,1,,1847,1847,20.6947,straight
3.3962,0.0200,run,7.0000,-7.0000,0.0298,-0.0000,0.0035,-0.0333,69.9901,1200.0000,1155.7932,1104.2266,1.0000,1166,1117,1,1,,1847,1847,19.9864,straight
3.4163,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,0.0025,-0.0323,69.8481,1200.0000,1155.1563,1105.1475,1.0000,1166,1117,1,1,,1847,1847,20.0879,straight
3.4371,0.0207,run,7.0000,-7.0000,0.0298,-0.0000,0.0018,-0.0316,69.4637,1200.0000,1154.9721,1106.1005,1.0000,1153,1103,1,1,,1847,1847,20.7478,straight
3.4573,0.0202,run,7.0000,-7.0000,0.0298,-0.0000,0.0013,-0.0311,68.9664,1200.0000,1155.0746,1106.9927,1.0000,1153,1103,1,1,,1847,1847,20.2432,straight
3.4773,0.0200,run,7.0000,-7.0000,0.0298,-0.0000,0.0009,-0.0307,68.4221,1200.0000,1155.3402,1107.8156,1.0000,1153,1103,1,1,,1847,1847,19.9969,straight
3.4973,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,0.0006,-0.0305,67.8646,1200.0000,1155.6979,1108.5730,1.0000,1153,1103,1,1,,1847,1847,20.1099,straight
3.5176,0.0201,run,8.0000,-8.0000,0.0341,-0.0000,0.0139,-0.0479,73.2247,1200.0000,1163.8581,1089.6925,1.0000,1153,1103,1,1,,1847,1847,20.1284,straight
3.5378,0.0202,run,8.0000,-8.0000,0.0341,-0.0000,0.0099,-0.0439,76.4571,1200.0000,1157.5356,1089.5502,1.0000,1153,1103,1,1,,1847,1847,20.2439,straight
3.5579,0.0201,run,8.0000,-8.0000,0.0341,-0.0000,0.0070,-0.0411,78.2351,1200.0000,1153.5681,1089.9617,1.0000,1153,1103,1,1,,1847,1847,20.1149,straight
3.5780,0.0200,run,8.0000,-8.0000,0.0341,-0.0000,0.0050,-0.0391,79.0632,1200.0000,1151.1840,1090.6896,1.0000,1153,1103,1,1,,1847,1847,20.0173,left
3.5982,0.0202,run,8.0000,-8.0000,0.0341,-0.0000,0.0036,-0.0377,79.2795,1200.0000,1149.8481,1091.5929,1.0000,1153,1103,1,1,,1847,1847,20.2328,left
3.6181,0.0199,run,8.0000,-8.0000,0.0341,-0.0000,0.0026,-0.0366,79.1143,1200.0000,1149.2242,1092.5472,1.0000,1153,1103,1,1,,1847,1847,19.9479,left
3.6380,0.0200,run,8.0000,-8.0000,0.0341,-0.0000,0.0018,-0.0359,78.7223,1200.0000,1149.0509,1093.5045,1.0000,1154,1093,1,1,,1847,1847,20.0082,left
3.6581,0.0201,run,8.0000,-8.0000,0.0341,-0.0000,0.0013,-0.0354,78.2047,1200.0000,1149.1632,1094.4273,1.0000,1154,1093,1,1,,1847,1847,20.1153,left
3.6786,0.0203,run,8.0000,-8.0000,0.0341,-0.0000,0.0009,-0.0350,77.6272,1200.0000,1149.4497,1095.2959,1.0000,1154,1093,1,1,,1847,1847,20.3196,left
3.6987,0.0201,run,8.0000,-8.0000,0.0341,-0.0000,0.0007,-0.0347,77.0469,1200.0000,1149.8247,1096.0815,1.0000,1154,1093,1,1,,1847,1847,20.0918,left
3.7189,0.0202,run,8.0000,-8.0000,0.0341,-0.0000,0.0005,-0.0346,76.4829,1200.0000,1150.2418,1096.7924,1.0000,1154,1093,1,1,,1847,1847,20.1669,left
3.7390,0.0201,run,8.0000,-8.0000,0.0341,-0.0000,0.0003,-0.0344,75.9547,1200.0000,1150.6656,1097.4250,1.0000,1154,1093,1,1,,1847,1847,20.1142,left
3.7590,0.0200,run,8.0000,-8.0000,0.0341,-0.0000,0.0002,-0.0343,75.4708,1200.0000,1151.0752,1097.9833,1.0000,1154,1093,1,1,,1847,1847,20.0436,left
3.7790,0.0200,run,8.0000,-8.0000,0.0341,-0.0000,0.0002,-0.0343,75.0327,1200.0000,1151.4603,1098.4744,1.0000,1154,1093,1,1,,1847,1847,20.0396,left
3.7991,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0133,-0.0165,77.8714,1200.0000,1134.9217,1109.3355,1.0000,1154,1093,1,1,,1847,1847,20.1359,left
3.8192,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0095,-0.0203,78.9908,1200.0000,1136.7460,1105.2724,1.0000,1154,1093,1,1,,1847,1847,20.0830,left
3.8393,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0068,-0.0231,79.0172,1200.0000,1138.8214,1103.1442,1.0000,1139,1106,1,1,,1847,1847,20.1056,left
3.8594,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0048,-0.0250,78.3760,1200.0000,1140.9599,1102.2882,1.0000,1139,1106,1,1,,1847,1847,20.0711,left
3.8795,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0034,-0.0264,77.3507,1200.0000,1143.0548,1102.2438,1.0000,1139,1106,1,1,,1847,1847,20.1067,left
3.8996,0.0201,run,7.0000,-7.0000,0.0298,-0.0000,-0.0025,-0.0274,76.1336,1200.0000,1145.0349,1102.6979,1.0000,1139,1106,1,1,,1847,1847,20.1090,left
3.9196,0.0200,run,7.0000,-7.0000,0.0298,-0.0000,-0.0018,-0.0281,74.8547,1200.0000,1146.8564,1103.4343,1.0000,1139,1106,1,1,,1847,1847,20.0275,left
3.9398,0.0202,run,7.0000,-7.0000,0.0298,-0.0000,-0.0012,-0.0286,73.5777,1200.0000,1148.5229,1104.3217,1.0000,1139,1106,1,1,,1847,1847,20.1847,left
3.9600,0.0202,run,7.0000,-7.0000,0.0298,-0.0000,-0.0009,-0.0289,72.3587,1200.0000,1150.0198,1105.2628,1.0000,1139,1106,1,1,,1847,1847,20.2246,left
3.9807,0.0204,run,6.0000,-6.0000,0.0256,-0.0000,-0.0140,-0.0116,74.5544,1200.0000,1134.3999,1116.4913,1.0000,1139,1106,1,1,,1847,1847,20.3980,left
4.0002,0.0198,run,6.0000,-6.0000,0.0256,-0.0000,-0.0100,-0.0155,75.0395,1200.0000,1136.9813,1112.9397,1.0000,1139,1106,1,1,,1847,1847,19.7843,left
4.0203,0.0201,run,6.0000,-6.0000,0.0256,-0.0000,-0.0072,-0.0184,74.4780,1200.0000,1139.7610,1111.2830,1.0000,1139,1106,1,1,,1847,1847,20.0507,left
4.0488,0.0286,run,6.0000,-6.0000,0.0256,-0.0000,-0.0045,-0.0210,72.6293,1200.0000,1143.6243,1111.1172,1.0000,1141,1112,1,1,,1847,1847,28.6409,left
4.0694,0.0205,run,6.0000,-6.0000,0.0256,-0.0000,-0.0032,-0.0223,71.0414,1200.0000,1146.2331,1111.6842,1.0000,1141,1112,1,1,,1847,1847,20.4511,left
4.0895,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,-0.0157,-0.0056,72.7008,1200.0000,1131.6156,1122.9828,1.0000,1141,1112,1,1,,1847,1847,20.0620,left
4.1096,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,-0.0112,-0.0101,72.5745,1200.0000,1135.2335,1119.6176,1.0000,1141,1112,1,1,,1847,1847,20.1418,left
4.1296,0.0200,run,5.0000,-5.0000,0.0213,-0.0000,-0.0080,-0.0133,71.3739,1200.0000,1138.9089,1118.3434,1.0000,1141,1112,1,1,,1847,1847,19.9817,left
4.1497,0.0201,run,5.0000,-5.0000,0.0213,-0.0000,-0.0057,-0.0156,69.5526,1200.0000,1142.5049,1118.3899,1.0000,1141,1112,1,1,,1847,1847,20.0854,left
4.1700,0.0203,run,4.0000,-4.0000,0.0170,-0.0000,-0.0174,0.0004,70.7367,1200.0000,1128.9534,1129.5732,1.0000,1141,1112,1,1,,1847,1847,20.2717,left
4.1899,0.0200,run,4.0000,-4.0000,0.0170,-0.0000,-0.0125,-0.0046,70.0324,1200.0000,1133.5147,1126.4205,1.0000,1141,1112,1,1,,1847,1847,20.0194,left
4.2101,0.0202,run,4.0000,-4.0000,0.0170,-0.0000,-0.0089,-0.0082,68.1933,1200.0000,1138.1217,1125.4918,1.0000,1141,1112,1,1,,1847,1847,20.1583,left
4.2302,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,-0.0063,-0.0107,65.7538,1200.0000,1142.5270,1125.9654,1.0000,1141,1112,1,1,,1847,1847,20.0612,left
4.2562,0.0261,run,4.0000,-4.0000,0.0170,-0.0000,-0.0042,-0.0129,62.2231,1200.0000,1147.7366,1127.8173,1.0000,1142,1125,1,1,,1847,1847,26.0629,left
4.2764,0.0201,run,4.0000,-4.0000,0.0170,-0.0000,-0.0030,-0.0141,59.4775,1200.0000,1151.4064,1129.6386,1.0000,1142,1125,1,1,,1847,1847,20.1245,left
4.2964,0.0201,run,3.0000,-3.0000,0.0128,-0.0000,-0.0155,0.0028,60.1515,1200.0000,1137.7188,1141.9782,1.0000,1142,1125,1,1,,1847,1847,20.0713,left
4.3168,0.0202,run,3.0000,-3.0000,0.0128,-0.0000,-0.0111,-0.0017,59.1869,1200.0000,1142.1453,1139.4808,1.0000,1142,1125,1,1,,1847,1847,20.2384,left
4.3367,0.0200,run,3.0000,-3.0000,0.0128,-0.0000,-0.0079,-0.0049,57.2847,1200.0000,1146.4949,1138.9358,1.0000,1142,1125,1,1,,1847,1847,20.0412,left
4.3569,0.0202,run,3.0000,-3.0000,0.0128,-0.0000,-0.0056,-0.0072,54.8655,1200.0000,1150.6684,1139.6006,1.0000,1142,1125,1,1,,1847,1847,20.1593,left
4.3768,0.0200,run,3.0000,-3.0000,0.0128,-0.0000,-0.0040,-0.0088,52.2626,1200.0000,1154.5133,1140.9616,1.0000,1142,1125,1,1,,1847,1847,19.9707,left
4.3970,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0699,0.0784,71.3631,1200.0000,1067.9798,1189.2940,1.0000,1142,1125,1,2,,1847,1847,20.1147,left
4.4170,0.0200,run,-3.0000,3.0000,-0.0128,-0.0000,-0.0633,0.0761,86.7017,1200.0000,1054.4302,1172.1665,1.0000,1142,1125,1,2,,1847,1847,20.0332,left
4.4372,0.0202,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0585,0.0756,99.5570,1200.0000,1041.9852,1158.9008,1.0000,1142,1125,1,2,,1847,1847,20.1503,left
4.4639,0.0268,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0504,0.0717,111.5956,1200.0000,1032.9646,1143.8443,1.0000,1046,1159,1,2,,823,1847,26.7612,left
4.4840,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0359,0.0572,114.3814,1200.0000,1041.3419,1129.8953,1.0000,1046,1159,1,2,,823,1847,20.0768,left
4.5043,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0256,0.0469,113.2087,1200.0000,1050.5224,1123.0602,1.0000,1046,1159,1,2,,823,1847,20.2283,left
4.5242,0.0200,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0049,0.0219,103.8570,1200.0000,1079.2089,1113.0771,1.0000,1046,1159,1,2,,823,1847,19.9537,left
4.5443,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,0.0099,0.0028,96.2322,1200.0000,1101.5729,1105.9626,1.0000,1046,1159,1,2,,823,1847,20.1385,left
4.5644,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,0.0205,-0.0120,92.0621,1200.0000,1117.2161,1098.6597,1.0000,1046,1159,1,2,,823,1847,20.0516,left
4.5845,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0683,-0.0768,104.8829,1200.0000,1154.5080,1035.7262,1.0000,1046,1159,1,1,,823,1847,20.1080,left
4.6041,0.0198,run,1.0000,-1.0000,0.0043,-0.0000,0.0354,-0.0397,103.3051,1200.0000,1127.3806,1066.0092,1.0000,1046,1159,1,1,,823,1847,19.8396,left
4.6246,0.0203,run,1.0000,-1.0000,0.0043,-0.0000,0.0252,-0.0294,98.3713,1200.0000,1124.3954,1078.8621,1.0000,1046,1159,1,1,,823,1847,20.3349,left
4.6469,0.0223,run,1.0000,-1.0000,0.0043,-0.0000,0.0174,-0.0217,90.8891,1200.0000,1125.8683,1092.3535,1.0000,1046,1159,1,1,,823,1847,22.3187,left
4.6738,0.0268,run,1.0000,-1.0000,0.0043,-0.0000,0.0113,-0.0156,80.8764,1200.0000,1131.1788,1107.0685,1.0000,1131,1089,1,1,,1847,1847,26.8391,left
4.6938,0.0200,run,1.0000,-1.0000,0.0043,-0.0000,0.0081,-0.0123,73.3657,1200.0000,1136.1844,1117.0842,1.0000,1131,1089,1,1,,1847,1847,20.0244,left
4.7140,0.0202,run,1.0000,-1.0000,0.0043,-0.0000,0.0058,-0.0100,66.0921,1200.0000,1141.6607,1126.1550,1.0000,1131,1089,1,1,,1847,1847,20.1589,left
4.7341,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,-0.0093,0.0093,59.8047,1200.0000,1133.0023,1147.3883,1.0000,1131,1089,1,1,,1847,1847,20.0955,left
4.7542,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,-0.0066,0.0066,53.5015,1200.0000,1141.3682,1151.6288,1.0000,1131,1089,1,1,,1847,1847,20.1029,left
4.7742,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,-0.0047,0.0047,47.4679,1200.0000,1148.8696,1156.1947,1.0000,1131,1089,1,1,,1847,1847,20.0376,left
4.7943,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,-0.0034,0.0034,41.8164,1200.0000,1155.5714,1160.7958,1.0000,1131,1089,1,1,,1847,1847,20.1044,left
4.8144,0.0201,run,-1.0000,1.0000,-0.0043,-0.0000,-0.0158,0.0201,42.5413,1200.0000,1141.9251,1172.9924,1.0000,1131,1089,1,1,,1847,1847,20.0815,left
4.8343,0.0200,run,-1.0000,1.0000,-0.0043,-0.0000,-0.0113,0.0156,41.6120,1200.0000,1146.3540,1170.4220,1.0000,1131,1089,1,1,,1847,1847,20.0232,left
4.8546,0.0202,run,-1.0000,1.0000,-0.0043,-0.0000,-0.0080,0.0123,39.6893,1200.0000,1150.7907,1169.8307,1.0000,1131,1089,1,1,,1847,1847,20.1932,left
4.8817,0.0271,run,-1.0000,1.0000,-0.0043,-0.0000,-0.0052,0.0095,36.3330,1200.0000,1156.3366,1170.9974,1.0000,1152,1171,1,1,,1847,1847,27.1301,left
4.9019,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0171,0.0256,39.5873,1200.0000,1140.5782,1180.2472,1.0000,1152,1171,1,1,,1847,1847,20.1318,left
4.9219,0.0200,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0122,0.0207,40.6850,1200.0000,1143.2710,1175.3591,1.0000,1152,1171,1,1,,1847,1847,20.0469,left
4.9420,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0087,0.0172,40.4245,1200.0000,1146.2417,1172.9094,1.0000,1152,1171,1,1,,1847,1847,20.0943,left
4.9620,0.0201,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0062,0.0147,39.3417,1200.0000,1149.2591,1172.0576,1.0000,1152,1171,1,1,,1847,1847,20.1146,left
4.9824,0.0202,run,-2.0000,2.0000,-0.0085,-0.0000,-0.0044,0.0129,37.7922,1200.0000,1152.1934,1172.2222,1.0000,1152,1171,1,1,,1847,1847,20.2204,left
5.0024,0.0200,run,-3.0000,3.0000,-0.0128,-0.0000,-0.0166,0.0294,41.9255,1200.0000,1135.3602,1180.7888,1.0000,1152,1171,1,1,,1847,1847,20.0203,left
5.0224,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,-0.0118,0.0246,43.8461,1200.0000,1137.1147,1175.1931,1.0000,1152,1171,1,1,,1847,1847,20.0738,left
5.0424,0.0201,run,-3.0000,3.0000,-0.0128,-0.0000,-0.0084,0.0212,44.3290,1200.0000,1139.2523,1172.0898,1.0000,1152,1171,1,1,,1847,1847,20.0541,left
5.0627,0.0202,run,-3.0000,3.0000,-0.0128,-0.0000,-0.0060,0.0188,43.9063,1200.0000,1141.5559,1170.6314,1.0000,1152,1171,1,1,,1847,1847,20.2150,left
5.0911,0.0284,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0158,0.0329,49.6418,1200.0000,1124.9347,1175.7816,1.0000,1141,1170,1,1,,1847,1847,28.3877,left
5.1112,0.0201,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0113,0.0283,51.5611,1200.0000,1126.5233,1170.3544,1.0000,1141,1170,1,1,,1847,1847,20.0789,left
5.1311,0.0200,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0081,0.0251,52.0965,1200.0000,1128.4837,1167.3234,1.0000,1141,1170,1,1,,1847,1847,19.9989,left
5.1514,0.0202,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0057,0.0228,51.7593,1200.0000,1130.6154,1165.8659,1.0000,1141,1170,1,1,,1847,1847,20.1869,left
5.1714,0.0201,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0041,0.0211,50.9071,1200.0000,1132.7412,1165.4446,1.0000,1141,1170,1,1,,1847,1847,20.0794,left
5.1918,0.0203,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0029,0.0200,49.7601,1200.0000,1134.8041,1165.6758,1.0000,1141,1170,1,1,,1847,1847,20.3012,left
5.2117,0.0199,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0021,0.0191,48.5100,1200.0000,1136.6974,1166.2827,1.0000,1141,1170,1,1,,1847,1847,19.9469,left
5.2318,0.0201,run,-4.0000,4.0000,-0.0170,-0.0000,-0.0015,0.0185,47.2264,1200.0000,1138.4431,1167.1041,1.0000,1141,1170,1,1,,1847,1847,20.0900,left
5.2518,0.0200,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0145,0.0358,51.8697,1200.0000,1120.4544,1175.8062,1.0000,1141,1170,1,1,,1847,1847,20.0496,left
5.2722,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0103,0.0316,54.4387,1200.0000,1121.1120,1170.0106,1.0000,1141,1170,1,1,,1847,1847,20.2327,left
5.2995,0.0274,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0067,0.0280,55.6472,1200.0000,1122.7274,1165.9781,1.0000,1112,1172,1,1,,1847,1847,27.4174,left
5.3195,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0047,0.0260,55.7501,1200.0000,1124.1023,1164.3975,1.0000,1112,1172,1,1,,1847,1847,20.1205,left
5.3398,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,-0.0034,0.0247,55.3668,1200.0000,1125.5431,1163.7234,1.0000,1112,1172,1,1,,1847,1847,20.2201,left
5.3600,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0158,0.0414,60.6061,1200.0000,1107.3893,1171.3985,1.0000,1112,1172,1,1,,1847,1847,20.1172,left
5.3799,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0113,0.0369,63.5228,1200.0000,1107.9631,1164.9913,1.0000,1112,1172,1,1,,1847,1847,19.9601,left
5.4000,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0081,0.0336,64.9261,1200.0000,1109.0700,1161.0777,1.0000,1112,1172,1,1,,1847,1847,20.1358,left
5.4201,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0058,0.0313,65.3329,1200.0000,1110.4480,1158.8862,1.0000,1112,1172,1,1,,1847,1847,20.0595,left
5.4402,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0041,0.0297,65.1160,1200.0000,1111.9400,1157.8279,1.0000,1112,1172,1,1,,1847,1847,20.0903,left
5.4602,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0029,0.0285,64.5282,1200.0000,1113.4362,1157.5075,1.0000,1112,1172,1,1,,1847,1847,20.0500,left
5.4802,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0021,0.0276,63.7357,1200.0000,1114.8778,1157.6508,1.0000,1112,1172,1,1,,1847,1847,20.0851,left
5.5070,0.0266,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0014,0.0269,62.5598,1200.0000,1116.6154,1158.2650,1.0000,1112,1155,1,1,,1847,1847,26.6382,left
5.5270,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0010,0.0265,61.6710,1200.0000,1117.8052,1158.8529,1.0000,1112,1155,1,1,,1847,1847,19.9742,left
5.5470,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0007,0.0263,60.8092,1200.0000,1118.8829,1159.4987,1.0000,1112,1155,1,1,,1847,1847,20.0946,left
5.5670,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0005,0.0261,60.0067,1200.0000,1119.8388,1160.1477,1.0000,1112,1155,1,1,,1847,1847,19.9841,left
5.5871,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0004,0.0259,59.2655,1200.0000,1120.6903,1160.7787,1.0000,1112,1155,1,1,,1847,1847,20.1304,left
5.6072,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0003,0.0258,58.5976,1200.0000,1121.4366,1161.3682,1.0000,1112,1155,1,1,,1847,1847,20.0731,left
5.6282,0.0211,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0002,0.0257,57.9740,1200.0000,1122.1181,1161.9339,1.0000,1112,1155,1,1,,1847,1847,21.0855,left
5.6483,0.0200,run,-5.0000,5.0000,-0.0213,-0.0000,0.0133,0.0080,60.6681,1200.0000,1133.1481,1145.5158,1.0000,1112,1155,1,1,,1847,1847,19.9812,left
5.6681,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0039,0.0295,61.0576,1200.0000,1116.1346,1161.7501,1.0000,1112,1155,1,1,,1847,1847,19.9657,left
5.6881,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0028,0.0284,61.0081,1200.0000,1117.0526,1160.9311,1.0000,1112,1155,1,1,,1847,1847,20.0228,left
5.7085,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,0.0114,0.0099,62.6315,1200.0000,1129.7002,1145.0369,1.0000,1116,1162,1,1,,1847,1847,20.2441,left
5.7285,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0053,0.0309,63.2091,1200.0000,1112.9282,1160.6535,1.0000,1116,1162,1,1,,1847,1847,20.0682,left
5.7487,0.0201,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0038,0.0293,63.1835,1200.0000,1114.1277,1159.5052,1.0000,1116,1162,1,1,,1847,1847,20.1121,left
5.7689,0.0202,run,-5.0000,5.0000,-0.0213,-0.0000,0.0107,0.0106,64.2547,1200.0000,1127.5457,1143.9449,1.0000,1116,1162,1,1,,1847,1847,20.2250,left
5.7890,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,0.0076,0.0137,64.1130,1200.0000,1125.3146,1146.4593,1.0000,1116,1162,1,1,,1847,1847,20.0975,left
5.8091,0.0200,run,-6.0000,6.0000,-0.0256,-0.0000,-0.0080,0.0335,65.3966,1200.0000,1108.6649,1160.5419,1.0000,1116,1162,1,1,,1847,1847,20.0274,left
5.8291,0.0201,run,-5.0000,5.0000,-0.0213,-0.0000,0.0077,0.0136,65.1224,1200.0000,1124.3755,1145.3797,1.0000,1116,1162,1,1,,1847,1847,20.0923,left
