# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0009,0.0200,run,-4.0000,4.0000,-0.0000,-0.0000,0.0000,0.0000,0.0069,1.6000,1.5822,1.6041,1.0000,0,0,1,1,,5943,5943,20.0000,right,0,11.3000
0.0199,0.0190,run,-4.0000,4.0000,-0.0000,-0.0000,0.0000,0.0000,0.0247,4.5717,4.5295,4.5646,1.0000,0,0,1,1,,5943,5943,19.0333,right,0,11.3000
0.0525,0.0326,run,-4.0000,4.0000,-0.0001,-0.0000,0.0000,0.0001,0.1085,13.9068,13.7481,13.8485,1.0000,4,4,1,1,,5943,5943,32.5859,right,0,11.3000
0.0726,0.0201,run,-4.0000,4.0000,-0.0002,-0.0000,0.0000,0.0002,0.1846,21.2871,20.9498,21.2553,1.0000,4,4,1,1,,5943,5943,20.1136,right,0,11.3000
0.0927,0.0201,run,-4.0000,4.0000,-0.0003,-0.0000,0.0000,0.0003,0.2882,30.2604,29.7384,30.2060,1.0000,4,4,1,1,,5943,5943,20.0657,right,0,11.3000
0.1124,0.0199,run,-4.0000,4.0000,-0.0004,-0.0000,0.0000,0.0004,0.4213,40.7585,40.0048,40.6696,1.0000,4,4,1,1,,5943,5943,19.9246,right,0,11.3000
0.1328,0.0203,run,-4.0000,4.0000,-0.0006,-0.0000,0.0000,0.0006,0.5908,53.0972,52.0588,52.9541,1.0000,4,4,1,1,,5943,5943,20.2919,right,0,11.3000
0.1530,0.0202,run,-4.0000,4.0000,-0.0008,-0.0000,0.0000,0.0008,0.7950,66.9918,65.6136,66.7800,1.0000,4,4,1,1,,5943,5943,20.1735,right,0,11.3000
0.1730,0.0200,run,-4.0000,4.0000,-0.0010,-0.0000,0.0000,0.0010,1.0346,82.3792,80.6088,82.0804,1.0000,4,4,1,1,,5943,5943,20.0146,right,0,11.3000
0.1931,0.0201,run,-4.0000,4.0000,-0.0012,-0.0000,0.0000,0.0012,1.3141,99.4424,97.2234,99.0331,1.0000,4,4,1,1,,5943,5943,20.0935,right,0,11.3000
0.2133,0.0201,run,-4.0000,4.0000,-0.0014,-0.0000,0.0000,0.0014,1.6332,118.0847,115.3592,117.5437,1.0000,4,4,1,1,,5943,5943,20.0580,right,0,11.3000
