# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0004,0.0200,run,-4.0000,4.0000,-0.0000,-0.0000,0.0000,0.0000,0.0069,1.6000,1.5822,1.6041,1.0000,0,0,1,1,,5943,5943,20.0000,left,0,11.3000
0.0199,0.0196,run,-4.0000,4.0000,-0.0000,-0.0000,0.0000,0.0000,0.0258,4.7139,4.6705,4.7057,1.0000,0,0,1,1,,5943,5943,19.6391,left,0,11.3000
0.0501,0.0301,run,-4.0000,4.0000,-0.0001,-0.0000,0.0000,0.0001,0.0996,13.1181,12.9668,13.0703,1.0000,4,4,1,1,,5943,5943,30.1191,left,0,11.3000
0.0701,0.0200,run,-4.0000,4.0000,-0.0002,-0.0000,0.0000,0.0002,0.1725,20.3112,19.9946,20.2828,1.0000,4,4,1,1,,5943,5943,20.0283,left,0,11.3000
0.0901,0.0201,run,-4.0000,4.0000,-0.0003,-0.0000,0.0000,0.0003,0.2730,29.1290,28.6330,29.0791,1.0000,4,4,1,1,,5943,5943,20.0672,left,0,11.3000
0.1102,0.0201,run,-4.0000,4.0000,-0.0004,-0.0000,0.0000,0.0004,0.4038,39.5505,38.8267,39.4666,1.0000,4,4,1,1,,5943,5943,20.0553,left,0,11.3000
0.1302,0.0201,run,-4.0000,4.0000,-0.0006,-0.0000,0.0000,0.0006,0.5676,51.5813,50.5794,51.4482,1.0000,4,4,1,1,,5943,5943,20.0561,left,0,11.3000
0.1503,0.0201,run,-4.0000,4.0000,-0.0007,-0.0000,0.0000,0.0007,0.7668,65.2399,63.9066,65.0397,1.0000,4,4,1,1,,5943,5943,20.0807,left,0,11.3000
0.1704,0.0200,run,-4.0000,4.0000,-0.0009,-0.0000,0.0000,0.0009,1.0025,80.4756,78.7565,80.1897,1.0000,4,4,1,1,,5943,5943,20.0381,left,0,11.3000
0.1905,0.0201,run,-4.0000,4.0000,-0.0011,-0.0000,0.0000,0.0011,1.2781,97.3953,95.2333,97.0011,1.0000,4,4,1,1,,5943,5943,20.1227,left,0,11.3000
0.2105,0.0200,run,-4.0000,4.0000,-0.0014,-0.0000,0.0000,0.0014,1.5923,115.8352,113.1732,115.3127,1.0000,4,4,1,1,,5943,5943,20.0234,left,0,11.3000
0.2306,0.0201,run,-4.0000,4.0000,-0.0016,-0.0000,0.0000,0.0016,1.9484,135.9089,132.6882,135.2328,1.0000,4,4,1,1,,5943,5943,20.0737,left,0,11.3000
0.2617,0.0311,run,-4.0000,4.0000,-0.0019,-0.0000,0.0000,0.0019,2.5787,167.0119,162.9405,165.9260,1.0000,121,134,1,1,,823,1847,31.1030,left,0,11.3000
0.2817,0.0201,run,-4.0000,4.0000,-0.0024,-0.0000,0.0000,0.0024,3.0130,187.0650,182.2176,185.8864,1.0000,121,134,1,1,,823,1847,20.0531,left,0,11.3000
0.3019,0.0202,run,-4.0000,4.0000,-0.0027,-0.0000,0.0000,0.0027,3.4741,207.2360,201.7073,205.8166,1.0000,121,134,1,1,,823,1847,20.1710,left,0,11.3000
0.3220,0.0201,run,-4.0000,4.0000,-0.0029,-0.0000,0.0000,0.0029,3.9529,227.2874,221.0583,225.6107,1.0000,121,134,1,1,,823,1847,20.0514,left,0,11.3000
0.3421,0.0201,run,-4.0000,4.0000,-0.0032,-0.0000,0.0000,0.0032,4.4512,247.4140,240.4663,245.4592,1.0000,121,134,1,1,,823,1847,20.1266,left,0,11.3000
0.3621,0.0200,run,-4.0000,4.0000,-0.0035,-0.0000,0.0000,0.0035,4.9607,267.3850,259.7069,265.1419,1.0000,121,134,1,1,,823,1847,19.9711,left,0,11.3000
0.3822,0.0201,run,-4.0000,4.0000,-0.0038,-0.0000,0.0000,0.0038,5.4869,287.5054,279.0817,284.9554,1.0000,121,134,1,1,,823,1847,20.1204,left,0,11.3000
0.4023,0.0201,run,-4.0000,4.0000,-0.0041,-0.0000,0.0000,0.0041,6.0228,307.5766,298.3959,304.7116,1.0000,121,134,1,1,,823,1847,20.0712,left,0,11.3000
0.4223,0.0201,run,-4.0000,4.0000,-0.0044,-0.0000,0.0000,0.0044,6.5681,327.6425,317.6961,324.4527,1.0000,121,134,1,1,,823,1847,20.0659,left,0,11.3000
0.4424,0.0201,run,-4.0000,4.0000,-0.0047,-0.0000,0.0000,0.0047,7.1218,347.7153,336.9948,344.1922,1.0000,121,134,1,1,,823,1847,20.0728,left,0,11.3000
0.4732,0.0308,run,-4.0000,4.0000,-0.0049,-0.0000,0.0000,0.0049,7.9873,378.5453,366.7388,374.3771,1.0000,325,344,1,1,,823,1847,30.8300,left,0,11.3000
0.4933,0.0201,run,-4.0000,4.0000,-0.0054,-0.0000,0.0000,0.0054,8.5564,398.6174,385.9032,394.2188,1.0000,325,344,1,1,,823,1847,20.0721,left,0,11.3000
0.5133,0.0200,run,-4.0000,4.0000,-0.0057,-0.0000,0.0000,0.0057,9.1292,418.6554,405.1479,413.9044,1.0000,325,344,1,1,,823,1847,20.0380,left,0,11.3000
0.5333,0.0200,run,-4.0000,4.0000,-0.0059,-0.0000,0.0000,0.0059,9.7050,438.6551,424.3518,433.5484,1.0000,325,344,1,1,,823,1847,19.9997,left,0,11.3000
0.5535,0.0201,run,-4.0000,4.0000,-0.0062,-0.0000,0.0000,0.0062,10.2880,458.7832,443.6772,453.3133,1.0000,325,344,1,1,,823,1847,20.1281,left,0,11.3000
0.5736,0.0201,run,-4.0000,4.0000,-0.0065,-0.0000,0.0000,0.0065,10.8741,478.9170,463.0038,473.0820,1.0000,325,344,1,1,,823,1847,20.1338,left,0,11.3000
0.5937,0.0201,run,-4.0000,4.0000,-0.0068,-0.0000,0.0000,0.0068,11.4608,498.9830,482.2620,492.7825,1.0000,325,344,1,1,,823,1847,20.0660,left,0,11.3000
0.6138,0.0201,run,-4.0000,4.0000,-0.0071,-0.0000,0.0000,0.0071,12.0504,519.0721,501.5411,512.5024,1.0000,325,344,1,1,,823,1847,20.0891,left,0,11.3000
