# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
2.9989,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0324,1200.0000,1188.5578,1175.3775,1.0000,0,0,1,1,,4720,4720,20.0898,straight
3.0191,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0277,1200.0000,1188.5624,1175.3821,1.0000,0,0,1,1,,4720,4720,20.1728,straight
3.0392,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0237,1200.0000,1188.5664,1175.3861,1.0000,0,0,1,1,,4720,4720,20.0798,straight
3.0592,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0204,1200.0000,1188.5698,1175.3895,1.0000,0,0,1,1,,4720,4720,20.0165,straight
3.0792,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0174,1200.0000,1188.5727,1175.3924,1.0000,0,0,1,1,,4720,4720,20.0541,straight
3.0995,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0149,1200.0000,1188.5752,1175.3949,1.0000,0,0,1,1,,4720,4720,20.2319,straight
3.1218,0.0223,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0126,1200.0000,1188.5776,1175.3973,1.0000,0,0,1,1,,4720,4720,22.3469,straight
3.1420,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0108,1200.0000,1188.5794,1175.3991,1.0000,0,0,1,1,,4720,4720,20.1346,straight
3.1619,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0092,1200.0000,1188.5809,1175.4006,1.0000,0,0,1,1,,4720,4720,19.9768,straight
3.1820,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0079,1200.0000,1188.5822,1175.4019,1.0000,0,0,1,1,,4720,4720,20.0916,straight
3.2019,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0068,1200.0000,1188.5834,1175.4031,1.0000,0,0,1,1,,4720,4720,19.9976,straight
3.2223,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0058,1200.0000,1188.5844,1175.4040,1.0000,0,0,1,1,,4720,4720,20.2565,straight
3.2424,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0050,1200.0000,1188.5852,1175.4049,1.0000,0,0,1,1,,4720,4720,20.1023,straight
3.2624,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0043,1200.0000,1188.5859,1175.4056,1.0000,0,0,1,1,,4720,4720,20.0291,straight
3.2825,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0036,1200.0000,1188.5865,1175.4062,1.0000,0,0,1,1,,4720,4720,20.0736,straight
3.3025,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0031,1200.0000,1188.5870,1175.4067,1.0000,0,0,1,1,,4720,4720,20.0335,straight
3.3250,0.0225,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0026,1200.0000,1188.5875,1175.4072,1.0000,0,0,1,1,,4720,4720,22.5378,straight
3.3450,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0023,1200.0000,1188.5879,1175.4076,1.0000,0,0,1,1,,4720,4720,20.0362,straight
3.3651,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0019,1200.0000,1188.5882,1175.4079,1.0000,0,0,1,1,,4720,4720,20.0636,straight
3.3852,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0017,1200.0000,1188.5885,1175.4082,1.0000,0,0,1,1,,4720,4720,20.1447,straight
3.4085,0.0228,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0014,1200.0000,1188.5888,1175.4084,1.0000,0,0,1,1,,4720,4720,22.7691,straight
3.4256,0.0176,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0012,1200.0000,1188.5889,1175.4086,1.0000,0,0,1,1,,4720,4720,17.5551,straight
3.4457,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0010,1200.0000,1188.5891,1175.4088,1.0000,0,0,1,1,,4720,4720,20.0810,straight
3.4658,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0009,1200.0000,1188.5893,1175.4089,1.0000,0,0,1,1,,4720,4720,20.1121,straight
3.4859,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0008,1200.0000,1188.5894,1175.4091,1.0000,0,0,1,1,,4720,4720,20.0951,straight
3.5060,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0007,1200.0000,1188.5895,1175.4092,1.0000,0,0,1,1,,4720,4720,20.1040,straight
3.5292,0.0231,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0005,1200.0000,1188.5896,1175.4093,1.0000,0,0,1,1,,4720,4720,23.1312,straight
3.5491,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0005,1200.0000,1188.5897,1175.4094,1.0000,0,0,1,1,,4720,4720,20.0006,straight
3.5692,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0004,1200.0000,1188.5898,1175.4094,1.0000,0,0,1,1,,4720,4720,20.0639,straight
3.5893,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0003,1200.0000,1188.5898,1175.4095,1.0000,0,0,1,1,,4720,4720,20.1063,straight
3.6103,0.0211,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0003,1200.0000,1188.5899,1175.4095,1.0000,0,0,1,1,,4720,4720,21.0535,straight
3.6302,0.0198,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0003,1200.0000,1188.5899,1175.4096,1.0000,0,0,1,1,,4720,4720,19.7996,straight
3.6502,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0002,1200.0000,1188.5899,1175.4096,1.0000,0,0,1,1,,4720,4720,20.0228,straight
3.6703,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0002,1200.0000,1188.5900,1175.4097,1.0000,0,0,1,1,,4720,4720,20.0876,straight
3.6902,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0002,1200.0000,1188.5900,1175.4097,1.0000,0,0,1,1,,4720,4720,20.0191,straight
3.7104,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5900,1175.4097,1.0000,0,0,1,1,,4720,4720,20.1263,straight
3.7329,0.0225,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5900,1175.4097,1.0000,0,0,1,1,,4720,4720,22.5187,straight
3.7530,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5901,1175.4097,1.0000,0,0,1,1,,4720,4720,20.0603,straight
3.7730,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0725,straight
3.7955,0.0225,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,22.4858,straight
3.8140,0.0184,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,18.3905,straight
3.8338,0.0199,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0001,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9457,straight
3.8541,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2051,straight
3.8743,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1373,straight
3.8943,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0403,straight
3.9144,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1461,straight
3.9373,0.0228,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,22.8452,straight
3.9573,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0322,straight
3.9773,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0338,straight
3.9973,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0675,straight
4.0177,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2287,straight
4.0378,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5901,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1062,straight
4.0578,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0824,straight
4.0779,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0971,straight
4.0980,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0587,straight
4.1181,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1480,straight
4.1409,0.0228,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.7588,straight
4.1609,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0535,straight
4.1812,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2320,straight
4.2012,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9980,straight
4.2213,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0901,straight
4.2414,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1139,straight
4.2614,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0619,straight
4.2815,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0583,straight
4.3015,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0386,straight
4.3217,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1576,straight
4.3440,0.0223,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.3381,straight
4.3641,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0677,straight
4.3872,0.0206,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.6184,straight
4.4043,0.0196,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.6215,straight
4.4244,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0748,straight
4.4445,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1240,straight
4.4647,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1379,straight
4.4847,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0536,straight
4.5048,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1021,straight
4.5250,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2129,straight
4.5473,0.0223,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.2501,straight
4.5674,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0809,straight
4.5886,0.0212,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.2011,straight
4.6086,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9977,straight
4.6287,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1087,straight
4.6488,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0985,straight
4.6689,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1025,straight
4.6888,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9994,straight
4.7089,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0872,straight
4.7290,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1198,straight
4.7513,0.0222,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.1862,straight
4.7713,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0420,straight
4.7914,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1280,straight
4.8116,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0847,straight
4.8317,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1631,straight
4.8518,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0837,straight
4.8717,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9942,straight
4.8918,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0679,straight
4.9122,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3407,straight
4.9320,0.0199,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.8572,straight
4.9540,0.0220,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.9932,straight
4.9741,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1283,straight
4.9944,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3436,straight
5.0145,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9516,straight
5.0345,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0497,straight
5.0546,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1261,straight
5.0748,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1301,straight
5.0948,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0626,straight
5.1147,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0163,straight
5.1349,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1897,straight
5.1575,0.0225,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.4723,straight
5.1775,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0035,straight
5.1976,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0874,straight
5.2178,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1410,straight
5.2379,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1020,straight
5.2579,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0525,straight
5.2779,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0500,straight
5.2980,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0728,straight
5.3180,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0802,straight
5.3381,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0662,straight
5.3606,0.0224,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.4171,straight
5.3806,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0216,straight
5.4005,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0420,straight
5.4210,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3313,straight
5.4410,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0371,straight
5.4611,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0929,straight
5.4811,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0823,straight
5.5013,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1637,straight
5.5215,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1116,straight
5.5415,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0758,straight
5.5640,0.0225,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,22.5113,straight
5.5841,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0708,straight
5.6043,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2143,straight
5.6260,0.0217,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,21.7291,straight
5.6447,0.0186,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,18.6135,straight
5.6651,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3327,straight
5.6845,0.0196,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.6185,straight
5.7050,0.0203,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.3441,straight
5.7249,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9595,straight
5.7450,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0664,straight
5.7684,0.0234,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,23.3999,straight
5.7884,0.0200,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0218,straight
5.8086,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1618,straight
5.8287,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.0800,straight
5.8488,0.0201,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.1337,straight
5.8686,0.0199,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,19.9473,straight
5.8890,0.0202,run,2.0000,-2.0000,0.0085,-0.0000,0.0000,-0.0085,18.0000,1200.0000,1188.5902,1175.4098,1.0000,0,0,1,1,,4720,4720,20.2477,straight
