# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0009,0.0200,run,3.0000,-3.0000,0.0000,0.0000,0.0000,-0.0000,0.0051,1.6000,1.6031,1.5866,1.0000,0,0,1,1,,5943,5943,20.0000,right,0,11.3000
0.0196,0.0188,run,3.0000,-3.0000,0.0000,0.0000,0.0000,-0.0000,0.0182,4.5143,4.5093,4.4829,1.0000,0,0,1,1,,5943,5943,18.7849,right,0,11.3000
0.0521,0.0325,run,3.0000,-3.0000,0.0000,0.0000,0.0000,-0.0000,0.0803,13.7726,13.7294,13.6551,1.0000,4,3,1,1,,5943,5943,32.4789,right,0,11.3000
0.0719,0.0198,run,3.0000,-3.0000,0.0001,0.0000,0.0000,-0.0001,0.1359,20.9892,20.9668,20.7399,1.0000,4,3,1,1,,5943,5943,19.8100,right,0,11.3000
0.0923,0.0204,run,3.0000,-3.0000,0.0002,0.0000,0.0000,-0.0002,0.2144,30.0817,30.0402,29.6944,1.0000,4,3,1,1,,5943,5943,20.3928,right,0,11.3000
0.1120,0.0198,run,3.0000,-3.0000,0.0003,0.0000,0.0000,-0.0003,0.3130,40.4747,40.4095,39.9139,1.0000,4,3,1,1,,5943,5943,19.7946,right,0,11.3000
0.1322,0.0202,run,3.0000,-3.0000,0.0004,0.0000,0.0000,-0.0004,0.4385,52.6812,52.5762,51.9093,1.0000,4,3,1,1,,5943,5943,20.1539,right,0,11.3000
0.1524,0.0201,run,3.0000,-3.0000,0.0006,0.0000,0.0000,-0.0006,0.5906,66.5092,66.3526,65.4846,1.0000,4,3,1,1,,5943,5943,20.1498,right,0,11.3000
0.1725,0.0201,run,3.0000,-3.0000,0.0007,0.0000,0.0000,-0.0007,0.7703,81.9195,81.6971,80.6013,1.0000,4,3,1,1,,5943,5943,20.1006,right,0,11.3000
0.1925,0.0200,run,3.0000,-3.0000,0.0009,0.0000,0.0000,-0.0009,0.9786,98.8979,98.5942,97.2445,1.0000,4,3,1,1,,5943,5943,20.0488,right,0,11.3000
0.2127,0.0201,run,3.0000,-3.0000,0.0011,0.0000,0.0000,-0.0011,1.2181,117.5757,117.1722,115.5428,1.0000,4,3,1,1,,5943,5943,20.1396,right,0,11.3000
0.2326,0.0200,run,3.0000,-3.0000,0.0013,0.0000,0.0000,-0.0013,1.4862,137.5657,137.0481,135.1110,1.0000,4,3,1,1,,5943,5943,19.9901,right,0,11.3000
0.2643,0.0316,run,3.0000,-3.0000,0.0015,0.0000,0.0000,-0.0015,1.9699,169.1732,168.3365,166.0701,1.0000,125,132,1,1,,823,1847,31.6075,right,0,11.3000
0.2843,0.0200,run,3.0000,-3.0000,0.0018,0.0000,0.0000,-0.0018,2.2972,189.2101,188.3065,185.5193,1.0000,125,132,1,1,,823,1847,20.0369,right,0,11.3000
0.3045,0.0202,run,3.0000,-3.0000,0.0020,0.0000,0.0000,-0.0020,2.6447,209.3877,208.3017,205.1843,1.0000,125,132,1,1,,823,1847,20.1776,right,0,11.3000
0.3246,0.0201,run,3.0000,-3.0000,0.0022,0.0000,0.0000,-0.0022,3.0059,229.4804,228.1994,224.7497,1.0000,125,132,1,1,,823,1847,20.0928,right,0,11.3000
0.3446,0.0200,run,3.0000,-3.0000,0.0024,0.0000,0.0000,-0.0024,3.3786,249.4941,248.0058,244.2250,1.0000,125,132,1,1,,823,1847,20.0136,right,0,11.3000
0.3647,0.0201,run,3.0000,-3.0000,0.0027,0.0000,0.0000,-0.0027,3.7644,269.6073,267.8981,263.7876,1.0000,125,132,1,1,,823,1847,20.1132,right,0,11.3000
0.3849,0.0201,run,3.0000,-3.0000,0.0029,0.0000,0.0000,-0.0029,4.1600,289.7290,287.7900,283.3481,1.0000,125,132,1,1,,823,1847,20.1217,right,0,11.3000
0.4049,0.0201,run,3.0000,-3.0000,0.0031,0.0000,0.0000,-0.0031,4.5624,309.7852,307.6095,302.8361,1.0000,125,132,1,1,,823,1847,20.0562,right,0,11.3000
0.4249,0.0201,run,3.0000,-3.0000,0.0033,0.0000,0.0000,-0.0033,4.9720,329.8502,327.4301,322.3263,1.0000,125,132,1,1,,823,1847,20.0650,right,0,11.3000
0.4451,0.0202,run,3.0000,-3.0000,0.0035,0.0000,0.0000,-0.0035,5.3898,350.0186,347.3460,341.9116,1.0000,125,132,1,1,,823,1847,20.1684,right,0,11.3000
0.4759,0.0308,run,3.0000,-3.0000,0.0037,0.0000,0.0000,-0.0037,6.0380,380.7747,377.6200,371.8533,1.0000,334,339,1,1,,823,1847,30.7561,right,0,11.3000
0.4958,0.0200,run,3.0000,-3.0000,0.0041,0.0000,0.0000,-0.0041,6.4627,400.7284,397.4024,391.1290,1.0000,334,339,1,1,,823,1847,19.9537,right,0,11.3000
0.5160,0.0202,run,3.0000,-3.0000,0.0043,0.0000,0.0000,-0.0043,6.8954,420.8964,417.3021,410.6999,1.0000,334,339,1,1,,823,1847,20.1680,right,0,11.3000
0.5360,0.0200,run,3.0000,-3.0000,0.0045,0.0000,0.0000,-0.0045,7.3277,440.9050,437.0445,430.1101,1.0000,334,339,1,1,,823,1847,20.0086,right,0,11.3000
0.5562,0.0202,run,3.0000,-3.0000,0.0047,0.0000,0.0000,-0.0047,7.7659,461.0687,456.9348,449.6707,1.0000,334,339,1,1,,823,1847,20.1637,right,0,11.3000
0.5762,0.0201,run,3.0000,-3.0000,0.0049,0.0000,0.0000,-0.0049,8.2041,481.1260,476.7201,469.1238,1.0000,334,339,1,1,,823,1847,20.0573,right,0,11.3000
0.5964,0.0201,run,3.0000,-3.0000,0.0051,0.0000,0.0000,-0.0051,8.6459,501.2644,496.5819,488.6551,1.0000,334,339,1,1,,823,1847,20.1383,right,0,11.3000
0.6165,0.0202,run,3.0000,-3.0000,0.0053,0.0000,0.0000,-0.0053,9.0896,521.4151,516.4548,508.1963,1.0000,334,339,1,1,,823,1847,20.1507,right,0,11.3000
0.6367,0.0201,run,3.0000,-3.0000,0.0056,0.0000,0.0000,-0.0056,9.5345,541.5607,536.3214,527.7309,1.0000,334,339,1,1,,823,1847,20.1456,right,0,11.3000
0.6564,0.0199,run,3.0000,-3.0000,0.0058,0.0000,0.0000,-0.0058,9.9745,561.4273,555.9140,546.9916,1.0000,334,339,1,1,,823,1847,19.8667,right,0,11.3000
0.6886,0.0321,run,3.0000,-3.0000,0.0060,0.0000,0.0000,-0.0060,10.6879,593.5313,587.4682,578.2185,1.0000,546,543,1,1,,823,1847,32.1039,right,0,11.3000
0.7088,0.0201,run,3.0000,-3.0000,0.0063,0.0000,0.0000,-0.0063,11.1363,613.6752,607.4282,597.6496,1.0000,546,543,1,1,,823,1847,20.1440,right,0,11.3000
0.7289,0.0201,run,3.0000,-3.0000,0.0065,0.0000,0.0000,-0.0065,11.5841,633.7603,627.2314,617.1209,1.0000,546,543,1,1,,823,1847,20.0851,right,0,11.3000
0.7492,0.0202,run,3.0000,-3.0000,0.0067,0.0000,0.0000,-0.0067,12.0344,653.9298,647.1161,636.6747,1.0000,546,543,1,1,,823,1847,20.1695,right,0,11.3000
0.7687,0.0198,run,3.0000,-3.0000,0.0070,0.0000,0.0000,-0.0070,12.4777,673.7615,666.6707,655.8970,1.0000,546,543,1,1,,823,1847,19.8317,right,0,11.3000
0.7892,0.0204,run,3.0000,-3.0000,0.0072,0.0000,0.0000,-0.0072,12.9332,694.1239,686.7410,675.6405,1.0000,546,543,1,1,,823,1847,20.3624,right,0,11.3000
0.8093,0.0200,run,3.0000,-3.0000,0.0074,0.0000,0.0000,-0.0074,13.3817,714.1565,706.4928,695.0568,1.0000,546,543,1,1,,823,1847,20.0326,right,0,11.3000
0.8293,0.0200,run,3.0000,-3.0000,0.0076,0.0000,0.0000,-0.0076,13.8307,734.1969,726.2492,714.4831,1.0000,546,543,1,1,,823,1847,20.0404,right,0,11.3000
0.8498,0.0204,run,3.0000,-3.0000,0.0078,0.0000,0.0000,-0.0078,14.2890,754.6366,746.3957,734.2995,1.0000,546,543,1,1,,823,1847,20.4397,right,0,11.3000
0.8695,0.0198,run,3.0000,-3.0000,0.0080,0.0000,0.0000,-0.0080,14.7332,774.4415,765.9247,753.4918,1.0000,546,543,1,1,,823,1847,19.8049,right,0,11.3000
0.9017,0.0321,run,3.0000,-3.0000,0.0082,0.0000,0.0000,-0.0082,15.4531,806.5113,797.4379,784.6787,1.0000,760,758,1,1,,823,1847,32.0699,right,0,11.3000
0.9218,0.0201,run,3.0000,-3.0000,0.0086,0.0000,0.0000,-0.0086,15.9052,826.6500,817.3886,804.1010,1.0000,760,758,1,1,,823,1847,20.1387,right,0,11.3000
0.9418,0.0200,run,3.0000,-3.0000,0.0088,0.0000,0.0000,-0.0088,16.3545,846.6525,837.1077,823.4884,1.0000,760,758,1,1,,823,1847,20.0025,right,0,11.3000
0.9618,0.0201,run,3.0000,-3.0000,0.0090,0.0000,0.0000,-0.0090,16.8050,866.7078,856.8772,842.9283,1.0000,760,758,1,1,,823,1847,20.0552,right,0,11.3000
0.9818,0.0200,run,3.0000,-3.0000,0.0092,0.0000,0.0000,-0.0092,17.2554,886.7510,876.6352,862.3559,1.0000,760,758,1,1,,823,1847,20.0432,right,0,11.3000
1.0020,0.0201,run,3.0000,-3.0000,0.0094,0.0000,0.0000,-0.0094,17.7082,906.8954,896.4920,881.8824,1.0000,760,758,1,1,,823,1847,20.1444,right,0,11.3000
1.0220,0.0201,run,3.0000,-3.0000,0.0097,0.0000,0.0000,-0.0097,18.1591,926.9547,916.2664,901.3249,1.0000,760,758,1,1,,823,1847,20.0593,right,0,11.3000
1.0420,0.0200,run,3.0000,-3.0000,0.0099,0.0000,0.0000,-0.0099,18.6091,946.9740,936.0009,920.7289,1.0000,760,758,1,1,,823,1847,20.0193,right,0,11.3000
1.0621,0.0201,run,3.0000,-3.0000,0.0101,0.0000,0.0000,-0.0101,19.0608,967.0601,955.8002,940.1984,1.0000,760,758,1,1,,823,1847,20.0861,right,0,11.3000
1.0823,0.0201,run,3.0000,-3.0000,0.0103,0.0000,0.0000,-0.0103,19.5132,987.1814,975.6345,959.7018,1.0000,760,758,1,1,,823,1847,20.1213,right,0,11.3000
1.1151,0.0328,run,3.0000,-3.0000,0.0105,0.0000,0.0000,-0.0105,20.1540,1000.0000,987.9781,971.7139,1.0000,963,959,1,1,,823,1847,32.7748,right,0,11.3000
1.1352,0.0201,run,3.0000,-3.0000,0.0106,0.0000,0.0000,-0.0106,20.4900,1000.0000,987.7477,971.2723,1.0000,963,959,1,1,,823,1847,20.0620,right,0,11.3000
1.1552,0.0200,run,3.0000,-3.0000,0.0106,0.0000,0.0000,-0.0106,20.7776,1000.0000,987.4601,970.9847,1.0000,963,959,1,1,,823,1847,20.0369,right,0,11.3000
1.1752,0.0200,run,2.0000,-2.0000,0.0071,0.0000,-0.0134,0.0063,23.7787,1000.0000,971.3261,981.1164,1.0000,963,959,1,1,,823,1847,19.9998,right,0,11.3000
1.1953,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0096,0.0025,25.2603,1000.0000,972.8227,976.6568,1.0000,963,959,1,1,,823,1847,20.0980,right,0,11.3000
1.2154,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0068,-0.0003,25.7429,1000.0000,974.4693,974.0449,1.0000,963,959,1,1,,823,1847,20.1647,right,0,11.3000
1.2355,0.0200,run,2.0000,-2.0000,0.0071,0.0000,-0.0049,-0.0022,25.5965,1000.0000,976.1261,972.6809,1.0000,963,959,1,1,,823,1847,20.0364,right,0,11.3000
1.2556,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0035,-0.0036,25.0707,1000.0000,977.7330,972.1257,1.0000,963,959,1,1,,823,1847,20.1075,right,0,11.3000
1.2758,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0025,-0.0046,24.3303,1000.0000,979.2474,972.0921,1.0000,963,959,1,1,,823,1847,20.2192,right,0,11.3000
1.2959,0.0201,run,3.0000,-3.0000,0.0106,0.0000,0.0116,-0.0223,27.3984,1000.0000,989.8487,955.3546,1.0000,963,959,1,1,,823,1847,20.0803,right,0,11.3000
1.3286,0.0327,run,2.0000,-2.0000,0.0071,0.0000,-0.0043,-0.0028,26.5907,1000.0000,975.5560,971.2626,1.0000,985,959,1,1,,1847,1847,32.6928,right,0,11.3000
1.3485,0.0199,run,2.0000,-2.0000,0.0071,0.0000,-0.0031,-0.0040,25.8176,1000.0000,977.2831,971.0818,1.0000,985,959,1,1,,1847,1847,19.9473,right,0,11.3000
1.3686,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0022,-0.0049,24.8975,1000.0000,978.8883,971.3167,1.0000,985,959,1,1,,1847,1847,20.0813,right,0,11.3000
1.3886,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0016,-0.0055,23.9298,1000.0000,980.3445,971.7960,1.0000,985,959,1,1,,1847,1847,20.0570,right,0,11.3000
1.4088,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0011,-0.0060,22.9675,1000.0000,981.6565,972.4085,1.0000,985,959,1,1,,1847,1847,20.1526,right,0,11.3000
1.4288,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0008,-0.0063,22.0551,1000.0000,982.8173,973.0724,1.0000,985,959,1,1,,1847,1847,20.0601,right,0,11.3000
1.4493,0.0203,run,2.0000,-2.0000,0.0071,0.0000,-0.0006,-0.0065,21.1968,1000.0000,983.8548,973.7516,1.0000,985,959,1,1,,1847,1847,20.3495,right,0,11.3000
1.4690,0.0199,run,2.0000,-2.0000,0.0071,0.0000,-0.0004,-0.0067,20.4310,1000.0000,984.7460,974.3921,1.0000,985,959,1,1,,1847,1847,19.8962,right,0,11.3000
1.4894,0.0203,run,2.0000,-2.0000,0.0071,0.0000,-0.0003,-0.0068,19.7299,1000.0000,985.5378,975.0024,1.0000,985,959,1,1,,1847,1847,20.2617,right,0,11.3000
1.5096,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0002,-0.0069,19.1087,1000.0000,986.2234,975.5592,1.0000,985,959,1,1,,1847,1847,20.1630,right,0,11.3000
1.5324,0.0229,run,2.0000,-2.0000,0.0071,0.0000,-0.0001,-0.0070,18.4963,1000.0000,986.8859,976.1215,1.0000,981,974,1,1,,1847,1847,22.8671,right,0,11.3000
1.5525,0.0200,run,2.0000,-2.0000,0.0071,0.0000,-0.0001,-0.0070,18.0250,1000.0000,987.3886,976.5614,1.0000,981,974,1,1,,1847,1847,20.0332,right,0,11.3000
1.5725,0.0200,run,2.0000,-2.0000,0.0071,0.0000,-0.0001,-0.0070,17.6126,1000.0000,987.8234,976.9515,1.0000,981,974,1,1,,1847,1847,20.0473,right,0,11.3000
1.5925,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0001,-0.0070,17.2533,1000.0000,988.1987,977.2948,1.0000,981,974,1,1,,1847,1847,20.0500,right,0,11.3000
1.6128,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,16.9385,1000.0000,988.5249,977.5980,1.0000,981,974,1,1,,1847,1847,20.2483,right,0,11.3000
1.6328,0.0200,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,16.6685,1000.0000,988.8031,977.8600,1.0000,981,974,1,1,,1847,1847,20.0484,right,0,11.3000
1.6532,0.0203,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,16.4323,1000.0000,989.0451,978.0903,1.0000,981,974,1,1,,1847,1847,20.3112,right,0,11.3000
1.6730,0.0199,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,16.2327,1000.0000,989.2488,978.2858,1.0000,981,974,1,1,,1847,1847,19.8629,right,0,11.3000
1.6932,0.0202,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,16.0579,1000.0000,989.4266,978.4577,1.0000,981,974,1,1,,1847,1847,20.1900,right,0,11.3000
1.7133,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,15.9082,1000.0000,989.5783,978.6052,1.0000,981,974,1,1,,1847,1847,20.0723,right,0,11.3000
1.7364,0.0231,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,15.7631,1000.0000,989.7252,978.7487,1.0000,989,978,1,1,,1847,1847,23.1085,right,0,11.3000
1.7565,0.0201,run,2.0000,-2.0000,0.0071,0.0000,-0.0000,-0.0071,15.6547,1000.0000,989.8346,978.8561,1.0000,989,978,1,1,,1847,1847,20.0665,right,0,11.3000
1.7764,0.0200,run,1.0000,-1.0000,0.0035,0.0000,-0.0134,0.0099,18.3177,1000.0000,974.0413,989.3233,1.0000,989,978,1,1,,1847,1847,20.0125,right,0,11.3000
1.7965,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0096,0.0060,19.5068,1000.0000,975.8311,985.1554,1.0000,989,978,1,1,,1847,1847,20.1056,right,0,11.3000
1.8167,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0068,0.0033,19.7389,1000.0000,977.7238,982.7984,1.0000,989,978,1,1,,1847,1847,20.1094,right,0,11.3000
1.8367,0.0200,run,1.0000,-1.0000,0.0035,0.0000,-0.0049,0.0013,19.3793,1000.0000,979.5952,981.6463,1.0000,989,978,1,1,,1847,1847,20.0420,right,0,11.3000
1.8570,0.0202,run,1.0000,-1.0000,0.0035,0.0000,-0.0035,-0.0001,18.6652,1000.0000,981.3949,981.2746,1.0000,989,978,1,1,,1847,1847,20.2116,right,0,11.3000
1.8770,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0025,-0.0011,17.7735,1000.0000,983.0560,981.3971,1.0000,989,978,1,1,,1847,1847,20.0719,right,0,11.3000
1.8972,0.0202,run,1.0000,-1.0000,0.0035,0.0000,-0.0018,-0.0018,16.8009,1000.0000,984.5798,981.8184,1.0000,989,978,1,1,,1847,1847,20.1905,right,0,11.3000
1.9173,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0013,-0.0023,15.8274,1000.0000,985.9446,982.4006,1.0000,989,978,1,1,,1847,1847,20.0870,right,0,11.3000
1.9403,0.0230,run,1.0000,-1.0000,0.0035,0.0000,-0.0009,-0.0027,14.7630,1000.0000,987.3162,983.1578,1.0000,985,983,1,1,,1847,1847,23.0391,right,0,11.3000
1.9605,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0006,-0.0029,13.8954,1000.0000,988.3752,983.8340,1.0000,985,983,1,1,,1847,1847,20.1389,right,0,11.3000
1.9804,0.0200,run,1.0000,-1.0000,0.0035,0.0000,-0.0004,-0.0031,13.1072,1000.0000,989.2992,984.4865,1.0000,985,983,1,1,,1847,1847,19.9914,right,0,11.3000
2.0005,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0003,-0.0032,12.3927,1000.0000,990.1110,985.1036,1.0000,985,983,1,1,,1847,1847,20.0874,right,0,11.3000
2.0208,0.0202,run,1.0000,-1.0000,0.0035,0.0000,-0.0002,-0.0033,11.7515,1000.0000,990.8219,985.6751,1.0000,985,983,1,1,,1847,1847,20.2123,right,0,11.3000
2.0409,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0002,-0.0034,11.1865,1000.0000,991.4364,986.1906,1.0000,985,983,1,1,,1847,1847,20.1229,right,0,11.3000
2.0609,0.0201,run,1.0000,-1.0000,0.0035,0.0000,-0.0001,-0.0034,10.6907,1000.0000,991.9674,986.6511,1.0000,985,983,1,1,,1847,1847,20.0688,right,0,11.3000
