# profile=agv-01 blind run: 1 segment(s) at 637 r/min reference, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
3.3889,0.0200,running,1,1.0000,1.0000,0.4644,0.4644,8569510,8806105,636.6198,636.8564,636,642,0.4644,-0.0000,-0.0044,0.2000,,0,20.0251
3.4092,0.0201,running,1,1.0000,1.0000,0.4684,0.4684,8577127,8813871,636.6198,636.3598,636,642,0.4684,-0.0000,0.0048,0.2000,,0,20.0668
3.4291,0.0202,running,1,1.0000,1.0000,0.4725,0.4724,8584887,8821510,636.6198,636.7631,636,642,0.4724,-0.0000,-0.0026,0.2000,,0,20.1910
3.4524,0.0226,running,1,1.0000,1.0000,0.4770,0.4771,8593506,8830384,636.6198,635.9131,638,639,0.4770,-0.0000,0.0131,0.2000,,0,22.5911
3.4727,0.0202,running,1,1.0000,1.0000,0.4810,0.4811,8601181,8838102,636.6198,635.7698,638,639,0.4811,-0.0000,0.0157,0.2000,,0,20.2436
3.4929,0.0202,running,1,1.0000,1.0000,0.4850,0.4852,8608931,8845867,636.6198,635.7198,638,639,0.4851,-0.0000,0.0166,0.2000,,0,20.1647
3.5126,0.0200,running,1,1.0000,1.0000,0.4890,0.4891,8616473,8853387,636.6198,635.7931,638,639,0.4891,-0.0000,0.0153,0.2000,,0,19.9817
3.5332,0.0202,running,1,1.0000,1.0000,0.4931,0.4933,8624262,8861271,636.6198,635.4764,638,639,0.4932,-0.0000,0.0211,0.2000,,0,20.2063
3.5532,0.0199,running,1,1.0000,1.0000,0.4971,0.4972,8631899,8868864,636.6198,635.6231,638,639,0.4972,-0.0000,0.0184,0.2000,,0,19.9486
3.5734,0.0203,running,1,1.0000,1.0000,0.5011,0.5013,8639633,8876640,636.6198,635.4831,638,639,0.5012,-0.0000,0.0210,0.2000,,0,20.2956
3.5934,0.0201,running,1,1.0000,1.0000,0.5052,0.5053,8647382,8884275,636.6198,635.8631,638,639,0.5052,-0.0000,0.0140,0.2000,,0,20.0694
3.6137,0.0201,running,1,1.0000,1.0000,0.5092,0.5094,8654979,8892021,636.6198,635.3664,638,639,0.5093,-0.0000,0.0232,0.2000,,0,20.0990
3.6333,0.0199,running,1,1.0000,1.0000,0.5131,0.5133,8662556,8899585,636.6198,635.4098,638,639,0.5132,-0.0000,0.0224,0.2000,,0,19.9159
3.6571,0.0243,running,1,1.0000,1.0000,0.5181,0.5180,8671964,8908551,636.6198,636.8831,638,634,0.5180,-0.0000,-0.0049,0.2000,,0,24.3051
3.6769,0.0201,running,1,1.0000,1.0000,0.5221,0.5220,8679604,8916195,636.6198,636.8698,638,634,0.5220,-0.0000,-0.0046,0.2000,,0,20.1464
3.6971,0.0202,running,1,1.0000,1.0000,0.5261,0.5261,8687359,8923974,636.6198,636.7898,638,634,0.5261,-0.0000,-0.0031,0.2000,,0,20.1565
3.7171,0.0200,running,1,1.0000,1.0000,0.5301,0.5301,8694985,8931573,636.6198,636.8798,638,634,0.5301,-0.0000,-0.0048,0.2000,,0,20.0223
3.7375,0.0202,running,1,1.0000,1.0000,0.5342,0.5341,8702711,8939344,636.6198,636.7298,638,634,0.5341,-0.0000,-0.0020,0.2000,,0,20.1917
3.7574,0.0200,running,1,1.0000,1.0000,0.5382,0.5381,8710370,8946922,636.6198,636.9998,638,634,0.5381,-0.0000,-0.0070,0.2000,,0,19.9874
3.7774,0.0201,running,1,1.0000,1.0000,0.5421,0.5421,8717985,8954585,636.6198,636.8398,638,634,0.5421,-0.0000,-0.0041,0.2000,,0,20.1496
3.7977,0.0201,running,1,1.0000,1.0000,0.5462,0.5462,8725739,8962315,636.6198,636.9198,638,634,0.5462,-0.0000,-0.0055,0.2000,,0,20.1091
3.8177,0.0201,running,1,1.0000,1.0000,0.5502,0.5502,8733349,8969959,636.6198,636.8064,638,634,0.5502,-0.0000,-0.0034,0.2000,,0,20.0630
3.8377,0.0200,running,1,1.0000,1.0000,0.5542,0.5542,8741009,8977601,636.6198,636.8664,638,634,0.5542,-0.0000,-0.0046,0.2000,,0,20.0225
3.8617,0.0233,running,1,1.0000,1.0000,0.5589,0.5589,8749888,8986729,636.6198,636.0364,641,630,0.5589,-0.0000,0.0108,0.2000,,0,23.2970
3.9110,0.0488,running,1,1.0000,1.0000,0.5686,0.5687,8768469,9005324,636.6198,635.9898,641,630,0.5686,-0.0000,0.0116,0.2000,,0,48.7638
3.9309,0.0200,running,1,1.0000,1.0000,0.5727,0.5726,8776250,9012835,636.6198,636.8898,641,630,0.5726,-0.0000,-0.0050,0.2000,79,1,20.0346
3.9508,0.0202,running,1,1.0000,1.0000,0.5767,0.5767,8783902,9020552,636.6198,636.6731,641,630,0.5767,-0.0000,-0.0010,0.2000,,0,20.2122
3.9711,0.0201,running,1,1.0000,1.0000,0.5807,0.5807,8791670,9028293,636.6198,636.7631,641,630,0.5807,-0.0000,-0.0026,0.2000,,0,20.0669
3.9910,0.0200,running,1,1.0000,1.0000,0.5847,0.5847,8799270,9035958,636.6198,636.5464,641,630,0.5847,-0.0000,0.0014,0.2000,77,1,20.0349
4.0112,0.0200,running,1,1.0000,1.0000,0.5887,0.5887,8806923,9043618,636.6198,636.5231,641,630,0.5887,-0.0000,0.0018,0.2000,,0,20.0441
4.0312,0.0201,running,1,1.0000,1.0000,0.5928,0.5928,8814636,9051324,636.6198,636.5464,641,630,0.5928,-0.0000,0.0014,0.2000,,0,20.1317
4.0512,0.0201,running,1,1.0000,1.0000,0.5968,0.5968,8822314,9059016,636.6198,636.4998,641,630,0.5968,-0.0000,0.0022,0.2000,75,1,20.0759
4.0734,0.0224,running,1,1.0000,1.0000,0.6012,0.6014,8830824,9067821,636.6198,635.5164,640,633,0.6013,-0.0000,0.0204,0.2000,82,1,22.3843
4.0937,0.0201,running,1,1.0000,1.0000,0.6053,0.6054,8838516,9075501,636.6198,635.5564,640,633,0.6053,-0.0000,0.0197,0.2000,79,1,20.1226
4.1139,0.0204,running,1,1.0000,1.0000,0.6095,0.6095,8846531,9083270,636.6198,636.3764,640,633,0.6095,-0.0000,0.0045,0.2000,77,1,20.4047
4.1366,0.0230,running,1,1.0000,1.0000,0.6140,0.6140,8855241,9091961,636.6198,636.4398,640,633,0.6140,-0.0000,0.0033,0.2000,80,1,23.0372
4.1537,0.0167,running,1,1.0000,1.0000,0.6173,0.6174,8861449,9098444,636.6198,635.5231,640,633,0.6174,-0.0000,0.0203,0.2000,76,1,16.6986
4.1740,0.0203,running,1,1.0000,1.0000,0.6215,0.6215,8869497,9106176,636.6198,636.5764,640,633,0.6215,-0.0000,0.0008,0.2000,,0,20.3002
4.1939,0.0200,running,1,1.0000,1.0000,0.6255,0.6255,8877107,9113839,636.6198,636.3998,640,633,0.6255,-0.0000,0.0041,0.2000,79,1,19.9861
4.2142,0.0202,running,1,1.0000,1.0000,0.6295,0.6296,8884760,9121576,636.6198,636.1198,640,633,0.6295,-0.0000,0.0092,0.2000,82,1,20.1645
4.2339,0.0200,running,1,1.0000,1.0000,0.6335,0.6335,8892372,9129084,636.6198,636.4664,640,633,0.6335,-0.0000,0.0028,0.2000,79,1,19.9540
4.2539,0.0201,running,1,1.0000,1.0000,0.6375,0.6375,8900041,9136742,636.6198,636.5031,640,633,0.6375,-0.0000,0.0022,0.2000,82,1,20.1344
4.2755,0.0218,running,1,1.0000,1.0000,0.6418,0.6418,8908262,9144944,636.6198,636.5664,638,635,0.6418,-0.0000,0.0010,0.2000,78,1,21.7817
4.2955,0.0201,running,1,1.0000,1.0000,0.6458,0.6458,8915909,9152622,636.6198,636.4631,638,635,0.6458,-0.0000,0.0029,0.2000,78,1,20.0593
4.3178,0.0201,running,1,1.0000,1.0000,0.6499,0.6499,8923697,9160371,636.6198,636.5931,638,635,0.6499,-0.0000,0.0005,0.2000,77,1,20.1318
4.3357,0.0201,running,1,1.0000,1.0000,0.6538,0.6539,8931300,9168016,636.6198,636.4531,638,635,0.6539,-0.0000,0.0031,0.2000,83,1,20.0506
4.3555,0.0199,running,1,1.0000,1.0000,0.6578,0.6578,8938870,9175580,636.6198,636.4731,638,635,0.6578,-0.0000,0.0027,0.2000,81,1,19.9442
4.3760,0.0203,running,1,1.0000,1.0000,0.6619,0.6619,8946679,9183377,636.6198,636.5131,638,635,0.6619,-0.0000,0.0020,0.2000,79,1,20.2713
4.3960,0.0201,running,1,1.0000,1.0000,0.6659,0.6659,8954343,9191050,636.6198,636.4831,638,635,0.6659,-0.0000,0.0025,0.2000,79,1,20.0981
4.4165,0.0203,running,1,1.0000,1.0000,0.6700,0.6700,8962210,9198837,636.6198,636.7498,638,635,0.6700,-0.0000,-0.0024,0.2000,73,1,20.2875
4.4359,0.0198,running,1,1.0000,1.0000,0.6739,0.6739,8969639,9206333,636.6198,636.5264,638,635,0.6739,-0.0000,0.0017,0.2000,74,1,19.7905
4.4562,0.0201,running,1,1.0000,1.0000,0.6780,0.6780,8977376,9214027,636.6198,636.6698,638,635,0.6780,-0.0000,-0.0009,0.2000,,0,20.1207
4.4780,0.0219,running,1,1.0000,1.0000,0.6823,0.6823,8985678,9222334,636.6198,636.6531,636,641,0.6823,-0.0000,-0.0006,0.2000,77,1,21.9130
4.4982,0.0201,running,1,1.0000,1.0000,0.6864,0.6864,8993434,9230123,636.6198,636.5431,636,641,0.6864,-0.0000,0.0014,0.2000,77,1,20.0813
4.5182,0.0201,running,1,1.0000,1.0000,0.6904,0.6904,9001052,9237718,636.6198,636.6198,636,641,0.6904,-0.0000,-0.0000,0.2000,78,1,20.1016
4.5439,0.0227,running,1,1.0000,1.0000,0.6949,0.6951,9009755,9246691,636.6198,635.7198,636,641,0.6950,-0.0000,0.0166,0.2000,83,1,22.7019
4.5592,0.0182,running,1,1.0000,1.0000,0.6986,0.6986,9016744,9253413,636.6198,636.6098,636,641,0.6986,-0.0000,0.0002,0.2000,82,1,18.1632
4.5792,0.0202,running,1,1.0000,1.0000,0.7026,0.7026,9024383,9261047,636.6198,636.6264,636,641,0.7026,-0.0000,-0.0001,0.2000,79,1,20.1591
4.5992,0.0201,running,1,1.0000,1.0000,0.7066,0.7066,9032067,9268700,636.6198,636.7298,636,641,0.7066,-0.0000,-0.0020,0.2000,74,1,20.0582
4.6195,0.0201,running,1,1.0000,1.0000,0.7106,0.7106,9039785,9276415,636.6198,636.7398,636,641,0.7106,-0.0000,-0.0022,0.2000,79,1,20.1308
4.6395,0.0200,running,1,1.0000,1.0000,0.7146,0.7147,9047437,9284105,636.6198,636.6131,636,641,0.7146,-0.0000,0.0001,0.2000,79,1,19.9583
4.6595,0.0201,running,1,1.0000,1.0000,0.7186,0.7186,9055052,9291705,636.6198,636.6631,636,641,0.7186,-0.0000,-0.0008,0.2000,74,1,20.1499
4.6818,0.0215,running,1,1.0000,1.0000,0.7229,0.7231,9063265,9300229,636.6198,635.6264,634,643,0.7230,-0.0000,0.0184,0.2000,73,1,21.5212
4.7020,0.0201,running,1,1.0000,1.0000,0.7270,0.7272,9071041,9308011,636.6198,635.6064,634,643,0.7271,-0.0000,0.0187,0.2000,73,1,20.1451
4.7220,0.0201,running,1,1.0000,1.0000,0.7310,0.7312,9078660,9315622,636.6198,635.6331,634,643,0.7311,-0.0000,0.0182,0.2000,76,1,20.1157
4.7449,0.0229,running,1,1.0000,1.0000,0.7357,0.7358,9087555,9324406,636.6198,636.0031,634,643,0.7357,-0.0000,0.0114,0.2000,78,1,22.9351
4.7632,0.0181,running,1,1.0000,1.0000,0.7393,0.7394,9094447,9331395,636.6198,635.6798,634,643,0.7393,-0.0000,0.0174,0.2000,76,1,18.1329
4.7832,0.0200,running,1,1.0000,1.0000,0.7432,0.7434,9102057,9339026,636.6198,635.6098,634,643,0.7433,-0.0000,0.0187,0.2000,78,1,20.0116
4.8031,0.0200,running,1,1.0000,1.0000,0.7473,0.7474,9109745,9346695,636.6198,635.6731,634,643,0.7473,-0.0000,0.0175,0.2000,76,1,20.0468
4.8267,0.0203,running,1,1.0000,1.0000,0.7513,0.7515,9117483,9354410,636.6198,635.7498,634,643,0.7514,-0.0000,0.0161,0.2000,76,1,20.2670
4.8450,0.0201,running,1,1.0000,1.0000,0.7553,0.7555,9125169,9362202,636.6198,635.3964,634,643,0.7554,-0.0000,0.0226,0.2000,77,1,20.0851
4.8640,0.0202,running,1,1.0000,1.0000,0.7594,0.7596,9132888,9369906,636.6198,635.4464,634,643,0.7595,0.0000,0.0217,0.2000,78,1,20.1703
4.9270,0.0641,running,1,1.0000,1.0000,0.7722,0.7722,9157336,9393954,636.6198,636.7798,634,641,0.7722,0.0000,-0.0030,0.2000,74,1,64.1044
4.9539,0.0262,running,1,1.0000,1.0000,0.7776,0.7776,9167670,9404312,636.6198,636.6998,634,641,0.7776,0.0000,-0.0015,0.2000,73,1,26.2180
4.9672,0.0139,running,1,1.0000,1.0000,0.7803,0.7802,9172739,9409353,636.6198,636.7931,634,641,0.7802,0.0000,-0.0032,0.2000,72,1,13.9482
4.9875,0.0201,running,1,1.0000,1.0000,0.7843,0.7843,9180448,9417094,636.6198,636.6864,634,641,0.7843,0.0000,-0.0012,0.2000,73,1,20.1080
5.0072,0.0200,running,1,1.0000,1.0000,0.7883,0.7882,9188030,9424645,635.9146,636.0846,634,641,0.7882,0.0000,-0.0031,0.1998,74,1,19.9958
5.0317,0.0236,running,1,1.0000,1.0000,0.7930,0.7931,9197105,9434025,628.7387,627.8920,634,641,0.7931,0.0000,0.0156,0.1975,74,1,23.5733
5.0572,0.0263,running,1,1.0000,1.0000,0.7982,0.7982,9207022,9443660,620.8022,620.8955,634,641,0.7982,0.0000,-0.0017,0.1950,75,1,26.3451
5.0774,0.0202,running,1,1.0000,1.0000,0.8022,0.8021,9214629,9451207,614.6449,614.9382,634,641,0.8022,0.0000,-0.0054,0.1931,74,1,20.2085
5.1087,0.0313,running,1,1.0000,1.0000,0.8082,0.8082,9226196,9462754,605.1622,605.5222,619,614,0.8082,0.0000,-0.0067,0.1901,78,1,31.3379
5.1290,0.0201,running,1,1.0000,1.0000,0.8121,0.8121,9233589,9470210,599.0228,599.1728,619,614,0.8121,0.0000,-0.0028,0.1882,72,1,20.0751
5.1519,0.0222,running,1,1.0000,1.0000,0.8163,0.8164,9241635,9478483,592.2688,591.6621,619,614,0.8164,0.0000,0.0112,0.1861,73,1,22.2226
5.1717,0.0200,running,1,1.0000,1.0000,0.8200,0.8201,9248638,9485557,586.3270,585.4836,619,614,0.8201,0.0000,0.0156,0.1842,73,1,19.9704
5.1919,0.0200,running,1,1.0000,1.0000,0.8237,0.8238,9255801,9492646,580.1865,579.5898,619,614,0.8238,0.0000,0.0110,0.1823,74,1,20.0483
5.2120,0.0200,running,1,1.0000,1.0000,0.8274,0.8275,9262780,9499683,574.1405,573.3505,619,614,0.8275,0.0000,0.0146,0.1804,75,1,20.0382
5.2324,0.0205,running,1,1.0000,1.0000,0.8311,0.8312,9269864,9506715,567.9378,567.3211,619,614,0.8312,0.0000,0.0114,0.1784,72,1,20.4943
5.2537,0.0213,running,1,1.0000,1.0000,0.8349,0.8350,9277136,9513969,561.4992,560.9425,619,614,0.8350,0.0000,0.0103,0.1764,72,1,21.2866
5.2740,0.0203,running,1,1.0000,1.0000,0.8386,0.8386,9284223,9520821,555.1525,555.3792,619,614,0.8386,0.0000,-0.0042,0.1744,73,1,20.2590
5.2940,0.0201,running,1,1.0000,1.0000,0.8421,0.8421,9290888,9527527,549.1169,549.2069,619,614,0.8421,0.0000,-0.0017,0.1725,74,1,20.0992
5.3247,0.0316,running,1,1.0000,1.0000,0.8474,0.8474,9301067,9537650,539.7688,540.0454,553,545,0.8474,0.0000,-0.0051,0.1696,77,1,31.5525
5.3462,0.0201,running,1,1.0000,1.0000,0.8509,0.8509,9307665,9544338,533.6219,533.5986,553,545,0.8509,0.0000,0.0004,0.1676,74,1,20.0558
5.3675,0.0226,running,1,1.0000,1.0000,0.8547,0.8547,9314880,9551517,526.8181,526.9148,553,545,0.8547,0.0000,-0.0018,0.1655,72,1,22.6339
5.3877,0.0201,running,1,1.0000,1.0000,0.8581,0.8580,9321328,9557947,520.6624,520.8190,553,545,0.8580,0.0000,-0.0029,0.1636,73,1,20.1168
5.4077,0.0200,running,1,1.0000,1.0000,0.8614,0.8613,9327616,9564213,514.5885,514.8185,553,545,0.8613,0.0000,-0.0043,0.1617,73,1,20.0074
5.4287,0.0201,running,1,1.0000,1.0000,0.8646,0.8647,9333795,9570725,508.5492,507.6692,553,545,0.8647,0.0000,0.0163,0.1598,73,1,20.1104
5.4512,0.0228,running,1,1.0000,1.0000,0.8682,0.8682,9340763,9577406,501.6516,501.7283,553,545,0.8682,0.0000,-0.0014,0.1576,77,1,22.7996
5.4730,0.0215,running,1,1.0000,1.0000,0.8717,0.8718,9347302,9584220,495.0912,494.2512,553,545,0.8717,0.0000,0.0155,0.1555,74,1,21.5087
5.4930,0.0201,running,1,1.0000,1.0000,0.8748,0.8749,9353353,9590193,488.9420,488.3620,553,545,0.8749,0.0000,0.0107,0.1536,74,1,20.1095
5.5131,0.0200,running,1,1.0000,1.0000,0.8779,0.8780,9359227,9596078,482.8978,482.2812,553,545,0.8780,0.0000,0.0114,0.1517,76,1,20.0459
5.5459,0.0318,running,1,1.0000,1.0000,0.8827,0.8827,9368399,9605072,473.3057,473.2824,482,482,0.8827,0.0000,0.0004,0.1487,76,1,31.8381
5.5653,0.0212,running,1,1.0000,1.0000,0.8859,0.8859,9374498,9611140,466.8183,466.8983,482,482,0.8859,0.0000,-0.0015,0.1467,73,1,21.2405
5.5867,0.0215,running,1,1.0000,1.0000,0.8891,0.8891,9380549,9617192,460.2916,460.3682,482,482,0.8891,0.0000,-0.0014,0.1446,74,1,21.4888
5.6072,0.0201,running,1,1.0000,1.0000,0.8921,0.8920,9386268,9622889,454.0367,454.1867,482,482,0.8920,0.0000,-0.0028,0.1426,75,1,20.1002
5.6276,0.0201,running,1,1.0000,1.0000,0.8949,0.8949,9391697,9628449,448.0182,447.7315,482,482,0.8949,0.0000,0.0053,0.1407,73,1,20.0885
5.6476,0.0201,running,1,1.0000,1.0000,0.8978,0.8978,9397186,9633805,441.8499,442.0065,482,482,0.8978,0.0000,-0.0029,0.1388,74,1,20.1204
5.6672,0.0202,running,1,1.0000,1.0000,0.9006,0.9006,9402494,9639169,435.8019,435.7719,482,482,0.9006,0.0000,0.0006,0.1369,73,1,20.1691
5.6887,0.0215,running,1,1.0000,1.0000,0.9035,0.9035,9408139,9644820,429.2765,429.2265,482,482,0.9035,0.0000,0.0009,0.1349,73,1,21.5260
5.7090,0.0201,running,1,1.0000,1.0000,0.9063,0.9062,9413388,9650031,423.1186,423.1952,482,482,0.9063,0.0000,-0.0014,0.1329,75,1,20.1150
5.7290,0.0201,running,1,1.0000,1.0000,0.9089,0.9089,9418446,9655098,417.0987,417.1454,482,482,0.9089,0.0000,-0.0009,0.1310,72,1,20.0741
5.7617,0.0320,running,1,1.0000,1.0000,0.9131,0.9132,9426464,9663322,407.3737,406.7337,418,416,0.9132,0.0000,0.0118,0.1280,73,1,31.9671
5.7817,0.0201,running,1,1.0000,1.0000,0.9157,0.9158,9431426,9668276,401.2372,400.6239,418,416,0.9158,0.0000,0.0113,0.1261,75,1,20.0527
5.8048,0.0218,running,1,1.0000,1.0000,0.9185,0.9186,9436688,9673615,394.6255,393.7555,418,416,0.9185,0.0000,0.0161,0.1240,74,1,21.8013
5.8243,0.0201,running,1,1.0000,1.0000,0.9210,0.9211,9441506,9678371,388.4731,387.8097,418,416,0.9210,0.0000,0.0123,0.1220,76,1,20.0500
5.8464,0.0200,running,1,1.0000,1.0000,0.9234,0.9235,9446175,9683064,382.4164,381.6731,418,416,0.9235,0.0000,0.0137,0.1201,74,1,20.0279
5.8641,0.0202,running,1,1.0000,1.0000,0.9260,0.9260,9451028,9687721,376.0177,375.9277,418,416,0.9260,0.0000,0.0017,0.1181,73,1,20.2105
5.9208,0.0568,running,1,1.0000,1.0000,0.9326,0.9326,9463698,9700407,358.7747,358.6314,418,416,0.9326,0.0000,0.0026,0.1127,72,1,56.7753
5.9413,0.0206,running,1,1.0000,1.0000,0.9350,0.9350,9468213,9704938,352.4263,352.2297,418,416,0.9350,0.0000,0.0036,0.1107,74,1,20.5949
5.9738,0.0324,running,1,1.0000,1.0000,0.9386,0.9387,9475133,9712003,342.4680,341.7880,353,355,0.9386,0.0000,0.0126,0.1076,74,1,32.4105
5.9953,0.0201,running,1,1.0000,1.0000,0.9408,0.9409,9479292,9716154,336.3411,335.6877,353,355,0.9408,0.0000,0.0121,0.1057,74,1,20.0566
6.0142,0.0201,running,1,1.0000,1.0000,0.9429,0.9430,9483346,9720283,330.2595,329.3561,353,355,0.9430,0.0000,0.0167,0.1038,74,1,20.0529
6.0337,0.0200,running,1,1.0000,1.0000,0.9450,0.9451,9487344,9724208,324.1501,323.4901,353,355,0.9450,0.0000,0.0122,0.1018,72,1,20.0193
6.0552,0.0224,running,1,1.0000,1.0000,0.9473,0.9473,9491678,9728398,317.3946,317.2146,353,355,0.9473,0.0000,0.0033,0.0997,72,1,22.3710
6.0758,0.0202,running,1,1.0000,1.0000,0.9493,0.9493,9495620,9732324,311.1227,310.9960,353,355,0.9493,0.0000,0.0023,0.0977,73,1,20.2459
6.0958,0.0202,running,1,1.0000,1.0000,0.9513,0.9513,9499386,9736083,305.0104,304.9070,353,355,0.9513,0.0000,0.0019,0.0958,73,1,20.1642
6.1160,0.0201,running,1,1.0000,1.0000,0.9532,0.9533,9503120,9739834,298.8266,298.6666,353,355,0.9533,0.0000,0.0030,0.0939,75,1,20.0658
6.1359,0.0202,running,1,1.0000,1.0000,0.9551,0.9552,9506707,9743454,292.7632,292.4932,353,355,0.9551,0.0000,0.0050,0.0920,75,1,20.1669
6.1569,0.0211,running,1,1.0000,1.0000,0.9571,0.9571,9510414,9747156,286.3622,286.1089,353,355,0.9571,0.0000,0.0047,0.0900,72,1,21.1125
6.1883,0.0312,running,1,1.0000,1.0000,0.9599,0.9599,9515804,9752529,276.7911,276.5944,287,283,0.9599,0.0000,0.0036,0.0870,71,1,31.2271
6.2085,0.0201,running,1,1.0000,1.0000,0.9617,0.9617,9519203,9755932,270.5814,270.3714,287,283,0.9617,0.0000,0.0039,0.0850,74,1,20.0827
6.2307,0.0201,running,1,1.0000,1.0000,0.9634,0.9635,9522475,9759417,264.4661,263.5461,287,283,0.9635,0.0000,0.0170,0.0831,71,1,20.1172
6.2524,0.0231,running,1,1.0000,1.0000,0.9653,0.9654,9526208,9763064,257.3117,256.6784,287,283,0.9654,0.0000,0.0117,0.0808,71,1,23.1083
6.2740,0.0217,running,1,1.0000,1.0000,0.9671,0.9672,9529672,9766408,250.4902,250.2568,287,283,0.9672,0.0000,0.0043,0.0787,70,1,21.6600
6.2940,0.0201,running,1,1.0000,1.0000,0.9687,0.9688,9532700,9769436,244.3713,244.1379,287,283,0.9688,0.0000,0.0043,0.0768,70,1,20.0709
6.3140,0.0201,running,1,1.0000,1.0000,0.9703,0.9703,9535658,9772384,238.2421,238.0421,287,283,0.9703,0.0000,0.0037,0.0748,69,1,20.1198
6.3340,0.0201,running,1,1.0000,1.0000,0.9718,0.9718,9538528,9775261,232.1407,231.9174,287,283,0.9718,0.0000,0.0041,0.0729,72,1,20.1101
6.3540,0.0199,running,1,1.0000,1.0000,0.9732,0.9733,9541321,9778077,226.0449,225.7449,287,283,0.9733,0.0000,0.0055,0.0710,70,1,19.9493
6.3748,0.0213,running,1,1.0000,1.0000,0.9747,0.9748,9544179,9780921,219.6322,219.3789,287,283,0.9748,0.0000,0.0047,0.0690,70,1,21.2777
6.4077,0.0329,running,1,1.0000,1.0000,0.9770,0.9771,9548549,9785284,209.4476,209.2176,220,218,0.9770,0.0000,0.0043,0.0658,71,1,32.8676
6.4283,0.0201,running,1,1.0000,1.0000,0.9784,0.9784,9551106,9787905,203.2519,202.8085,220,218,0.9784,0.0000,0.0082,0.0639,70,1,20.1185
6.4492,0.0201,running,1,1.0000,1.0000,0.9797,0.9798,9553617,9790502,196.9780,196.2480,220,218,0.9797,0.0000,0.0135,0.0619,72,1,20.0698
6.4682,0.0203,running,1,1.0000,1.0000,0.9810,0.9810,9556052,9792785,190.6969,190.4736,220,218,0.9810,0.0000,0.0041,0.0599,71,1,20.3314
6.4909,0.0217,running,1,1.0000,1.0000,0.9823,0.9823,9558579,9795291,183.9519,183.7986,220,218,0.9823,0.0000,0.0028,0.0578,70,1,21.7064
6.5106,0.0199,running,1,1.0000,1.0000,0.9834,0.9835,9560785,9797490,177.8548,177.7248,220,218,0.9834,0.0000,0.0024,0.0559,70,1,19.9257
6.5308,0.0201,running,1,1.0000,1.0000,0.9846,0.9846,9562972,9799686,171.5964,171.4364,220,218,0.9846,0.0000,0.0030,0.0539,70,1,20.1081
6.5532,0.0224,running,1,1.0000,1.0000,0.9858,0.9859,9565313,9802120,164.6339,164.1639,220,218,0.9858,0.0000,0.0087,0.0517,68,1,22.4096
6.5717,0.0186,running,1,1.0000,1.0000,0.9868,0.9869,9567179,9803970,158.8657,158.4491,220,218,0.9868,0.0000,0.0077,0.0499,69,1,18.6150
6.5954,0.0243,running,1,1.0000,1.0000,0.9880,0.9880,9569515,9806232,151.3351,151.1651,220,218,0.9880,0.0000,0.0031,0.0475,70,1,24.2949
6.6285,0.0325,running,1,1.0000,1.0000,0.9896,0.9896,9572484,9809266,141.1854,140.7987,153,150,0.9896,0.0000,0.0071,0.0444,70,1,32.4989
6.6480,0.0201,running,1,1.0000,1.0000,0.9905,0.9905,9574231,9810979,134.8567,134.5833,153,150,0.9905,0.0000,0.0051,0.0424,71,1,20.0627
6.6680,0.0201,running,1,1.0000,1.0000,0.9913,0.9914,9575897,9812630,128.5314,128.3081,153,150,0.9914,0.0000,0.0041,0.0404,70,1,20.0845
6.6880,0.0201,running,1,1.0000,1.0000,0.9922,0.9922,9577487,9814205,122.1897,122.0163,153,150,0.9922,0.0000,0.0032,0.0384,70,1,20.1224
6.7106,0.0217,running,1,1.0000,1.0000,0.9930,0.9931,9579101,9815837,115.3963,115.1630,153,150,0.9930,0.0000,0.0043,0.0363,70,1,21.6756
6.7306,0.0200,running,1,1.0000,1.0000,0.9938,0.9938,9580514,9817252,109.1023,108.8623,153,150,0.9938,0.0000,0.0044,0.0343,69,1,20.0196
6.7532,0.0228,running,1,1.0000,1.0000,0.9946,0.9946,9582021,9818809,101.9623,101.5557,153,150,0.9946,0.0000,0.0075,0.0320,70,1,22.8409
6.7709,0.0173,running,1,1.0000,1.0000,0.9951,0.9952,9583129,9819861,96.3759,96.1559,153,150,0.9952,0.0000,0.0041,0.0303,71,1,17.3275
6.7908,0.0201,running,1,1.0000,1.0000,0.9957,0.9958,9584299,9821036,90.1017,89.8650,153,150,0.9958,0.0000,0.0044,0.0283,69,1,20.0893
6.8127,0.0219,running,1,1.0000,1.0000,0.9964,0.9964,9585505,9822277,83.1403,82.7870,153,150,0.9964,0.0000,0.0065,0.0261,68,1,21.8619
6.8447,0.0319,running,1,1.0000,1.0000,0.9972,0.9973,9587143,9823871,72.6245,72.4178,84,83,0.9973,0.0000,0.0038,0.0228,70,1,31.9272
6.8642,0.0200,running,1,1.0000,1.0000,0.9977,0.9978,9588065,9824792,65.9721,65.7688,84,83,0.9977,0.0000,0.0038,0.0207,69,1,20.0009
6.9218,0.0569,running,1,1.0000,1.0000,0.9989,0.9990,9590344,9827106,45.5337,45.2137,84,83,0.9989,0.0000,0.0059,0.0143,70,1,56.8753
