# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
0.6474,0.0194,run,2.0000,-2.0000,0.0035,0.0000,0.0000,-0.0035,5.9906,515.5686,512.3028,506.8532,1.0000,0,0,1,1,,4720,4720,19.4112,straight
0.6689,0.0210,run,2.0000,-2.0000,0.0037,0.0000,0.0000,-0.0037,6.2975,536.5979,533.1317,527.4689,1.0000,0,0,1,1,,4720,4720,21.0293,straight
0.6945,0.0262,run,2.0000,-2.0000,0.0038,0.0000,0.0000,-0.0038,6.6815,562.7776,559.0429,553.1492,1.0000,0,0,1,1,,4720,4720,26.1797,straight
0.7145,0.0200,run,2.0000,-2.0000,0.0040,0.0000,0.0000,-0.0040,6.9762,582.8011,578.9156,572.7343,1.0000,0,0,1,1,,4720,4720,20.0235,straight
0.7346,0.0201,run,2.0000,-2.0000,0.0041,0.0000,0.0000,-0.0041,7.2723,602.8707,598.7990,592.3977,1.0000,0,0,1,1,,4720,4720,20.0696,straight
0.7546,0.0201,run,2.0000,-2.0000,0.0043,0.0000,0.0000,-0.0043,7.5691,622.9366,618.6783,612.0566,1.0000,0,0,1,1,,4720,4720,20.0659,straight
0.7753,0.0204,run,2.0000,-2.0000,0.0044,0.0000,0.0000,-0.0044,7.8714,643.3305,638.8802,632.0381,1.0000,0,0,1,1,,4720,4720,20.3939,straight
0.7954,0.0201,run,2.0000,-2.0000,0.0046,0.0000,0.0000,-0.0046,8.1700,663.4431,658.8061,651.7400,1.0000,0,0,1,1,,4720,4720,20.1126,straight
0.8154,0.0200,run,2.0000,-2.0000,0.0047,0.0000,0.0000,-0.0047,8.4681,683.4918,678.6672,671.3802,1.0000,0,0,1,1,,4720,4720,20.0488,straight
0.8356,0.0202,run,2.0000,-2.0000,0.0049,0.0000,0.0000,-0.0049,8.7683,703.6561,698.6414,691.1342,1.0000,0,0,1,1,,4720,4720,20.1643,straight
0.8556,0.0201,run,2.0000,-2.0000,0.0050,0.0000,0.0000,-0.0050,9.0676,723.7403,718.5370,710.8083,1.0000,0,0,1,1,,4720,4720,20.0841,straight
0.8757,0.0201,run,2.0000,-2.0000,0.0051,0.0000,0.0000,-0.0051,9.3680,743.8759,738.4825,730.5333,1.0000,0,0,1,1,,4720,4720,20.1356,straight
0.9040,0.0281,run,2.0000,-2.0000,0.0053,0.0000,0.0000,-0.0053,9.7882,772.0105,766.3076,758.1371,1.0000,0,0,1,1,,4720,4720,28.1346,straight
0.9240,0.0200,run,2.0000,-2.0000,0.0055,0.0000,0.0000,-0.0055,10.0873,792.0293,786.1817,777.7023,1.0000,0,0,1,1,,4720,4720,20.0188,straight
0.9441,0.0201,run,2.0000,-2.0000,0.0056,0.0000,0.0000,-0.0056,10.3883,812.1586,806.1200,797.4207,1.0000,0,0,1,1,,4720,4720,20.1293,straight
0.9642,0.0201,run,2.0000,-2.0000,0.0058,0.0000,0.0000,-0.0058,10.6888,832.2543,826.0257,817.1053,1.0000,0,0,1,1,,4720,4720,20.0957,straight
0.9843,0.0201,run,2.0000,-2.0000,0.0059,0.0000,0.0000,-0.0059,10.9903,852.3977,845.9780,836.8368,1.0000,0,0,1,1,,4720,4720,20.1433,straight
1.0043,0.0200,run,2.0000,-2.0000,0.0061,0.0000,0.0000,-0.0061,11.2898,872.4104,865.8017,856.4393,1.0000,0,0,1,1,,4720,4720,20.0127,straight
1.0244,0.0201,run,2.0000,-2.0000,0.0062,0.0000,0.0000,-0.0062,11.5910,892.5222,885.7223,876.1401,1.0000,0,0,1,1,,4720,4720,20.1119,straight
1.0444,0.0200,run,2.0000,-2.0000,0.0063,0.0000,0.0000,-0.0063,11.8910,912.5555,905.5660,895.7629,1.0000,0,0,1,1,,4720,4720,20.0333,straight
1.0647,0.0202,run,2.0000,-2.0000,0.0065,0.0000,0.0000,-0.0065,12.1933,932.7334,925.5517,915.5285,1.0000,0,0,1,1,,4720,4720,20.1779,straight
1.0846,0.0200,run,2.0000,-2.0000,0.0066,0.0000,0.0000,-0.0066,12.4930,952.7365,945.3659,935.1211,1.0000,0,0,1,1,,4720,4720,20.0031,straight
1.1129,0.0283,run,2.0000,-2.0000,0.0068,0.0000,0.0000,-0.0068,12.9173,981.0462,973.3612,962.8967,1.0000,0,0,1,1,,4720,4720,28.3097,straight
1.1329,0.0201,run,2.0000,-2.0000,0.0070,0.0000,0.0000,-0.0070,13.2183,1001.1269,993.2964,982.5209,1.0000,0,0,1,1,,4720,4720,20.0807,straight
1.1535,0.0205,run,2.0000,-2.0000,0.0071,0.0000,0.0000,-0.0071,13.5257,1021.6344,1013.6067,1002.6108,1.0000,0,0,1,1,,4720,4720,20.5075,straight
1.1735,0.0199,run,2.0000,-2.0000,0.0073,0.0000,0.0000,-0.0073,13.8240,1041.5336,1033.3202,1022.0990,1.0000,0,0,1,1,,4720,4720,19.8991,straight
1.1935,0.0200,run,2.0000,-2.0000,0.0074,0.0000,0.0000,-0.0074,14.1245,1061.5758,1053.1712,1041.7314,1.0000,0,0,1,1,,4720,4720,20.0422,straight
1.2136,0.0201,run,2.0000,-2.0000,0.0075,0.0000,0.0000,-0.0075,14.4260,1081.6864,1073.0903,1061.4304,1.0000,0,0,1,1,,4720,4720,20.1106,straight
1.2337,0.0201,run,2.0000,-2.0000,0.0077,0.0000,0.0000,-0.0077,14.7274,1101.7862,1092.9992,1081.1184,1.0000,0,0,1,1,,4720,4720,20.0999,straight
1.2540,0.0201,run,2.0000,-2.0000,0.0078,0.0000,0.0000,-0.0078,15.0292,1121.9130,1112.9345,1100.8330,1.0000,0,0,1,1,,4720,4720,20.1267,straight
1.2740,0.0201,run,2.0000,-2.0000,0.0080,0.0000,0.0000,-0.0080,15.3313,1142.0526,1132.8827,1120.5600,1.0000,0,0,1,1,,4720,4720,20.1396,straight
1.2939,0.0200,run,2.0000,-2.0000,0.0081,0.0000,0.0000,-0.0081,15.6309,1162.0344,1152.6754,1140.1316,1.0000,0,0,1,1,,4720,4720,19.9818,straight
1.3223,0.0283,run,2.0000,-2.0000,0.0083,0.0000,0.0000,-0.0083,16.0557,1190.3590,1180.6850,1167.9217,1.0000,0,0,1,1,,4720,4720,28.3246,straight
1.3423,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,16.3342,1200.0000,1190.2030,1177.1286,1.0000,0,0,1,1,,4720,4720,20.0622,straight
1.3626,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,16.5740,1200.0000,1190.0161,1176.8358,1.0000,0,0,1,1,,4720,4720,20.1809,straight
1.3826,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,16.7785,1200.0000,1189.8117,1176.6313,1.0000,0,0,1,1,,4720,4720,20.0877,straight
1.4027,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,16.9536,1200.0000,1189.6366,1176.4563,1.0000,0,0,1,1,,4720,4720,20.0765,straight
1.4228,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.1039,1200.0000,1189.4863,1176.3060,1.0000,0,0,1,1,,4720,4720,20.1282,straight
1.4428,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.2321,1200.0000,1189.3580,1176.1777,1.0000,0,0,1,1,,4720,4720,20.0395,straight
1.4629,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.3421,1200.0000,1189.2480,1176.0677,1.0000,0,0,1,1,,4720,4720,20.0652,straight
1.4829,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.4363,1200.0000,1189.1539,1175.9735,1.0000,0,0,1,1,,4720,4720,20.0495,straight
1.5030,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.5172,1200.0000,1189.0730,1175.8927,1.0000,0,0,1,1,,4720,4720,20.0972,straight
1.5255,0.0225,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.5934,1200.0000,1188.9968,1175.8164,1.0000,0,0,1,1,,4720,4720,22.4970,straight
1.5455,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.6515,1200.0000,1188.9386,1175.7583,1.0000,0,0,1,1,,4720,4720,20.0170,straight
1.5657,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.7016,1200.0000,1188.8885,1175.7082,1.0000,0,0,1,1,,4720,4720,20.1595,straight
1.5859,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.7445,1200.0000,1188.8457,1175.6654,1.0000,0,0,1,1,,4720,4720,20.1134,straight
1.6059,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.7811,1200.0000,1188.8091,1175.6287,1.0000,0,0,1,1,,4720,4720,20.0733,straight
1.6259,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.8124,1200.0000,1188.7777,1175.5974,1.0000,0,0,1,1,,4720,4720,20.0472,straight
1.6459,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.8393,1200.0000,1188.7509,1175.5706,1.0000,0,0,1,1,,4720,4720,20.0335,straight
1.6660,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.8623,1200.0000,1188.7278,1175.5475,1.0000,0,0,1,1,,4720,4720,20.1128,straight
1.6860,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.8821,1200.0000,1188.7081,1175.5278,1.0000,0,0,1,1,,4720,4720,20.0707,straight
1.7065,0.0202,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.8991,1200.0000,1188.6911,1175.5108,1.0000,0,0,1,1,,4720,4720,20.2334,straight
1.7285,0.0221,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9148,1200.0000,1188.6754,1175.4951,1.0000,0,0,1,1,,4720,4720,22.0977,straight
1.7485,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9270,1200.0000,1188.6632,1175.4829,1.0000,0,0,1,1,,4720,4720,20.0484,straight
1.7689,0.0204,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9376,1200.0000,1188.6526,1175.4723,1.0000,0,0,1,1,,4720,4720,20.3879,straight
1.7890,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9465,1200.0000,1188.6436,1175.4633,1.0000,0,0,1,1,,4720,4720,20.0455,straight
1.8091,0.0200,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9542,1200.0000,1188.6360,1175.4557,1.0000,0,0,1,1,,4720,4720,20.0480,straight
1.8291,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9607,1200.0000,1188.6294,1175.4491,1.0000,0,0,1,1,,4720,4720,20.0598,straight
1.8492,0.0201,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9664,1200.0000,1188.6238,1175.4435,1.0000,0,0,1,1,,4720,4720,20.0762,straight
1.8699,0.0207,run,2.0000,-2.0000,0.0085,0.0000,0.0000,-0.0085,17.9713,1200.0000,1188.6189,1175.4385,1.0000,0,0,1,1,,4720,4720,20.6783,straight
1.8899,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0023,straight
1.9099,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0391,straight
1.9343,0.0245,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,24.4816,straight
1.9552,0.0209,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.8796,straight
1.9747,0.0194,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,19.4328,straight
1.9948,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0952,straight
2.0148,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0413,straight
2.0349,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1019,straight
2.0551,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,19.9856,straight
2.0751,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1910,straight
2.0951,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0259,straight
2.1153,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1237,straight
2.1386,0.0234,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,23.4357,straight
2.1588,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1934,straight
2.1791,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1528,straight
2.1990,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0072,straight
2.2192,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1247,straight
2.2393,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1466,straight
2.2594,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0540,straight
2.2795,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1585,straight
2.2996,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0593,straight
2.3196,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0679,straight
2.3426,0.0231,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,23.0588,straight
2.3629,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1956,straight
2.3830,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0581,straight
2.4030,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0756,straight
2.4232,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1558,straight
2.4433,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0814,straight
2.4633,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0808,straight
2.4833,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0178,straight
2.5034,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0936,straight
2.5237,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1917,straight
2.5472,0.0237,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,23.6745,straight
2.5675,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.2005,straight
2.5877,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1354,straight
2.6077,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0444,straight
2.6277,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0663,straight
2.6478,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0891,straight
2.6680,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1201,straight
2.6880,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0652,straight
2.7081,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1094,straight
2.7282,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1219,straight
2.7530,0.0247,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,24.7142,straight
2.7730,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0450,straight
2.7932,0.0202,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1546,straight
2.8133,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0704,straight
2.8332,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0231,straight
2.8535,0.0203,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.2679,straight
2.8734,0.0199,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,19.9092,straight
2.8938,0.0203,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.3208,straight
2.9139,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0827,straight
2.9340,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0656,straight
2.9580,0.0241,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,24.1099,straight
2.9782,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0879,straight
2.9983,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1215,straight
3.0184,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0804,straight
3.0385,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1229,straight
3.0586,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0807,straight
3.0786,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.0373,straight
3.0989,0.0203,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.2765,straight
3.1190,0.0201,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,20.1257,straight
3.1389,0.0200,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,19.9652,straight
3.1620,0.0230,stopping,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,1,1,,4720,4720,23.0103,straight
