# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch
0.0044,0.0200,run,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0034,1.6000,1.6021,1.5911,1.0000,0,0,1,1,,4720,4720,20.0000,straight
0.0148,0.0143,run,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0087,3.5589,3.5590,3.5414,1.0000,0,0,1,1,,4720,4720,14.2843,straight
0.0381,0.0235,run,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0294,8.9937,8.9838,8.9447,1.0000,0,0,1,1,,4720,4720,23.5094,straight
0.0603,0.0222,run,2.0000,-2.0000,0.0001,0.0000,0.0000,-0.0001,0.0625,16.1026,16.0894,15.9906,1.0000,0,0,1,1,,4720,4720,22.2133,straight
0.0823,0.0220,run,2.0000,-2.0000,0.0001,0.0000,0.0000,-0.0001,0.1110,25.0613,25.0387,24.8618,1.0000,0,0,1,1,,4720,4720,21.9640,straight
0.1032,0.0209,run,2.0000,-2.0000,0.0002,0.0000,0.0000,-0.0002,0.1732,35.3384,35.3028,35.0275,1.0000,0,0,1,1,,4720,4720,20.9088,straight
0.1233,0.0201,run,2.0000,-2.0000,0.0003,0.0000,0.0000,-0.0003,0.2490,46.8123,46.7574,46.3692,1.0000,0,0,1,1,,4720,4720,20.0668,straight
0.1434,0.0202,run,2.0000,-2.0000,0.0003,0.0000,0.0000,-0.0003,0.3426,59.9769,59.8914,59.3772,1.0000,0,0,1,1,,4720,4720,20.1760,straight
0.1663,0.0207,run,2.0000,-2.0000,0.0004,0.0000,0.0000,-0.0004,0.4579,75.1633,75.0348,74.3760,1.0000,0,0,1,1,,4720,4720,20.6583,straight
0.2121,0.0452,run,2.0000,-2.0000,0.0005,0.0000,0.0000,-0.0005,0.8109,116.5556,116.1574,115.3319,1.0000,0,0,1,1,,4720,4720,45.1932,straight
0.2491,0.0397,run,2.0000,-2.0000,0.0008,0.0000,0.0000,-0.0008,1.1918,156.2413,155.6896,154.4094,1.0000,0,0,1,1,,4720,4720,39.6858,straight
0.3100,0.0600,run,2.0000,-2.0000,0.0011,0.0000,0.0000,-0.0011,1.8763,216.2869,215.2686,213.5525,1.0000,0,0,1,1,,4720,4720,60.0455,straight
0.3651,0.0555,run,2.0000,-2.0000,0.0015,0.0000,0.0000,-0.0015,2.5719,271.7634,270.3793,268.0037,1.0000,0,0,1,1,,4720,4720,55.4765,straight
0.4304,0.0447,run,2.0000,-2.0000,0.0019,0.0000,0.0000,-0.0019,3.1622,316.4637,314.7939,311.8090,1.0000,0,0,1,1,,4720,4720,44.7003,straight
0.4564,0.0471,run,2.0000,-2.0000,0.0022,0.0000,0.0000,-0.0022,3.8079,363.5561,361.4861,358.0102,1.0000,0,0,1,1,,4720,4720,47.0924,straight
0.5955,0.1000,run,2.0000,-2.0000,0.0026,0.0000,0.0000,-0.0026,5.2377,463.5561,460.3150,456.3219,1.0000,0,0,1,1,,4720,4720,138.9866,straight
0.6279,0.0326,run,2.0000,-2.0000,0.0033,0.0000,0.0000,-0.0033,5.7087,496.1573,492.9944,487.9029,1.0000,0,0,1,1,,4720,4720,32.6012,straight
