# profile=agv-01 K_RATIO=11.3 KD=0.94 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow
2.7897,0.0201,run,-7.0000,7.0000,-0.0199,-0.0000,-0.0039,0.0238,61.6674,800.0000,719.9181,756.7472,1.0000,777,776,1,2,,1847,1847,20.0650,left,1
2.8098,0.0201,run,-7.0000,7.0000,-0.0199,-0.0000,-0.0028,0.0227,59.4879,800.0000,722.9682,758.0560,1.0000,705,757,1,2,,1847,1847,20.0906,left,1
2.8301,0.0201,run,-6.0000,6.0000,-0.0170,-0.0000,0.0114,0.0056,58.7306,800.0000,736.9155,745.6233,1.0000,705,757,1,2,,1847,1847,20.1008,left,1
2.8502,0.0203,run,-5.0000,5.0000,-0.0142,-0.0000,0.0215,-0.0073,59.5353,800.0000,746.1051,734.8242,1.0000,705,757,1,2,,1847,1847,20.2840,left,1
2.8701,0.0199,run,-5.0000,5.0000,-0.0142,-0.0000,0.0154,-0.0012,58.8203,800.0000,742.0804,740.2789,1.0000,705,757,1,2,,1847,1847,19.9410,left,1
2.8902,0.0201,run,-2.0000,2.0000,-0.0057,-0.0000,0.0512,-0.0455,63.8214,800.0000,771.3838,700.9734,1.0000,705,757,1,1,,1847,1847,20.0900,left,1
2.9102,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0500,-0.0471,66.9570,800.0000,769.4894,696.5966,1.0000,705,757,1,1,,1847,1847,20.0517,left,1
2.9306,0.0203,run,-1.0000,1.0000,-0.0028,-0.0000,0.0355,-0.0327,66.3433,800.0000,758.9499,708.3635,1.0000,705,757,1,1,,1847,1847,20.2859,left,1
2.9507,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0254,-0.0225,63.4922,800.0000,753.9226,719.0931,1.0000,705,757,1,1,,1847,1847,20.0865,left,1
2.9707,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0181,-0.0153,59.3925,800.0000,752.4062,728.8088,1.0000,705,757,1,1,,1847,1847,20.0638,left,1
2.9908,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0129,-0.0101,54.6803,800.0000,753.1015,737.5379,1.0000,705,757,1,1,,1847,1847,20.1275,left,1
3.0177,0.0268,run,-1.0000,1.0000,-0.0028,-0.0000,0.0084,-0.0056,48.2292,800.0000,756.0666,747.4751,1.0000,761,732,1,1,,1847,1847,26.8472,left,1
3.0379,0.0202,run,-1.0000,1.0000,-0.0028,-0.0000,0.0060,-0.0031,43.5289,800.0000,758.9015,754.0406,1.0000,761,732,1,1,,1847,1847,20.1561,left,1
3.0580,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0043,-0.0014,39.1212,800.0000,761.9824,759.7752,1.0000,761,732,1,1,,1847,1847,20.1018,left,1
3.0779,0.0200,run,-1.0000,1.0000,-0.0028,-0.0000,0.0030,-0.0002,35.0835,800.0000,765.0770,764.7560,1.0000,761,732,1,1,,1847,1847,20.0045,left,1
3.0981,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,0.0022,0.0007,31.4070,800.0000,768.0774,769.1087,1.0000,761,732,1,1,,1847,1847,20.1098,left,1
3.1196,0.0216,run,-1.0000,1.0000,-0.0028,-0.0000,0.0015,0.0013,27.9074,800.0000,771.0706,773.1146,1.0000,761,732,1,1,,1847,1847,21.5535,left,1
3.1395,0.0199,run,-0.0000,0.0000,-0.0000,-0.0000,0.0145,-0.0145,27.2387,800.0000,784.0074,761.5151,1.0000,761,732,1,1,,1847,1847,19.8743,left,1
3.1596,0.0201,run,-1.0000,1.0000,-0.0028,-0.0000,-0.0030,0.0059,24.8887,800.0000,770.5635,779.6590,1.0000,761,732,1,1,,1847,1847,20.0874,left,1
3.1798,0.0202,run,-1.0000,1.0000,-0.0028,-0.0000,-0.0022,0.0050,22.6679,800.0000,773.4602,781.2040,1.0000,761,732,1,1,,1847,1847,20.1711,left,1
3.1996,0.0199,run,-1.0000,1.0000,-0.0028,-0.0000,-0.0015,0.0044,20.6463,800.0000,775.9592,782.7483,1.0000,761,732,1,1,,1847,1847,19.9258,left,1
3.2264,0.0268,run,-0.0000,0.0000,-0.0000,-0.0000,0.0112,-0.0112,20.1512,800.0000,788.5405,771.1571,1.0000,783,779,1,1,,1847,1847,26.7617,left,1
3.2464,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0080,-0.0080,19.0991,800.0000,787.1054,774.6965,1.0000,783,779,1,1,,1847,1847,20.0441,left,1
3.2665,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0057,-0.0057,17.6734,800.0000,786.7557,777.8974,1.0000,783,779,1,1,,1847,1847,20.0416,left,1
3.2866,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0041,-0.0041,16.0711,800.0000,787.0870,780.7707,1.0000,783,779,1,1,,1847,1847,20.1216,left,1
3.3067,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0029,-0.0029,14.4320,800.0000,787.8206,783.3154,1.0000,783,779,1,1,,1847,1847,20.1020,left,1
3.3267,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0021,-0.0021,12.8393,800.0000,788.7681,785.5533,1.0000,783,779,1,1,,1847,1847,20.0688,left,1
3.3470,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0015,-0.0015,11.3301,800.0000,789.8148,787.5249,1.0000,783,779,1,1,,1847,1847,20.1944,left,1
3.3672,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0011,-0.0011,9.9433,800.0000,790.8728,789.2406,1.0000,783,779,1,1,,1847,1847,20.1485,left,1
3.3871,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0008,-0.0008,8.6954,800.0000,791.8876,790.7215,1.0000,783,779,1,1,,1847,1847,19.9858,left,1
3.4073,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0005,-0.0005,7.5723,800.0000,792.8438,792.0117,1.0000,783,779,1,1,,1847,1847,20.0745,left,1
3.4274,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0004,-0.0004,6.5712,800.0000,793.7253,793.1323,1.0000,800,783,1,1,,1847,1847,20.1569,left,1
3.4474,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0003,-0.0003,5.6919,800.0000,794.5196,794.0965,1.0000,800,783,1,1,,1847,1847,20.0762,left,1
3.4676,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0002,-0.0002,4.9180,800.0000,795.2328,794.9313,1.0000,800,783,1,1,,1847,1847,20.1605,left,1
3.4876,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,4.2474,800.0000,795.8603,795.6449,1.0000,800,783,1,1,,1847,1847,19.9912,left,1
3.5076,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,3.6613,800.0000,796.4155,796.2618,1.0000,800,783,1,1,,1847,1847,20.0782,left,1
3.5276,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,3.1540,800.0000,796.9009,796.7911,1.0000,800,783,1,1,,1847,1847,20.0198,left,1
3.5480,0.0203,run,-0.0000,0.0000,-0.0000,-0.0000,0.0001,-0.0001,2.7092,800.0000,797.3299,797.2518,1.0000,800,783,1,1,,1847,1847,20.3080,left,1
3.5681,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,2.3297,800.0000,797.6982,797.6425,1.0000,800,783,1,1,,1847,1847,20.0422,left,1
3.5882,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,2.0008,800.0000,798.0191,797.9794,1.0000,800,783,1,1,,1847,1847,20.1366,left,1
3.6083,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.7181,800.0000,798.2961,798.2677,1.0000,800,783,1,1,,1847,1847,20.0870,left,1
3.6283,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.4749,800.0000,798.5352,798.5150,1.0000,810,797,1,1,,1847,1847,20.0699,left,1
3.6485,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.2653,800.0000,798.7419,798.7274,1.0000,810,797,1,1,,1847,1847,20.1096,left,1
3.6687,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,1.0847,800.0000,798.9205,798.9102,1.0000,810,797,1,1,,1847,1847,20.1878,left,1
3.6887,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.9305,800.0000,799.0731,799.0658,1.0000,810,797,1,1,,1847,1847,20.0389,left,1
3.7087,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.7981,800.0000,799.2045,799.1992,1.0000,810,797,1,1,,1847,1847,20.0396,left,1
3.7289,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.6839,800.0000,799.3180,799.3142,1.0000,810,797,1,1,,1847,1847,20.1589,left,1
3.7488,0.0200,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.5867,800.0000,799.4146,799.4119,1.0000,810,797,1,1,,1847,1847,19.9684,left,1
3.7690,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.5025,800.0000,799.4985,799.4966,1.0000,810,797,1,1,,1847,1847,20.1979,left,1
3.7893,0.0202,run,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,0.4303,800.0000,799.5703,799.5690,1.0000,810,797,1,1,,1847,1847,20.1790,left,1
3.8093,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0134,-0.0163,4.2926,800.0000,808.2852,783.1297,1.0000,810,797,1,1,,1847,1847,20.0429,left,1
3.8366,0.0273,run,1.0000,-1.0000,0.0028,-0.0000,0.0087,-0.0115,7.1776,800.0000,801.7320,783.9128,1.0000,801,791,1,1,,1847,1847,27.3214,left,1
3.8566,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0062,-0.0090,8.4240,800.0000,798.5647,784.5874,1.0000,801,791,1,1,,1847,1847,20.0434,left,1
3.8766,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0044,-0.0073,9.0870,800.0000,796.5305,785.2954,1.0000,801,791,1,1,,1847,1847,20.0412,left,1
3.8968,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0032,-0.0060,9.3664,800.0000,795.2690,785.9983,1.0000,801,791,1,1,,1847,1847,20.1385,left,1
3.9168,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0023,-0.0051,9.3985,800.0000,794.5388,786.6641,1.0000,801,791,1,1,,1847,1847,20.0507,left,1
3.9403,0.0232,run,1.0000,-1.0000,0.0028,-0.0000,0.0015,-0.0044,9.2452,800.0000,794.1403,787.3694,1.0000,801,791,1,1,,1847,1847,23.2132,left,1
3.9571,0.0171,run,1.0000,-1.0000,0.0028,-0.0000,0.0011,-0.0040,9.0688,800.0000,794.0142,787.8483,1.0000,801,791,1,1,,1847,1847,17.0656,left,1
3.9772,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0008,-0.0037,8.8163,800.0000,794.0130,788.3543,1.0000,801,791,1,1,,1847,1847,20.0459,left,1
3.9972,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0006,-0.0034,8.5461,800.0000,794.1020,788.8058,1.0000,801,791,1,1,,1847,1847,20.0791,left,1
4.0173,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0004,-0.0033,8.2763,800.0000,794.2424,789.2050,1.0000,801,791,1,1,,1847,1847,20.0854,left,1
4.0375,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0003,-0.0031,8.0174,800.0000,794.4090,789.5563,1.0000,794,790,1,1,,1847,1847,20.1283,left,1
4.0575,0.0201,run,-0.0000,0.0000,-0.0000,-0.0000,-0.0132,0.0132,9.8875,800.0000,779.8998,800.3253,1.0000,794,790,1,1,,1847,1847,20.0695,left,1
4.0777,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0040,-0.0068,10.2437,800.0000,795.0385,784.4740,1.0000,794,790,1,1,,1847,1847,20.1487,left,1
4.0977,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0028,-0.0057,10.2867,800.0000,794.1124,785.3143,1.0000,794,790,1,1,,1847,1847,20.0504,left,1
4.1178,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0020,-0.0049,10.1366,800.0000,793.6310,786.0958,1.0000,794,790,1,1,,1847,1847,20.0994,left,1
4.1380,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0014,-0.0043,9.8741,800.0000,793.4424,786.8093,1.0000,794,790,1,1,,1847,1847,20.1390,left,1
4.1605,0.0226,run,1.0000,-1.0000,0.0028,-0.0000,0.0010,-0.0038,9.5125,800.0000,793.4556,787.5195,1.0000,794,790,1,1,,1847,1847,22.5916,left,1
4.1788,0.0182,run,1.0000,-1.0000,0.0028,-0.0000,0.0007,-0.0036,9.2035,800.0000,793.5587,788.0343,1.0000,794,790,1,1,,1847,1847,18.2006,left,1
4.1989,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0005,-0.0034,8.8630,800.0000,793.7370,788.5370,1.0000,794,790,1,1,,1847,1847,20.1180,left,1
4.2190,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0004,-0.0032,8.5371,800.0000,793.9472,788.9786,1.0000,794,790,1,1,,1847,1847,20.1177,left,1
4.2391,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0003,-0.0031,8.2341,800.0000,794.1678,789.3641,1.0000,787,789,1,1,,1847,1847,20.0828,left,1
4.2593,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0002,-0.0030,7.9564,800.0000,794.3866,789.7006,1.0000,787,789,1,1,,1847,1847,20.1356,left,1
4.2792,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0001,-0.0030,7.7079,800.0000,794.5933,789.9909,1.0000,787,789,1,1,,1847,1847,19.9841,left,1
4.2993,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0001,-0.0029,7.4848,800.0000,794.7864,790.2440,1.0000,787,789,1,1,,1847,1847,20.1106,left,1
4.3194,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0001,-0.0029,7.2876,800.0000,794.9622,790.4625,1.0000,787,789,1,1,,1847,1847,20.0864,left,1
4.3396,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0029,7.1133,800.0000,795.1212,790.6521,1.0000,787,789,1,1,,1847,1847,20.2027,left,1
4.3598,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0029,6.9612,800.0000,795.2625,790.8151,1.0000,787,789,1,1,,1847,1847,20.1606,left,1
4.3798,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0029,6.8295,800.0000,795.3865,790.9545,1.0000,787,789,1,1,,1847,1847,20.0164,left,1
4.3997,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0029,6.7149,800.0000,795.4956,791.0746,1.0000,787,789,1,1,,1847,1847,20.0263,left,1
4.4201,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0029,6.6147,800.0000,795.5919,791.1788,1.0000,787,789,1,1,,1847,1847,20.2375,left,1
4.4402,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0028,6.5284,800.0000,795.6753,791.2679,1.0000,790,786,1,1,,1847,1847,20.1374,left,1
4.4603,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0028,6.4541,800.0000,795.7476,791.3442,1.0000,790,786,1,1,,1847,1847,20.0785,left,1
4.4804,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,0.0000,-0.0028,6.3901,800.0000,795.8102,791.4096,1.0000,790,786,1,1,,1847,1847,20.0812,left,1
4.5004,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0134,-0.0191,10.2628,800.0000,804.5088,774.9657,1.0000,790,786,1,1,,1847,1847,20.0764,left,1
4.5205,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0096,-0.0153,12.7007,800.0000,799.0985,775.5002,1.0000,790,786,1,1,,1847,1847,20.0684,left,1
4.5406,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0068,-0.0125,14.1632,800.0000,795.5131,776.1604,1.0000,790,786,1,1,,1847,1847,20.0911,left,1
4.5606,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0049,-0.0106,14.9677,800.0000,793.1951,776.8694,1.0000,790,786,1,1,,1847,1847,20.0762,left,1
4.5807,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0035,-0.0092,15.3376,800.0000,791.7452,777.5795,1.0000,790,786,1,1,,1847,1847,20.0786,left,1
4.6009,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0025,-0.0082,15.4264,800.0000,790.8844,778.2627,1.0000,790,786,1,1,,1847,1847,20.1304,left,1
4.6210,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0018,-0.0074,15.3391,800.0000,790.4209,778.9009,1.0000,790,786,1,1,,1847,1847,20.1550,left,1
4.6413,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0013,-0.0069,15.1477,800.0000,790.2195,779.4852,1.0000,793,782,1,1,,1847,1847,20.1743,left,1
4.6612,0.0200,run,2.0000,-2.0000,0.0057,-0.0000,0.0009,-0.0066,14.9027,800.0000,790.1860,780.0085,1.0000,793,782,1,1,,1847,1847,20.0184,left,1
4.6813,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0006,-0.0063,14.6334,800.0000,790.2562,780.4771,1.0000,793,782,1,1,,1847,1847,20.0760,left,1
4.7014,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0005,-0.0061,14.3606,800.0000,790.3868,780.8920,1.0000,793,782,1,1,,1847,1847,20.0795,left,1
4.7214,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0003,-0.0060,14.0972,800.0000,790.5489,781.2568,1.0000,793,782,1,1,,1847,1847,20.0570,left,1
4.7416,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0002,-0.0059,13.8491,800.0000,790.7244,781.5774,1.0000,793,782,1,1,,1847,1847,20.1484,left,1
4.7616,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0002,-0.0058,13.6222,800.0000,790.8997,781.8558,1.0000,793,782,1,1,,1847,1847,20.0600,left,1
4.7817,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0001,-0.0058,13.4169,800.0000,791.0683,782.0980,1.0000,793,782,1,1,,1847,1847,20.0714,left,1
4.8019,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0001,-0.0058,13.2324,800.0000,791.2263,782.3088,1.0000,793,782,1,1,,1847,1847,20.1621,left,1
4.8220,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0001,-0.0057,13.0695,800.0000,791.3705,782.4904,1.0000,793,782,1,1,,1847,1847,20.0838,left,1
4.8421,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0000,-0.0057,12.9256,800.0000,791.5011,782.6478,1.0000,799,782,1,1,,1847,1847,20.1609,left,1
4.8622,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0000,-0.0057,12.8000,800.0000,791.6171,782.7828,1.0000,799,782,1,1,,1847,1847,20.0596,left,1
4.8822,0.0200,run,2.0000,-2.0000,0.0057,-0.0000,0.0000,-0.0057,12.6906,800.0000,791.7198,782.8990,1.0000,799,782,1,1,,1847,1847,20.0203,left,1
4.9022,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0000,-0.0057,12.5952,800.0000,791.8104,782.9993,1.0000,799,782,1,1,,1847,1847,20.0860,left,1
4.9224,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,-0.0134,0.0105,14.7192,800.0000,777.1232,793.4383,1.0000,799,782,1,1,,1847,1847,20.1621,left,1
4.9425,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0095,0.0067,15.6543,800.0000,779.1574,789.5341,1.0000,799,782,1,1,,1847,1847,20.1027,left,1
4.9626,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0066,-0.0123,16.6399,800.0000,792.8613,773.8588,1.0000,799,782,1,1,,1847,1847,20.0557,left,1
4.9827,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0047,-0.0104,17.0526,800.0000,790.9839,774.9110,1.0000,799,782,1,1,,1847,1847,20.1036,left,1
5.0029,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0034,-0.0090,17.0957,800.0000,789.8917,775.9170,1.0000,799,782,1,1,,1847,1847,20.2218,left,1
5.0234,0.0203,run,1.0000,-1.0000,0.0028,-0.0000,-0.0110,0.0081,18.0268,800.0000,775.6726,788.2737,1.0000,799,782,1,1,,1847,1847,20.3033,left,1
5.0499,0.0266,run,2.0000,-2.0000,0.0057,-0.0000,0.0051,-0.0108,18.4102,800.0000,789.9286,773.2511,1.0000,789,788,1,1,,1847,1847,26.6015,left,1
5.0699,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,-0.0098,0.0069,18.8675,800.0000,775.7641,786.5008,1.0000,789,788,1,1,,1847,1847,20.0344,left,1
5.0900,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0070,0.0041,18.6175,800.0000,778.1857,784.5793,1.0000,789,788,1,1,,1847,1847,20.1312,left,1
5.1101,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0050,0.0021,17.9453,800.0000,780.4052,783.7042,1.0000,789,788,1,1,,1847,1847,20.1145,left,1
5.1302,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,-0.0035,0.0007,17.0462,800.0000,782.4050,783.5026,1.0000,789,788,1,1,,1847,1847,20.0456,left,1
5.1502,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0025,-0.0003,16.0389,800.0000,784.2007,783.7215,1.0000,789,788,1,1,,1847,1847,20.1418,left,1
5.1708,0.0204,run,1.0000,-1.0000,0.0028,-0.0000,-0.0018,-0.0010,14.9953,800.0000,785.8121,784.1973,1.0000,789,788,1,1,,1847,1847,20.4329,left,1
5.1905,0.0198,run,1.0000,-1.0000,0.0028,-0.0000,-0.0013,-0.0016,14.0130,800.0000,787.1882,784.7858,1.0000,789,788,1,1,,1847,1847,19.7801,left,1
5.2106,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0009,-0.0019,13.0732,800.0000,788.4136,785.4401,1.0000,789,788,1,1,,1847,1847,20.1085,left,1
5.2308,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0007,-0.0022,12.2071,800.0000,789.4834,786.1024,1.0000,789,788,1,1,,1847,1847,20.1304,left,1
5.2508,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0005,-0.0024,11.4243,800.0000,790.4112,786.7401,1.0000,783,783,1,1,,1847,1847,20.0741,left,1
5.2709,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0003,-0.0025,10.7236,800.0000,791.2153,787.3374,1.0000,783,783,1,1,,1847,1847,20.0600,left,1
5.2910,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0002,-0.0026,10.0998,800.0000,791.9131,787.8873,1.0000,783,783,1,1,,1847,1847,20.1194,left,1
5.3110,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0002,-0.0027,9.5514,800.0000,792.5141,788.3830,1.0000,783,783,1,1,,1847,1847,20.0568,left,1
5.3313,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,-0.0001,-0.0027,9.0672,800.0000,793.0361,788.8295,1.0000,783,783,1,1,,1847,1847,20.2147,left,1
5.3513,0.0200,run,2.0000,-2.0000,0.0057,-0.0000,0.0133,-0.0190,12.5309,800.0000,802.1783,772.7599,1.0000,783,783,1,1,,1847,1847,20.0300,left,1
5.3715,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0095,-0.0152,14.6376,800.0000,797.1046,773.6202,1.0000,783,783,1,1,,1847,1847,20.1871,left,1
5.3912,0.0198,run,2.0000,-2.0000,0.0057,-0.0000,0.0068,-0.0125,15.8035,800.0000,793.8507,774.5424,1.0000,783,783,1,1,,1847,1847,19.8452,left,1
5.4112,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,-0.0086,0.0057,16.3566,800.0000,779.2127,788.0740,1.0000,783,783,1,1,,1847,1847,20.0195,left,1
5.4312,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0061,0.0033,16.2710,800.0000,781.1957,786.2624,1.0000,783,783,1,1,,1847,1847,20.0555,left,1
5.4519,0.0204,run,1.0000,-1.0000,0.0028,-0.0000,-0.0043,0.0015,15.7847,800.0000,783.0539,785.3767,1.0000,788,784,1,1,,1847,1847,20.4277,left,1
5.4718,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,-0.0031,0.0003,15.0932,800.0000,784.7053,785.1082,1.0000,788,784,1,1,,1847,1847,20.0142,left,1
5.4920,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0022,-0.0006,14.2955,800.0000,786.1904,785.2187,1.0000,788,784,1,1,,1847,1847,20.0860,left,1
5.5120,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0016,-0.0013,13.4676,800.0000,787.5083,785.5564,1.0000,788,784,1,1,,1847,1847,20.0734,left,1
5.5321,0.0201,run,1.0000,-1.0000,0.0028,-0.0000,-0.0011,-0.0017,12.6530,800.0000,788.6733,786.0207,1.0000,788,784,1,1,,1847,1847,20.1255,left,1
5.5521,0.0200,run,1.0000,-1.0000,0.0028,-0.0000,-0.0008,-0.0020,11.8847,800.0000,789.6905,786.5400,1.0000,788,784,1,1,,1847,1847,20.0303,left,1
5.5725,0.0203,run,1.0000,-1.0000,0.0028,-0.0000,-0.0006,-0.0023,11.1665,800.0000,790.5879,787.0790,1.0000,788,784,1,1,,1847,1847,20.2585,left,1
5.5926,0.0202,run,1.0000,-1.0000,0.0028,-0.0000,-0.0004,-0.0024,10.5169,800.0000,791.3647,787.6016,1.0000,788,784,1,1,,1847,1847,20.1625,left,1
5.6134,0.0209,run,2.0000,-2.0000,0.0057,-0.0000,0.0130,-0.0186,13.8075,800.0000,800.6180,771.7670,1.0000,788,784,1,1,,1847,1847,20.9051,left,1
5.6336,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0093,-0.0149,15.6658,800.0000,795.8837,772.7846,1.0000,788,784,1,1,,1847,1847,20.0944,left,1
5.6601,0.0264,run,2.0000,-2.0000,0.0057,-0.0000,0.0061,-0.0117,16.7476,800.0000,792.3263,774.1786,1.0000,795,777,1,1,,1847,1847,26.4472,left,1
5.6801,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0043,-0.0100,17.0546,800.0000,790.6780,775.2129,1.0000,795,777,1,1,,1847,1847,20.0847,left,1
5.7003,0.0202,run,2.0000,-2.0000,0.0057,-0.0000,0.0031,-0.0088,17.0337,800.0000,789.7394,776.1933,1.0000,795,777,1,1,,1847,1847,20.1612,left,1
5.7204,0.0201,run,2.0000,-2.0000,0.0057,-0.0000,0.0022,-0.0079,16.8143,800.0000,789.2771,777.0944,1.0000,795,777,1,1,,1847,1847,20.0752,left,1
