# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1200.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2000 6084h=3000 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0003,0.0200,run,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0034,1.6000,1.6087,1.5844,1.0000,0,0,1,1,,5943,5943,20.0000,left,1,25.0000
0.0243,0.0234,run,2.0000,-2.0000,0.0000,0.0000,0.0000,-0.0000,0.0167,5.6602,5.6629,5.6241,1.0000,0,0,1,1,,5943,5943,23.3924,left,1,25.0000
0.0573,0.0335,run,2.0000,-2.0000,0.0001,0.0000,0.0000,-0.0001,0.0652,15.9454,15.9490,15.8115,1.0000,3,5,1,1,,5943,5943,33.4584,left,1,25.0000
0.0774,0.0201,run,2.0000,-2.0000,0.0003,0.0000,0.0000,-0.0003,0.1070,23.7395,23.8263,23.4388,1.0000,3,5,1,1,,5943,5943,20.0983,left,1,25.0000
0.0978,0.0203,run,2.0000,-2.0000,0.0004,0.0000,0.0000,-0.0004,0.1637,33.2646,33.3894,32.8125,1.0000,3,5,1,1,,5943,5943,20.3081,left,1,25.0000
0.1178,0.0200,run,2.0000,-2.0000,0.0005,0.0000,0.0000,-0.0005,0.2350,44.2300,44.3991,43.5908,1.0000,3,5,1,1,,5943,5943,19.9758,left,1,25.0000
0.1379,0.0201,run,2.0000,-2.0000,0.0007,0.0000,0.0000,-0.0007,0.3238,56.8917,57.1053,56.0305,1.0000,3,5,1,1,,5943,5943,20.1171,left,1,25.0000
0.1579,0.0201,run,2.0000,-2.0000,0.0009,0.0000,0.0000,-0.0009,0.4304,71.1432,71.4041,70.0216,1.0000,3,5,1,1,,5943,5943,20.0805,left,1,25.0000
0.1780,0.0201,run,2.0000,-2.0000,0.0011,0.0000,0.0000,-0.0011,0.5556,86.9845,87.2933,85.5645,1.0000,3,5,1,1,,5943,5943,20.0538,left,1,25.0000
0.1982,0.0202,run,2.0000,-2.0000,0.0014,0.0000,0.0000,-0.0014,0.7014,104.5574,104.9129,102.7992,1.0000,3,5,1,1,,5943,5943,20.1833,left,1,25.0000
0.2182,0.0200,run,2.0000,-2.0000,0.0016,0.0000,0.0000,-0.0016,0.8664,123.6165,124.0205,121.4797,1.0000,3,5,1,1,,5943,5943,20.0443,left,1,25.0000
0.2381,0.0200,run,2.0000,-2.0000,0.0019,0.0000,0.0000,-0.0019,1.0502,143.5980,144.0498,141.0459,1.0000,3,5,1,1,,5943,5943,19.9815,left,1,25.0000
0.2691,0.0309,run,2.0000,-2.0000,0.0023,0.0000,0.0000,-0.0023,1.3715,174.5296,174.9029,171.4135,1.0000,130,137,1,1,,823,1847,30.9316,left,1,25.0000
0.2891,0.0200,run,2.0000,-2.0000,0.0027,0.0000,0.0000,-0.0027,1.5926,194.5489,195.0768,190.8357,1.0000,130,137,1,1,,823,1847,20.0192,left,1,25.0000
0.3093,0.0202,run,2.0000,-2.0000,0.0031,0.0000,0.0000,-0.0031,1.8267,214.7009,215.2379,210.5104,1.0000,130,137,1,1,,823,1847,20.1520,left,1,25.0000
0.3293,0.0200,run,2.0000,-2.0000,0.0034,0.0000,0.0000,-0.0034,2.0693,234.7500,235.2893,230.0721,1.0000,130,137,1,1,,823,1847,20.0491,left,1,25.0000
0.3494,0.0201,run,2.0000,-2.0000,0.0037,0.0000,0.0000,-0.0037,2.3209,254.8519,255.3832,249.6788,1.0000,130,137,1,1,,823,1847,20.1019,left,1,25.0000
0.3697,0.0202,run,2.0000,-2.0000,0.0040,0.0000,0.0000,-0.0040,2.5811,275.0687,275.5840,269.3911,1.0000,130,137,1,1,,823,1847,20.2168,left,1,25.0000
0.3897,0.0201,run,2.0000,-2.0000,0.0043,0.0000,0.0000,-0.0043,2.8455,295.1285,295.6250,288.9409,1.0000,130,137,1,1,,823,1847,20.0598,left,1,25.0000
0.4098,0.0201,run,2.0000,-2.0000,0.0046,0.0000,0.0000,-0.0046,3.1153,315.2042,315.6747,308.5031,1.0000,130,137,1,1,,823,1847,20.0757,left,1,25.0000
0.4298,0.0200,run,2.0000,-2.0000,0.0050,0.0000,0.0000,-0.0050,3.3889,335.2318,335.6726,328.0132,1.0000,130,137,1,1,,823,1847,20.0276,left,1,25.0000
0.4498,0.0200,run,3.0000,-3.0000,0.0079,0.0000,0.0714,-0.0793,5.4089,355.2721,411.1905,288.5359,1.0000,130,137,1,1,,823,1847,20.0403,left,1,25.0000
0.4799,0.0299,run,3.0000,-3.0000,0.0084,0.0000,0.0447,-0.0530,7.3456,385.1693,418.8540,336.7934,1.0000,341,312,1,1,,823,823,29.8972,left,1,25.0000
