# profile=agv-01 K_RATIO=11.3 KD=0.94 SLOW_K_RATIO=25.0 SLOW_KD=5.0 KI=0.0 TAU_D=0.05 AUTO_RPM=1000.0 AUTO_SLOW_RPM=800.0 zeta=0.294 6083h=2400 6084h=3200 sw_ramp=1000.0 DRY_RUN=False
t,dt,state,e_mm,e_used,p,i,d,omega_cmd,speed_red,v_base,n_l,n_r,sat_scale,rpm_l,rpm_r,has_track,n_tracks,guard,sw_l,sw_r,loop_ms,branch,slow,k_used
0.0012,0.0200,run,16.0000,-16.0000,0.0001,0.0000,0.0000,-0.0001,0.0274,1.6000,1.6165,1.5286,1.0000,0,0,1,1,,5943,5943,20.0000,left,0,11.3000
0.0197,0.0185,run,16.0000,-16.0000,0.0001,0.0000,0.0000,-0.0001,0.0953,4.4549,4.4300,4.2894,1.0000,0,0,1,1,,5943,5943,18.5260,left,0,11.3000
0.0421,0.0224,run,16.0000,-16.0000,0.0003,0.0000,0.0000,-0.0003,0.2670,9.9033,9.8321,9.4406,1.0000,0,0,1,1,,5943,5943,22.3683,left,0,11.3000
0.0624,0.0203,run,16.0000,-16.0000,0.0006,0.0000,0.0000,-0.0006,0.5140,16.4784,16.3995,15.5293,1.0000,0,0,1,1,,5943,5943,20.2560,left,0,11.3000
0.0821,0.0199,run,16.0000,-16.0000,0.0009,0.0000,0.0000,-0.0009,0.8588,24.5068,24.3720,22.9241,1.0000,0,0,1,1,,5943,5943,19.8685,left,0,11.3000
0.1022,0.0201,run,16.0000,-16.0000,0.0014,0.0000,0.0000,-0.0014,1.3250,34.2434,33.9950,31.8416,1.0000,0,0,1,1,,5943,5943,20.0975,left,0,11.3000
0.1226,0.0202,run,16.0000,-16.0000,0.0019,0.0000,0.0000,-0.0019,1.9252,45.6907,45.2699,42.2609,1.0000,0,0,1,1,,5943,5943,20.2448,left,0,11.3000
0.1427,0.0201,run,16.0000,-16.0000,0.0026,0.0000,0.0000,-0.0026,2.6585,58.6623,58.0111,53.9963,1.0000,0,0,1,1,,5943,5943,20.0864,left,0,11.3000
0.1627,0.0201,run,16.0000,-16.0000,0.0033,0.0000,0.0000,-0.0033,3.5359,73.2203,72.2617,67.1071,1.0000,0,0,1,1,,5943,5943,20.0524,left,0,11.3000
0.1829,0.0202,run,16.0000,-16.0000,0.0042,0.0000,0.0000,-0.0042,4.5745,89.5219,88.1643,81.7305,1.0000,0,0,1,1,,5943,5943,20.2048,left,0,11.3000
0.2029,0.0200,run,16.0000,-16.0000,0.0051,0.0000,0.0000,-0.0051,5.7616,107.2859,105.4574,97.5912,1.0000,0,0,1,1,,5943,5943,20.0286,left,0,11.3000
0.2229,0.0200,run,16.0000,-16.0000,0.0061,0.0000,0.0000,-0.0061,7.1130,126.6767,124.2773,114.8502,1.0000,0,0,1,1,,5943,5943,20.0498,left,0,11.3000
0.2544,0.0315,run,16.0000,-16.0000,0.0072,0.0000,0.0000,-0.0072,9.5768,158.1325,154.1212,142.9903,1.0000,111,113,1,1,,823,1847,31.4558,left,0,11.3000
0.2743,0.0199,run,16.0000,-16.0000,0.0090,0.0000,0.0000,-0.0090,11.2553,178.0528,173.7450,159.8501,1.0000,111,113,1,1,,823,1847,19.9203,left,0,11.3000
0.2943,0.0201,run,16.0000,-16.0000,0.0101,0.0000,0.0000,-0.0101,13.0480,198.1110,192.8856,177.2403,1.0000,111,113,1,1,,823,1847,20.0582,left,0,11.3000
0.3148,0.0203,run,16.0000,-16.0000,0.0113,0.0000,0.0000,-0.0113,14.9545,218.4337,212.1830,194.7752,1.0000,111,113,1,1,,823,1847,20.3227,left,0,11.3000
0.3348,0.0200,run,16.0000,-16.0000,0.0124,0.0000,0.0000,-0.0124,16.9059,238.4361,231.1270,211.9335,1.0000,111,113,1,1,,823,1847,20.0025,left,0,11.3000
0.3549,0.0201,run,16.0000,-16.0000,0.0135,0.0000,0.0000,-0.0135,18.9342,258.5629,250.1042,229.1531,1.0000,111,113,1,1,,823,1847,20.1268,left,0,11.3000
0.3750,0.0201,run,17.0000,-17.0000,0.0156,0.0000,0.0134,-0.0290,22.3837,278.6578,278.7168,233.8315,1.0000,111,113,1,1,,823,1847,20.0950,left,0,11.3000
0.3951,0.0201,run,17.0000,-17.0000,0.0168,0.0000,0.0096,-0.0264,25.4613,298.8025,293.7429,252.9395,1.0000,111,113,1,1,,823,1847,20.1447,left,0,11.3000
0.4151,0.0200,run,17.0000,-17.0000,0.0180,0.0000,0.0068,-0.0249,28.2522,318.8114,309.7880,271.3303,1.0000,111,113,1,1,,823,1847,20.0088,left,0,11.3000
0.4351,0.0200,run,17.0000,-17.0000,0.0192,0.0000,0.0049,-0.0241,30.8604,338.8289,326.6217,289.3154,1.0000,111,113,1,1,,823,1847,20.0175,left,0,11.3000
0.4666,0.0315,run,17.0000,-17.0000,0.0204,0.0000,0.0030,-0.0234,34.7177,370.3042,353.7174,317.4557,1.0000,319,286,1,1,,823,1847,31.4753,left,0,11.3000
0.4900,0.0232,run,18.0000,-18.0000,0.0237,0.0000,0.0149,-0.0385,39.5913,393.4976,383.7237,324.0890,1.0000,319,286,1,1,,823,1847,23.1934,left,0,11.3000
0.5070,0.0172,run,18.0000,-18.0000,0.0251,0.0000,0.0111,-0.0362,42.7221,410.7345,396.0242,340.0006,1.0000,319,286,1,1,,823,1847,17.2369,left,0,11.3000
0.5271,0.0201,run,18.0000,-18.0000,0.0262,0.0000,0.0079,-0.0341,45.9057,430.7984,411.3043,358.4810,1.0000,319,286,1,1,,823,1847,20.0638,left,0,11.3000
0.5472,0.0201,run,18.0000,-18.0000,0.0275,0.0000,0.0056,-0.0332,48.7779,450.8830,427.7573,376.4529,1.0000,319,286,1,1,,823,1847,20.0846,left,0,11.3000
0.5673,0.0202,run,18.0000,-18.0000,0.0288,0.0000,0.0040,-0.0328,51.4518,471.0467,444.9870,394.2029,1.0000,319,286,1,1,,823,1847,20.1638,left,0,11.3000
0.5874,0.0200,run,19.0000,-19.0000,0.0318,0.0000,0.0163,-0.0481,56.3881,491.0951,471.8798,397.5343,1.0000,319,286,1,1,,823,1847,20.0484,left,0,11.3000
0.6075,0.0202,run,19.0000,-19.0000,0.0331,0.0000,0.0116,-0.0447,60.4577,511.2481,485.3903,416.1905,1.0000,319,286,1,1,,823,1847,20.1530,left,0,11.3000
0.6278,0.0203,run,19.0000,-19.0000,0.0345,0.0000,0.0083,-0.0427,63.9294,531.5028,500.6362,434.5106,1.0000,319,286,1,1,,823,1847,20.2546,left,0,11.3000
0.6478,0.0200,run,19.0000,-19.0000,0.0358,0.0000,0.0059,-0.0417,66.9544,551.5280,516.8657,452.2813,1.0000,319,286,1,1,,823,1847,20.0252,left,0,11.3000
0.6789,0.0311,run,20.0000,-20.0000,0.0392,0.0000,0.0152,-0.0544,74.7973,582.5941,549.8688,465.7249,1.0000,515,456,1,1,,823,1847,31.0662,left,0,11.3000
0.6989,0.0201,run,20.0000,-20.0000,0.0414,0.0000,0.0109,-0.0522,78.9065,602.6716,564.1672,483.3630,1.0000,515,456,1,1,,823,1847,20.0775,left,0,11.3000
0.7189,0.0200,run,20.0000,-20.0000,0.0428,0.0000,0.0078,-0.0506,82.3553,622.6757,579.4228,501.2181,1.0000,515,456,1,1,,823,1847,20.0041,left,0,11.3000
0.7392,0.0202,run,21.0000,-21.0000,0.0464,0.0000,0.0189,-0.0653,88.5812,642.9070,604.8594,503.7921,1.0000,515,456,1,1,,823,1847,20.2312,left,0,11.3000
0.7592,0.0200,run,21.0000,-21.0000,0.0479,0.0000,0.0135,-0.0614,93.4030,662.9542,617.0650,522.0373,1.0000,515,456,1,1,,823,1847,20.0472,left,0,11.3000
0.7794,0.0201,run,21.0000,-21.0000,0.0494,0.0000,0.0096,-0.0591,97.3211,683.0654,631.4191,540.0695,1.0000,515,456,1,1,,823,1847,20.1112,left,0,11.3000
0.7995,0.0201,run,21.0000,-21.0000,0.0509,0.0000,0.0069,-0.0578,100.6304,703.1738,647.2421,557.8446,1.0000,515,456,1,1,,823,1847,20.1084,left,0,11.3000
0.8195,0.0201,run,22.0000,-22.0000,0.0549,0.0000,0.0183,-0.0732,107.1004,723.2600,672.8009,559.5183,1.0000,515,456,1,1,,823,1847,20.0862,left,0,11.3000
0.8396,0.0200,run,22.0000,-22.0000,0.0565,0.0000,0.0131,-0.0696,112.0966,743.2927,684.9996,577.3926,1.0000,515,456,1,1,,823,1847,20.0327,left,0,11.3000
0.8597,0.0201,run,22.0000,-22.0000,0.0581,0.0000,0.0093,-0.0674,116.1235,763.3986,699.3888,595.1613,1.0000,515,456,1,1,,823,1847,20.1059,left,0,11.3000
0.8912,0.0315,run,23.0000,-23.0000,0.0623,0.0000,0.0172,-0.0796,126.1880,794.9465,730.3092,607.2078,1.0000,693,599,1,1,,823,1847,31.5479,left,0,11.3000
0.9132,0.0206,run,23.0000,-23.0000,0.0649,0.0000,0.0122,-0.0771,131.2149,815.5090,743.9505,624.6377,1.0000,693,599,1,1,,823,1847,20.5625,left,0,11.3000
0.9316,0.0198,run,23.0000,-23.0000,0.0666,0.0000,0.0088,-0.0753,135.0964,835.2635,758.4456,641.8885,1.0000,693,599,1,1,,823,1847,19.7545,left,0,11.3000
0.9516,0.0200,run,24.0000,-24.0000,0.0712,0.0000,0.0197,-0.0908,142.5953,855.2937,782.9628,642.4340,1.0000,693,599,1,1,,823,1847,20.0303,left,0,11.3000
0.9717,0.0201,run,24.0000,-24.0000,0.0729,0.0000,0.0140,-0.0869,148.2702,875.4415,794.3845,659.9581,1.0000,693,599,1,1,,823,1847,20.1478,left,0,11.3000
0.9916,0.0200,run,25.0000,-25.0000,0.0777,0.0000,0.0235,-0.1011,157.0499,895.4217,816.6093,660.1343,1.0000,693,599,1,1,,823,1847,19.9802,left,0,11.3000
1.0119,0.0202,run,25.0000,-25.0000,0.0795,0.0000,0.0167,-0.0962,163.5608,915.6526,826.4752,677.7083,1.0000,693,599,1,1,,823,1847,20.2309,left,0,11.3000
1.0320,0.0201,run,25.0000,-25.0000,0.0813,0.0000,0.0119,-0.0932,168.4529,935.7353,839.3537,695.2110,1.0000,693,599,1,1,,823,1847,20.0827,left,0,11.3000
1.0524,0.0204,run,25.0000,-25.0000,0.0830,0.0000,0.0085,-0.0915,172.3631,956.0927,854.5136,712.9457,1.0000,693,599,1,1,,823,1847,20.3574,left,0,11.3000
1.0725,0.0200,run,26.0000,-26.0000,0.0882,0.0000,0.0195,-0.1077,180.3583,976.1277,879.0847,712.4542,1.0000,693,599,1,1,,823,1847,20.0351,left,0,11.3000
1.1045,0.0321,run,26.0000,-26.0000,0.0901,0.0000,0.0119,-0.1020,188.4387,1000.0000,890.4201,732.7024,1.0000,863,717,1,1,,823,1847,32.0989,left,0,11.3000
1.1273,0.0229,run,26.0000,-26.0000,0.0923,0.0000,0.0081,-0.1004,192.0883,1000.0000,885.5952,730.2282,1.0000,863,717,1,1,,823,1847,22.8901,left,0,11.3000
1.1458,0.0184,run,26.0000,-26.0000,0.0923,0.0000,0.0059,-0.0982,194.0496,1000.0000,881.9439,729.9568,1.0000,863,717,1,1,,823,1847,18.3686,left,0,11.3000
1.1658,0.0200,run,27.0000,-27.0000,0.0958,0.0000,0.0177,-0.1135,200.2962,1000.0000,887.5134,711.8941,1.0000,863,717,1,1,,823,1847,20.0121,left,0,11.3000
1.1859,0.0201,run,27.0000,-27.0000,0.0958,0.0000,0.0126,-0.1085,204.2201,1000.0000,879.6697,711.8902,1.0000,863,717,1,1,,823,1847,20.1013,left,0,11.3000
1.2060,0.0201,run,27.0000,-27.0000,0.0958,0.0000,0.0090,-0.1048,206.5458,1000.0000,874.5491,712.3593,1.0000,863,717,1,1,,823,1847,20.0907,left,0,11.3000
1.2260,0.0201,run,27.0000,-27.0000,0.0958,0.0000,0.0064,-0.1023,207.7995,1000.0000,871.3044,713.0965,1.0000,863,717,1,1,,823,1847,20.0517,left,0,11.3000
1.2461,0.0201,run,27.0000,-27.0000,0.0958,0.0000,0.0046,-0.1004,208.3494,1000.0000,869.3307,713.9706,1.0000,863,717,1,1,,823,1847,20.1069,left,0,11.3000
1.2662,0.0201,run,28.0000,-28.0000,0.0994,0.0000,0.0167,-0.1161,213.3569,1000.0000,876.4272,696.8589,1.0000,863,717,1,1,,823,1847,20.0927,left,0,11.3000
1.2862,0.0201,run,28.0000,-28.0000,0.0994,0.0000,0.0119,-0.1113,216.2766,1000.0000,869.8135,697.6333,1.0000,863,717,1,1,,823,1847,20.0655,left,0,11.3000
1.3183,0.0319,run,28.0000,-28.0000,0.0994,0.0000,0.0073,-0.1067,218.0021,1000.0000,864.4999,699.4959,1.0000,867,690,1,1,,1847,1847,31.9415,left,0,11.3000
1.3382,0.0200,run,28.0000,-28.0000,0.0994,0.0000,0.0052,-0.1046,218.3371,1000.0000,862.5614,700.7643,1.0000,867,690,1,1,,1847,1847,19.9760,left,0,11.3000
1.3584,0.0201,run,28.0000,-28.0000,0.0994,0.0000,0.0037,-0.1031,218.1994,1000.0000,861.5470,702.0542,1.0000,867,690,1,1,,1847,1847,20.1333,left,0,11.3000
1.3784,0.0201,run,28.0000,-28.0000,0.0994,0.0000,0.0026,-0.1020,217.7787,1000.0000,861.1479,703.2947,1.0000,867,690,1,1,,1847,1847,20.0799,left,0,11.3000
1.3988,0.0203,run,28.0000,-28.0000,0.0994,0.0000,0.0019,-0.1013,217.1935,1000.0000,861.1427,704.4702,1.0000,867,690,1,1,,1847,1847,20.3425,left,0,11.3000
1.4189,0.0201,run,28.0000,-28.0000,0.0994,0.0000,0.0013,-0.1007,216.5459,1000.0000,861.3749,705.5332,1.0000,867,690,1,1,,1847,1847,20.0547,left,0,11.3000
1.4387,0.0200,run,29.0000,-29.0000,0.1029,0.0000,0.0144,-0.1173,220.7757,1000.0000,869.9893,688.4593,1.0000,867,690,1,1,,1847,1847,19.9546,left,0,11.3000
1.4589,0.0201,run,29.0000,-29.0000,0.1029,0.0000,0.0103,-0.1132,223.2461,1000.0000,864.3224,689.1854,1.0000,867,690,1,1,,1847,1847,20.1353,left,0,11.3000
1.4790,0.0201,run,29.0000,-29.0000,0.1029,0.0000,0.0073,-0.1103,224.5161,1000.0000,860.7772,690.1905,1.0000,867,690,1,1,,1847,1847,20.0909,left,0,11.3000
1.4991,0.0201,run,28.0000,-28.0000,0.0994,0.0000,-0.0082,-0.0912,224.7771,1000.0000,845.7730,704.6727,1.0000,867,690,1,1,,1847,1847,20.0819,left,0,11.3000
1.5296,0.0306,run,28.0000,-28.0000,0.0994,0.0000,-0.0051,-0.0943,223.8354,1000.0000,849.1183,703.2109,1.0000,860,709,1,1,,823,1847,30.5677,left,0,11.3000
1.5497,0.0201,run,28.0000,-28.0000,0.0994,0.0000,-0.0036,-0.0958,222.8902,1000.0000,851.1892,703.0304,1.0000,860,709,1,1,,823,1847,20.0595,left,0,11.3000
1.5699,0.0201,run,28.0000,-28.0000,0.0994,0.0000,-0.0026,-0.0968,221.7788,1000.0000,853.1063,703.3361,1.0000,860,709,1,1,,823,1847,20.1425,left,0,11.3000
1.5898,0.0200,run,28.0000,-28.0000,0.0994,0.0000,-0.0018,-0.0976,220.6238,1000.0000,854.8323,703.9201,1.0000,860,709,1,1,,823,1847,19.9760,left,0,11.3000
1.6100,0.0202,run,28.0000,-28.0000,0.0994,0.0000,-0.0013,-0.0981,219.4739,1000.0000,856.3927,704.6595,1.0000,860,709,1,1,,823,1847,20.1532,left,0,11.3000
1.6302,0.0202,run,28.0000,-28.0000,0.0994,0.0000,-0.0009,-0.0985,218.3765,1000.0000,857.7836,705.4634,1.0000,860,709,1,1,,823,1847,20.2385,left,0,11.3000
1.6502,0.0200,run,28.0000,-28.0000,0.0994,0.0000,-0.0007,-0.0987,217.3708,1000.0000,858.9965,706.2619,1.0000,860,709,1,1,,823,1847,19.9970,left,0,11.3000
1.6703,0.0201,run,28.0000,-28.0000,0.0994,0.0000,-0.0005,-0.0989,216.4500,1000.0000,860.0658,707.0343,1.0000,860,709,1,1,,823,1847,20.1009,left,0,11.3000
1.6903,0.0200,run,28.0000,-28.0000,0.0994,0.0000,-0.0003,-0.0991,215.6255,1000.0000,860.9958,707.7531,1.0000,860,709,1,1,,823,1847,20.0064,left,0,11.3000
1.7105,0.0202,run,28.0000,-28.0000,0.0994,0.0000,-0.0002,-0.0992,214.8856,1000.0000,861.8116,708.4172,1.0000,860,709,1,1,,823,1847,20.1754,left,0,11.3000
1.7332,0.0227,run,28.0000,-28.0000,0.0994,0.0000,-0.0002,-0.0992,214.1628,1000.0000,862.5931,709.0814,1.0000,859,701,1,1,,1847,1847,22.6530,left,0,11.3000
1.7531,0.0201,run,27.0000,-27.0000,0.0958,0.0000,-0.0135,-0.0823,216.3594,1000.0000,847.3090,719.9721,1.0000,859,701,1,1,,1847,1847,20.0567,left,0,11.3000
1.7734,0.0202,run,27.0000,-27.0000,0.0958,0.0000,-0.0096,-0.0862,217.1337,1000.0000,849.5452,716.1874,1.0000,859,701,1,1,,1847,1847,20.1762,left,0,11.3000
1.7935,0.0201,run,27.0000,-27.0000,0.0958,0.0000,-0.0069,-0.0890,217.0025,1000.0000,851.8167,714.1784,1.0000,859,701,1,1,,1847,1847,20.1149,left,0,11.3000
1.8136,0.0201,run,27.0000,-27.0000,0.0958,0.0000,-0.0049,-0.0909,216.3265,1000.0000,854.0174,713.3297,1.0000,859,701,1,1,,1847,1847,20.0857,left,0,11.3000
1.8335,0.0200,run,27.0000,-27.0000,0.0958,0.0000,-0.0035,-0.0923,215.3506,1000.0000,856.0772,713.2215,1.0000,859,701,1,1,,1847,1847,19.9888,left,0,11.3000
1.8536,0.0201,run,27.0000,-27.0000,0.0958,0.0000,-0.0025,-0.0933,214.2235,1000.0000,857.9813,713.5717,1.0000,859,701,1,1,,1847,1847,20.0824,left,0,11.3000
