# profile=agv-01 U-turn 90 deg ccw at 200 r/min, ends on encoder, 1080000 counts per wheel turn
t,dt,phase,segment,tgt_l_m,tgt_r_m,prog_l_m,prog_r_m,cnt_l,cnt_r,n_l,n_r,rpm_l,rpm_r,x_m,y_m,heading_deg,speed_mps,e_mm,has_track,loop_ms
0.0052,0.0200,spin,1,,,,,15546102,18674334,-16.0000,15.9867,0,0,,,0.0004,,-3,1,20.0000
0.0610,0.0551,spin,1,,,,,15545789,18674681,-60.0735,59.9468,0,0,,,0.0410,,-3,1,55.0919
0.0820,0.0214,spin,1,,,,,15545531,18674936,-77.1891,77.0724,0,0,,,0.0726,,-3,1,21.3945
0.1025,0.0205,spin,1,,,,,15545045,18675431,-93.5673,93.4207,0,0,,,0.1331,,-3,1,20.4728
0.1222,0.0199,spin,1,,,,,15544352,18676145,-109.5137,109.2970,0,0,,,0.2197,,-3,1,19.9329
0.1422,0.0200,spin,1,,,,,15543410,18677113,-125.5322,125.2289,0,0,,,0.3374,,-3,1,20.0232
0.1728,0.0280,spin,1,,,,,15541666,18678749,-147.9209,147.9775,-97,95,,,0.5456,,-3,1,27.9858
0.1949,0.0245,spin,1,,,,,15539764,18680489,-167.5272,168.1239,-97,95,,,0.7700,,-3,1,24.5079
0.2120,0.0174,spin,1,,,,,15538285,18681977,-181.4610,182.0276,-97,95,,,0.9527,,-3,1,17.4172
0.2330,0.0200,spin,1,,,,,15536326,18683976,-197.4964,197.9297,-97,95,,,1.1966,,-3,1,20.0443
0.2535,0.0203,spin,1,,,,,15534040,18686250,-200.0000,200.4733,-97,95,,,1.4775,,-2,1,20.2733
0.2738,0.0199,spin,1,,,,,15531627,18688776,-200.0000,200.0967,-97,95,,,1.7817,,-2,1,19.9175
0.2925,0.0201,spin,1,,,,,15529190,18691019,-200.0000,200.7433,-97,95,,,2.0700,,-2,1,20.1110
0.3128,0.0201,spin,1,,,,,15526731,18693425,-200.0000,200.9200,-97,95,,,2.3697,,-2,1,20.1377
0.3327,0.0200,spin,1,,,,,15524319,18695817,-200.0000,200.9867,-97,95,,,2.6656,,-1,1,20.0140
0.3542,0.0203,spin,1,,,,,15521921,18698343,-200.0000,200.5600,-97,95,,,2.9690,,-1,1,20.2779
0.3810,0.0274,spin,1,,,,,15518699,18701641,-200.0000,200.3067,-198,200,,,3.3706,,0,1,27.4320
0.4010,0.0201,spin,1,,,,,15516310,18704116,-200.0000,200.0200,-198,200,,,3.6702,,0,1,20.0875
0.4215,0.0203,spin,1,,,,,15513850,18706627,-200.0000,199.8500,-198,200,,,3.9764,,1,1,20.2682
0.4415,0.0200,spin,1,,,,,15511360,18709064,-200.0000,200.0267,-198,200,,,4.2800,,1,1,20.0286
0.4615,0.0202,spin,1,,,,,15508944,18711497,-200.0000,199.9700,-198,200,,,4.5787,,2,1,20.1671
0.4815,0.0200,spin,1,,,,,15506574,18713910,-200.0000,199.8267,-198,200,,,4.8733,,3,1,20.0123
0.5015,0.0200,spin,1,,,,,15504234,18716299,-200.0000,199.6633,-198,200,,,5.1646,,3,1,20.0489
0.5221,0.0203,spin,1,,,,,15501735,18718729,-200.0000,199.8933,-198,200,,,5.4683,,4,1,20.2922
0.5420,0.0200,spin,1,,,,,15499360,18721104,-200.0000,199.8933,-198,200,,,5.7609,,4,1,20.0383
0.5622,0.0210,spin,1,,,,,15496954,18723517,-200.0000,199.8700,-198,200,,,6.0577,,5,1,21.0407
0.5852,0.0229,spin,1,,,,,15494260,18726218,-200.0000,199.8467,-199,198,,,6.3901,,5,1,22.8704
0.6054,0.0202,spin,1,,,,,15491861,18728559,-200.0000,200.0400,-199,198,,,6.6821,,6,1,20.2065
0.6256,0.0202,spin,1,,,,,15489481,18730941,-200.0000,200.0333,-199,198,,,6.9754,,6,1,20.2397
0.6456,0.0200,spin,1,,,,,15487144,18733296,-200.0000,199.9733,-199,198,,,7.2644,,7,1,20.0363
0.6658,0.0201,spin,1,,,,,15484769,18735701,-200.0000,199.8733,-199,198,,,7.5589,,7,1,20.0844
0.6858,0.0200,spin,1,,,,,15482410,18738100,-200.0000,199.7400,-199,198,,,7.8520,,8,1,19.9750
0.7061,0.0203,spin,1,,,,,15479997,18740519,-200.0000,199.7200,-199,198,,,8.1497,,8,1,20.2714
0.7260,0.0200,spin,1,,,,,15477600,18742916,-200.0000,199.7200,-199,198,,,8.4450,,9,1,20.0144
0.7463,0.0202,spin,1,,,,,15475187,18745333,-200.0000,199.7067,-199,198,,,8.7425,,9,1,20.2311
0.7660,0.0199,spin,1,,,,,15472846,18747683,-200.0000,199.6767,-199,198,,,9.0315,,10,1,19.9034
0.7903,0.0222,spin,1,,,,,15470214,18750344,-200.0000,199.5800,-198,200,,,9.3575,,10,1,22.2135
0.8093,0.0201,spin,1,,,,,15467822,18752755,-200.0000,199.5167,-198,200,,,9.6534,,11,1,20.1445
0.8293,0.0201,spin,1,,,,,15465462,18755140,-200.0000,199.4333,-198,200,,,9.9457,,11,1,20.1161
0.8494,0.0200,spin,1,,,,,15463107,18757513,-200.0000,199.3733,-198,200,,,10.2370,,12,1,20.0231
0.8695,0.0202,spin,1,,,,,15460721,18759994,-200.0000,199.0567,-198,200,,,10.5368,,12,1,20.1957
0.8895,0.0200,spin,1,,,,,15458357,18762359,-200.0000,199.0533,-198,200,,,10.8281,,12,1,20.0431
0.9095,0.0201,spin,1,,,,,15455971,18764728,-200.0000,199.1100,-198,200,,,11.1210,,13,1,20.1156
0.9295,0.0201,spin,1,,,,,15453619,18767097,-200.0000,199.0533,-198,200,,,11.4118,,13,1,20.0508
0.9495,0.0200,spin,1,,,,,15451257,18769461,-200.0000,199.0467,-198,200,,,11.7030,,14,1,20.0492
0.9695,0.0201,spin,1,,,,,15448871,18771828,-200.0000,199.1100,-198,200,,,11.9957,,14,1,20.0785
0.9930,0.0220,spin,1,,,,,15446155,18774633,-200.0000,198.8133,-199,199,,,12.3359,,15,1,21.9735
1.0120,0.0201,spin,1,,,,,15443787,18776905,-200.0000,199.1333,-199,199,,,12.6217,,15,1,20.0881
1.0595,0.0477,spin,1,,,,,15438269,18782544,-200.0000,198.7300,-199,199,,,13.3090,,17,1,47.6739
1.0800,0.0207,spin,1,,,,,15435801,18784990,-200.0000,198.8033,-199,199,,,13.6117,,17,1,20.7262
1.1002,0.0199,spin,1,,,,,15433433,18787363,-200.0000,198.7867,-199,199,,,13.9037,,18,1,19.9310
1.1203,0.0202,spin,1,,,,,15431040,18789758,-200.0000,198.7800,-199,199,,,14.1987,,18,1,20.1913
1.1404,0.0200,spin,1,,,,,15428678,18792139,-200.0000,198.7167,-199,199,,,14.4909,,19,1,19.9658
1.1603,0.0202,spin,1,,,,,15426323,18794512,-200.0000,198.6567,-199,199,,,14.7821,,19,1,20.1822
1.1803,0.0199,spin,1,,,,,15423984,18796889,-200.0000,198.5300,-199,199,,,15.0726,,20,1,19.9038
1.2056,0.0259,spin,1,,,,,15420946,18799832,-200.0000,198.8467,-195,195,,,15.4411,,21,1,25.9092
1.2258,0.0201,spin,1,,,,,15418546,18802233,-200.0000,198.8433,-195,195,,,15.7368,,21,1,20.0593
1.2461,0.0202,spin,1,,,,,15416160,18804653,-200.0000,198.7300,-195,195,,,16.0329,,22,1,20.1963
1.2661,0.0201,spin,1,,,,,15413791,18807044,-200.0000,198.6567,-195,195,,,16.3261,,22,1,20.1087
1.2861,0.0199,spin,1,,,,,15411474,18809406,-200.0000,198.5067,-195,195,,,16.6143,,23,1,19.9273
1.3063,0.0203,spin,1,,,,,15409123,18811750,-200.0000,198.5300,-195,195,,,16.9036,,23,1,20.3222
1.3263,0.0201,spin,1,,,,,15406772,18814049,-200.0000,198.7033,-195,195,,,17.1900,,24,1,20.0880
1.3463,0.0200,spin,1,,,,,15404406,18816392,-200.0000,198.7800,-195,195,,,17.4801,,24,1,19.9930
1.3665,0.0201,spin,1,,,,,15402018,18818830,-200.0000,198.6133,-195,195,,,17.7774,,25,1,20.1363
1.3865,0.0200,spin,1,,,,,15399654,18821258,-200.0000,198.4000,-195,195,,,18.0726,,25,1,19.9900
1.4135,0.0270,spin,1,,,,,15396422,18824544,-200.0000,198.2200,-199,202,,,18.4741,,26,1,27.0285
1.4335,0.0200,spin,1,,,,,15393997,18826956,-200.0000,198.2633,-199,202,,,18.7721,,27,1,19.9949
1.4536,0.0201,spin,1,,,,,15391592,18829359,-200.0000,198.2700,-199,202,,,19.0682,,27,1,20.0962
1.4750,0.0201,spin,1,,,,,15389178,18831811,-200.0000,198.1433,-199,202,,,19.3680,,28,1,20.1260
1.4938,0.0201,spin,1,,,,,15386806,18834197,-200.0000,198.0967,-199,202,,,19.6611,,29,1,20.1409
1.5141,0.0201,spin,1,,,,,15384378,18836648,-200.0000,198.0200,-199,202,,,19.9616,,29,1,20.1210
1.5340,0.0200,spin,1,,,,,15381975,18839050,-200.0000,198.0233,-199,202,,,20.2576,,30,1,20.0394
1.5541,0.0201,spin,1,,,,,15379594,18841418,-200.0000,198.0667,-199,202,,,20.5502,,31,1,20.0961
1.5781,0.0201,spin,1,,,,,15377213,18844160,-200.0000,196.8633,-199,202,,,20.8658,,31,1,20.1202
1.5965,0.0222,spin,1,,,,,15374602,18846414,-200.0000,198.0533,-199,202,,,21.1655,,32,1,22.2442
1.6194,0.0220,spin,1,,,,,15372028,18849015,-200.0000,197.9633,-194,197,,,21.4843,,32,1,21.9626
1.6393,0.0201,spin,1,,,,,15369673,18851377,-200.0000,197.9400,-194,197,,,21.7748,,33,1,20.0688
1.6596,0.0203,spin,1,,,,,15367272,18853860,-200.0000,197.6667,-194,197,,,22.0757,,33,1,20.3077
1.6808,0.0214,spin,1,,,,,15364749,18856356,-200.0000,197.7567,-194,197,,,22.3849,,34,1,21.3837
1.7008,0.0199,spin,1,,,,,15362454,18858697,-200.0000,197.6033,-194,197,,,22.6705,,34,1,19.9113
1.7211,0.0201,spin,1,,,,,15360126,18861076,-200.0000,197.4333,-194,197,,,22.9604,,35,1,20.1136
1.7411,0.0201,spin,1,,,,,15357801,18863419,-200.0000,197.3733,-194,197,,,23.2480,,35,1,20.1173
1.7614,0.0201,spin,1,,,,,15355416,18865801,-200.0000,197.3833,-194,197,,,23.5416,,36,1,20.0664
1.7818,0.0205,spin,1,,,,,15352980,18868238,-200.0000,197.3800,-194,197,,,23.8418,,36,1,20.4775
1.8013,0.0197,spin,1,,,,,15350655,18870583,-200.0000,197.3133,-194,197,,,24.1295,,37,1,19.6993
1.8248,0.0242,spin,1,,,,,15347751,18873421,-200.0000,197.5333,-199,201,,,24.4832,,38,1,24.1653
1.8448,0.0202,spin,1,,,,,15345360,18875858,-200.0000,197.3800,-199,201,,,24.7806,,38,1,20.1561
